LI-8200,CHAMBER,LI-8200,,LI-7810,LI-7810,LI-8200
106.636230,12.172570,101.530000,6835.060000,2.513780,1.433990,19
106.637210,13.111860,101.520000,6835.060000,1.147980,1.061390,19
106.638530,13.006940,101.520000,6835.060000,0.000000,0.000000,20
106.639530,14.195230,101.520000,6835.060000,2.501510,1.959120,20
106.640910,12.671950,101.520000,6835.060000,4.209570,2.860640,21
106.641900,13.219200,101.510000,6835.060000,2.873580,2.682100,21
106.643190,13.468850,101.510000,6835.060000,3.213650,1.939170,22
106.644180,13.479660,101.500000,6835.060000,2.079640,1.993340,22
106.645530,12.642180,101.510000,6835.060000,1.574640,1.574640,23
106.646520,12.512440,101.520000,6835.060000,1.590840,1.457220,23
106.648800,13.346100,101.500000,6835.060000,2.570320,2.109560,24
106.649780,14.055020,101.490000,6835.060000,2.070960,2.070960,24
106.651190,13.699910,101.480000,6835.060000,1.796800,1.146100,29
106.652190,14.541150,101.490000,6835.060000,1.615970,1.469450,29
106.658150,13.157700,101.480000,6835.060000,1.033480,0.926000,30
106.659130,13.421480,101.480000,6835.060000,1.067980,1.028820,30
106.660270,13.217520,101.460000,6835.060000,1.077110,0.938490,31
106.661250,13.504660,101.440000,6835.060000,0.855080,0.694810,31
106.662370,12.584100,101.480000,6835.060000,1.284400,1.284400,32
106.663370,13.075520,101.470000,6835.060000,1.601400,1.229270,32
106.665020,12.776300,101.470000,6835.060000,1.423870,1.423870,33
106.666010,13.069750,101.470000,6835.060000,1.575340,1.575340,33
106.667160,13.118590,101.460000,6835.060000,1.982400,1.906070,34
106.668150,13.602450,101.460000,6835.060000,1.865770,1.865770,34
106.669340,12.716370,101.470000,6835.060000,1.558820,1.558820,35
106.670340,13.232880,101.470000,6835.060000,2.032060,1.732850,35
106.671480,12.393000,101.470000,6835.060000,0.000000,0.000000,36
106.672470,12.268290,101.480000,6835.060000,1.918860,1.488080,36
106.673780,11.299710,101.490000,6835.060000,1.883240,1.147660,37
106.674770,11.634950,101.480000,6835.060000,1.656340,1.096830,37
106.675960,11.751740,101.480000,6835.060000,0.000000,0.000000,38
106.676960,12.022670,101.480000,6835.060000,1.583120,1.531000,38
106.678820,12.019670,101.480000,6835.060000,2.488860,1.767130,39
106.679810,11.775860,101.480000,6835.060000,1.882040,1.340500,39
106.681170,11.843380,101.470000,6835.060000,1.015590,1.015590,40
106.682160,11.874330,101.450000,6835.060000,0.787830,0.721610,40
106.683370,12.019100,101.470000,6835.060000,3.282500,2.509800,41
106.684360,12.253800,101.460000,6835.060000,0.000000,0.000000,41
106.685470,12.036070,101.460000,6835.060000,2.254280,2.254280,42
106.686460,12.129290,101.460000,6835.060000,2.088150,2.088150,42
106.687600,12.160350,101.460000,6835.060000,1.338210,1.021900,43
106.688600,12.071550,101.460000,6835.060000,1.192760,0.963130,43
106.690200,11.812080,101.480000,6835.060000,1.535860,1.535860,44
106.691180,12.273170,101.460000,6835.060000,1.974280,1.563050,44
106.692430,12.251000,101.460000,6835.060000,2.295340,2.295340,45
106.693410,12.360160,101.470000,6835.060000,0.000000,0.000000,45
106.694510,12.375360,101.450000,6835.060000,4.189600,3.680980,46
106.695510,12.429820,101.450000,6835.060000,3.507670,3.391800,46
106.696670,12.247360,101.440000,6835.060000,2.314920,1.726990,47
106.697650,12.289960,101.460000,6835.060000,1.920610,1.764380,47
106.698730,11.932190,101.470000,6835.060000,0.000000,0.000000,48
106.699720,12.005850,101.460000,6835.060000,2.752540,2.385220,48
106.701810,12.194100,101.450000,6835.060000,0.000000,0.000000,25
106.702800,12.267570,101.460000,6835.060000,4.584600,2.572580,25
106.704180,12.233490,101.460000,6835.060000,1.708530,1.060020,26
106.705160,12.811610,101.450000,6835.060000,1.257390,1.078910,26
106.706520,12.258040,101.450000,6835.060000,2.126980,1.946450,27
106.707500,12.406490,101.460000,6835.060000,1.859690,1.859690,27
106.709870,12.022930,101.460000,6835.060000,3.207930,2.575690,28
106.710860,12.385340,101.460000,6835.060000,2.978590,2.399420,28
