LI-8200,CHAMBER,LI-8200,,LI-7810,LI-7810,LI-8200
106.636230,12.172570,101.530000,6835.060000,1.632640,1.235450,19
106.637210,13.111860,101.520000,6835.060000,1.458380,1.226420,19
106.638530,13.006940,101.520000,6835.060000,0.000000,0.000000,20
106.639530,14.195230,101.520000,6835.060000,2.224090,1.858350,20
106.640910,12.671950,101.520000,6835.060000,3.733220,2.680080,21
106.641900,13.219200,101.510000,6835.060000,2.780380,2.632050,21
106.643190,13.468850,101.510000,6835.060000,4.858500,1.885730,22
106.644180,13.479660,101.500000,6835.060000,2.602100,2.051010,22
106.645530,12.642180,101.510000,6835.060000,1.660560,1.660560,23
106.646520,12.512440,101.520000,6835.060000,1.755260,1.553450,23
106.648800,13.346100,101.500000,6835.060000,2.597150,2.028950,24
106.649780,14.055020,101.490000,6835.060000,2.561370,2.165240,24
106.651190,13.699910,101.480000,6835.060000,2.711190,1.034140,29
106.652190,14.541150,101.490000,6835.060000,1.662980,1.602950,29
106.658150,13.157700,101.480000,6835.060000,0.958450,0.874320,30
106.659130,13.421480,101.480000,6835.060000,1.289910,0.997980,30
106.660270,13.217520,101.460000,6835.060000,1.206390,0.985100,31
106.661250,13.504660,101.440000,6835.060000,1.830950,0.764830,31
106.662370,12.584100,101.480000,6835.060000,1.436300,1.436300,32
106.663370,13.075520,101.470000,6835.060000,1.558380,1.313520,32
106.665020,12.776300,101.470000,6835.060000,1.552010,1.552010,33
106.666010,13.069750,101.470000,6835.060000,1.750300,1.680240,33
106.667160,13.118590,101.460000,6835.060000,2.093720,1.844480,34
106.668150,13.602450,101.460000,6835.060000,2.267940,1.981980,34
106.669340,12.716370,101.470000,6835.060000,1.708480,1.616980,35
106.670340,13.232880,101.470000,6835.060000,2.385840,1.793370,35
106.671480,12.393000,101.470000,6835.060000,0.000000,0.000000,36
106.672470,12.268290,101.480000,6835.060000,1.995450,1.514720,36
106.673780,11.299710,101.490000,6835.060000,4.004430,1.141510,37
106.674770,11.634950,101.480000,6835.060000,1.147750,0.947160,37
106.675960,11.751740,101.480000,6835.060000,0.000000,0.000000,38
106.676960,12.022670,101.480000,6835.060000,1.752840,1.494820,38
106.678820,12.019670,101.480000,6835.060000,2.948510,1.712560,39
106.679810,11.775860,101.480000,6835.060000,1.174820,1.174820,39
106.681170,11.843380,101.470000,6835.060000,1.116040,1.116040,40
106.682160,11.874330,101.450000,6835.060000,0.931500,0.849320,40
106.683370,12.019100,101.470000,6835.060000,3.083880,2.378390,41
106.684360,12.253800,101.460000,6835.060000,0.000000,0.000000,41
106.685470,12.036070,101.460000,6835.060000,2.860390,2.391390,42
106.686460,12.129290,101.460000,6835.060000,2.490920,2.256280,42
106.687600,12.160350,101.460000,6835.060000,1.410500,1.016840,43
106.688600,12.071550,101.460000,6835.060000,1.001620,0.953360,43
106.690200,11.812080,101.480000,6835.060000,2.244460,1.731970,44
106.691180,12.273170,101.460000,6835.060000,2.009380,1.529380,44
106.692430,12.251000,101.460000,6835.060000,2.692360,2.385080,45
106.693410,12.360160,101.470000,6835.060000,0.000000,0.000000,45
106.694510,12.375360,101.450000,6835.060000,3.490370,3.490370,46
106.695510,12.429820,101.450000,6835.060000,3.787550,3.428780,46
106.696670,12.247360,101.440000,6835.060000,1.850860,1.593190,47
106.697650,12.289960,101.460000,6835.060000,2.076200,1.670800,47
106.698730,11.932190,101.470000,6835.060000,0.000000,0.000000,48
106.699720,12.005850,101.460000,6835.060000,2.337310,2.316650,48
106.701810,12.194100,101.450000,6835.060000,0.000000,0.000000,25
106.702800,12.267570,101.460000,6835.060000,4.086680,2.266450,25
106.704180,12.233490,101.460000,6835.060000,2.864130,1.036590,26
106.705160,12.811610,101.450000,6835.060000,1.566430,1.144850,26
106.706520,12.258040,101.450000,6835.060000,2.678260,1.983180,27
106.707500,12.406490,101.460000,6835.060000,2.333920,1.864620,27
106.709870,12.022930,101.460000,6835.060000,3.698050,2.527660,28
106.710860,12.385340,101.460000,6835.060000,4.045060,2.376440,28
