LI-8200,CHAMBER,LI-8200,,LI-7810,LI-7810,LI-8200
106.636230,12.172570,101.530000,6835.060000,1.249520,1.179490,19
106.637210,13.111860,101.520000,6835.060000,2.609780,1.391680,19
106.638530,13.006940,101.520000,6835.060000,0.000000,0.000000,20
106.639530,14.195230,101.520000,6835.060000,2.765610,1.906580,20
106.640910,12.671950,101.520000,6835.060000,5.389430,2.623940,21
106.641900,13.219200,101.510000,6835.060000,2.873210,2.524330,21
106.643190,13.468850,101.510000,6835.060000,9.717590,1.625020,22
106.644180,13.479660,101.500000,6835.060000,2.360570,1.891390,22
106.645530,12.642180,101.510000,6835.060000,1.978570,1.793750,23
106.646520,12.512440,101.520000,6835.060000,2.485180,1.781340,23
106.648800,13.346100,101.500000,6835.060000,2.826910,2.149440,24
106.649780,14.055020,101.490000,6835.060000,2.715660,2.078100,24
106.651190,13.699910,101.480000,6835.060000,1.377690,0.732230,29
106.652190,14.541150,101.490000,6835.060000,2.109050,1.632460,29
106.658150,13.157700,101.480000,6835.060000,1.335080,0.912220,30
106.659130,13.421480,101.480000,6835.060000,1.171890,1.016700,30
106.660270,13.217520,101.460000,6835.060000,1.077720,1.077720,31
106.661250,13.504660,101.440000,6835.060000,1.004280,0.505850,31
106.662370,12.584100,101.480000,6835.060000,1.823850,1.580800,32
106.663370,13.075520,101.470000,6835.060000,1.925950,1.316210,32
106.665020,12.776300,101.470000,6835.060000,1.718360,1.535610,33
106.666010,13.069750,101.470000,6835.060000,4.425680,1.877000,33
106.667160,13.118590,101.460000,6835.060000,5.564270,2.201210,34
106.668150,13.602450,101.460000,6835.060000,2.805360,1.933920,34
106.669340,12.716370,101.470000,6835.060000,1.980650,1.660760,35
106.670340,13.232880,101.470000,6835.060000,1.784970,1.740200,35
106.671480,12.393000,101.470000,6835.060000,0.000000,0.000000,36
106.672470,12.268290,101.480000,6835.060000,1.954420,1.549060,36
106.673780,11.299710,101.490000,6835.060000,1.332680,0.722520,37
106.674770,11.634950,101.480000,6835.060000,1.550990,1.111190,37
106.675960,11.751740,101.480000,6835.060000,0.000000,0.000000,38
106.676960,12.022670,101.480000,6835.060000,1.704210,1.418000,38
106.678820,12.019670,101.480000,6835.060000,2.886690,1.644550,39
106.679810,11.775860,101.480000,6835.060000,1.504980,1.504980,39
106.681170,11.843380,101.470000,6835.060000,1.591630,1.230310,40
106.682160,11.874330,101.450000,6835.060000,0.774710,0.774710,40
106.683370,12.019100,101.470000,6835.060000,2.705190,2.170770,41
106.684360,12.253800,101.460000,6835.060000,0.000000,0.000000,41
106.685470,12.036070,101.460000,6835.060000,3.290670,2.522610,42
106.686460,12.129290,101.460000,6835.060000,2.826310,2.317970,42
106.687600,12.160350,101.460000,6835.060000,1.529270,0.968810,43
106.688600,12.071550,101.460000,6835.060000,1.404360,1.138900,43
106.690200,11.812080,101.480000,6835.060000,2.160970,1.786930,44
106.691180,12.273170,101.460000,6835.060000,1.771510,1.345960,44
106.692430,12.251000,101.460000,6835.060000,4.156970,2.448680,45
106.693410,12.360160,101.470000,6835.060000,0.000000,0.000000,45
106.694510,12.375360,101.450000,6835.060000,3.769470,3.662420,46
106.695510,12.429820,101.450000,6835.060000,3.500020,3.313570,46
106.696670,12.247360,101.440000,6835.060000,2.455110,1.643760,47
106.697650,12.289960,101.460000,6835.060000,1.990790,1.676380,47
106.698730,11.932190,101.470000,6835.060000,0.000000,0.000000,48
106.699720,12.005850,101.460000,6835.060000,2.466140,2.282620,48
106.701810,12.194100,101.450000,6835.060000,0.000000,0.000000,25
106.702800,12.267570,101.460000,6835.060000,2.754490,2.001660,25
106.704180,12.233490,101.460000,6835.060000,5.168000,0.778990,26
106.705160,12.811610,101.450000,6835.060000,1.157950,0.922530,26
106.706520,12.258040,101.450000,6835.060000,2.952750,1.836790,27
106.707500,12.406490,101.460000,6835.060000,2.244960,1.903470,27
106.709870,12.022930,101.460000,6835.060000,5.363800,2.313770,28
106.710860,12.385340,101.460000,6835.060000,5.381320,2.085450,28
