LI-8200,CHAMBER,LI-8200,,LI-7810,LI-7810,LI-8200
106.636230,12.172570,101.530000,6835.060000,2.448010,1.350100,19
106.637210,13.111860,101.520000,6835.060000,1.285570,1.145620,19
106.638530,13.006940,101.520000,6835.060000,0.000000,0.000000,20
106.639530,14.195230,101.520000,6835.060000,2.325680,1.903410,20
106.640910,12.671950,101.520000,6835.060000,3.841750,2.766480,21
106.641900,13.219200,101.510000,6835.060000,2.867390,2.669300,21
106.643190,13.468850,101.510000,6835.060000,3.688180,1.912640,22
106.644180,13.479660,101.500000,6835.060000,1.983600,1.983600,22
106.645530,12.642180,101.510000,6835.060000,1.575250,1.575250,23
106.646520,12.512440,101.520000,6835.060000,1.717430,1.520160,23
106.648800,13.346100,101.500000,6835.060000,2.498020,2.161570,24
106.649780,14.055020,101.490000,6835.060000,2.273400,2.132570,24
106.651190,13.699910,101.480000,6835.060000,1.951840,1.096560,29
106.652190,14.541150,101.490000,6835.060000,1.802580,1.548050,29
106.658150,13.157700,101.480000,6835.060000,1.171810,0.882830,30
106.659130,13.421480,101.480000,6835.060000,1.210050,0.992890,30
106.660270,13.217520,101.460000,6835.060000,0.926450,0.884020,31
106.661250,13.504660,101.440000,6835.060000,1.397790,0.799350,31
106.662370,12.584100,101.480000,6835.060000,1.353750,1.353750,32
106.663370,13.075520,101.470000,6835.060000,1.392970,1.207530,32
106.665020,12.776300,101.470000,6835.060000,1.443530,1.443530,33
106.666010,13.069750,101.470000,6835.060000,1.591140,1.591140,33
106.667160,13.118590,101.460000,6835.060000,2.532710,1.855740,34
106.668150,13.602450,101.460000,6835.060000,1.930180,1.930180,34
106.669340,12.716370,101.470000,6835.060000,2.096620,1.573090,35
106.670340,13.232880,101.470000,6835.060000,2.180440,1.763470,35
106.671480,12.393000,101.470000,6835.060000,0.000000,0.000000,36
106.672470,12.268290,101.480000,6835.060000,1.602080,1.549350,36
106.673780,11.299710,101.490000,6835.060000,2.560660,1.173810,37
106.674770,11.634950,101.480000,6835.060000,1.239160,1.023470,37
106.675960,11.751740,101.480000,6835.060000,0.000000,0.000000,38
106.676960,12.022670,101.480000,6835.060000,1.659150,1.476410,38
106.678820,12.019670,101.480000,6835.060000,2.430220,1.729090,39
106.679810,11.775860,101.480000,6835.060000,1.498620,1.241470,39
106.681170,11.843380,101.470000,6835.060000,1.080360,1.080360,40
106.682160,11.874330,101.450000,6835.060000,0.820370,0.790150,40
106.683370,12.019100,101.470000,6835.060000,3.105960,2.435980,41
106.684360,12.253800,101.460000,6835.060000,0.000000,0.000000,41
106.685470,12.036070,101.460000,6835.060000,2.349040,2.275900,42
106.686460,12.129290,101.460000,6835.060000,2.189780,2.189780,42
106.687600,12.160350,101.460000,6835.060000,0.989930,0.954230,43
106.688600,12.071550,101.460000,6835.060000,1.289820,0.985840,43
106.690200,11.812080,101.480000,6835.060000,1.621400,1.572770,44
106.691180,12.273170,101.460000,6835.060000,1.526240,1.465070,44
106.692430,12.251000,101.460000,6835.060000,2.344950,2.344950,45
106.693410,12.360160,101.470000,6835.060000,0.000000,0.000000,45
106.694510,12.375360,101.450000,6835.060000,3.631290,3.578540,46
106.695510,12.429820,101.450000,6835.060000,3.343740,3.343740,46
106.696670,12.247360,101.440000,6835.060000,2.295900,1.605540,47
106.697650,12.289960,101.460000,6835.060000,1.769750,1.727060,47
106.698730,11.932190,101.470000,6835.060000,0.000000,0.000000,48
106.699720,12.005850,101.460000,6835.060000,2.269740,2.269740,48
106.701810,12.194100,101.450000,6835.060000,0.000000,0.000000,25
106.702800,12.267570,101.460000,6835.060000,4.794060,2.464500,25
106.704180,12.233490,101.460000,6835.060000,1.930310,1.038170,26
106.705160,12.811610,101.450000,6835.060000,1.290320,1.121230,26
106.706520,12.258040,101.450000,6835.060000,2.391360,1.977050,27
106.707500,12.406490,101.460000,6835.060000,1.822600,1.822600,27
106.709870,12.022930,101.460000,6835.060000,3.451030,2.565440,28
106.710860,12.385340,101.460000,6835.060000,3.209830,2.387900,28
