Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2022-04-26 09:07:46	48	1	-0.425997	0.371685	0.016	0.28	18.2	60	0.150836	0.510868	0	
* 2	2022-04-26 09:09:11	48	2	-0.568202	1.3378	0.017	0.279	18.2	60	-2.32327	0.894223	0	
* 3	2022-04-26 09:11:40	47	1	0	0.180806	-0.0116	-0.146	17.98	60	0	0.475438	0	
* 4	2022-04-26 09:13:06	47	2	-0.88329	0.16582	0.028	0.368	17.5	60	0.286685	0.530251	0	
* 5	2022-04-26 09:15:36	46	1	0.886017	0.552111	-0.00181818	-0.00913636	17	59	0.014951	0.426652	0	
* 6	2022-04-26 09:17:02	46	2	0.00525466	0.0210156	0.03	0.344	16.8	60	0.00357137	0.00230802	0	
* 7	2022-04-26 09:23:21	45	1	-1.0495	-2.45914	0	0	16.3	60	0.126872	0.799864	0	
* 8	2022-04-26 09:24:47	45	2	-0.144935	0.674002	0.013	0.312	16.3	60	-0.326169	0.817617	0	
* 9	2022-04-26 09:29:13	44	1	-0.399179	-0.110235	0	0	16.2	60	0.048646	-2.41798	0	
* 10	2022-04-26 09:30:38	44	2	0.326454	1.77046	0.0326667	0.35	16	60	0.126967	0.158666	0	
* 11	2022-04-26 09:59:48	42	1	-0.332716	0.105014	0.016	0.23	16.2	60	-1.16885	-0.833478	0	
* 12	2022-04-26 10:01:13	42	2	-0.267448	0.172978	0.016	0.227	16.2	60	0.0470359	0.214441	0	
* 13	2022-04-26 10:03:21	43	1	0.376128	-0.234285	0.001	0.004	16.2	60	0.0740771	0.816466	0	
* 14	2022-04-26 10:04:46	43	2	0.913322	0.688435	0.006	0.217	16.3	60	0.331576	0.648301	0	
* 15	2022-04-26 10:06:41	41	1	-1.28195	1.20053	0.0103333	0.265	16.2333	60	0.0302585	0.104319	0	
* 16	2022-04-26 10:08:07	41	2	-0.275815	-0.177892	0.003	0.169	16.7	60	-3.80758	0.524286	0	
* 17	2022-04-26 10:10:40	38	1	0.458509	-0.0909737	-0.0004	-0.032	16.66	60	-6.89763	-2.7826	0	
* 18	2022-04-26 10:12:05	38	2	0.064093	-0.337823	0.004	0.149	17	59	0.00535522	-0.273634	0	
* 19	2022-04-26 10:14:33	40	1	-0.420903	-1.06914	0.006	0.194	17	60	0.18275	0.708104	0	
* 20	2022-04-26 10:15:59	40	2	0.927417	-0.122914	0.008	0.267	17	60	0.0406432	0.656873	0	
* 21	2022-04-26 10:18:59	39	1	-0.565643	-0.110405	0.012	0.219	16.8	60	-0.741187	0.256178	0	
* 22	2022-04-26 10:20:23	39	2	-0.0630053	-0.0823913	0.012	0.222	16.8	60	-4.05213	-4.73601	0	
* 23	2022-04-26 10:22:21	37	1	7.7025	0.0928183	0	0	16.8	60	0.0910548	-0.410489	0	
* 24	2022-04-26 10:23:46	37	2	0.0630297	-0.153961	0.011	0.298	16.7	60	-0.997634	-2.02312	0	
* 25	2022-04-26 10:26:35	33	1	0.288667	1.72228	0	0	16.7	60	0.191937	0.700612	0	
* 26	2022-04-26 10:28:00	33	2	-0.00882515	0.108052	0.01	0.332	16.5	60	-3.93743	-2.84993	0	
* 27	2022-04-26 10:29:46	35	1	0.373434	-0.0458315	0.008	0.241	16.3	60	-1.24607	0.0442982	0	
* 28	2022-04-26 10:31:11	35	2	0.161952	0.648618	0.009	0.249	16.5	59	-5.20623	0.10995	0	
* 29	2022-04-26 10:33:09	34	1	0	0	0	0	16.5	60	0	0	0	
* 30	2022-04-26 10:34:34	34	2	0	0.139652	0.01	0.273	16.5	59	0	0.100799	0	
* 31	2022-04-26 10:36:26	36	1	-0.193027	0.24911	0.011	0.276	16.5	60	-4.76801	0.806469	0	
* 32	2022-04-26 10:37:51	36	2	-0.460535	-0.215926	0.007	0.222	16.7	60	-0.0318171	0.652663	0	
* 33	2022-04-26 10:40:39	29	1	0	0	-0.0012	-0.0656	16.72	60	0	0	0	
* 34	2022-04-26 10:42:04	29	2	-0.0601248	0.639378	0.008	0.258	17.2	60	-1.366	0.483123	0	
* 35	2022-04-26 10:44:45	31	1	0.140829	-8.06283	0.01	0.300409	17.2	59	-7.31383	0.921468	0	
* 36	2022-04-26 10:46:11	31	2	0.496738	-0.101448	0.01	0.313	17.2	60	0.120734	0.326819	0	
* 37	2022-04-26 10:47:57	30	1	3.3921	0.142981	0.01	0.282	17	60	0.26181	0.633155	0	
* 38	2022-04-26 10:49:21	30	2	-0.718454	0.171283	0.01	0.284	17	60	-0.137571	0.667219	0	
* 39	2022-04-26 10:51:22	32	1	2.32054	0.0531228	0	0	17	60	-1.97752	0.0980221	0	
* 40	2022-04-26 10:52:47	32	2	0.846738	-0.167563	0.009	0.218	17	60	0.222278	0.430039	0	
* 41	2022-04-26 10:54:55	27	1	0.143648	-0.155157	0.011	0.247	17	60	-0.621194	0.565145	0	
* 42	2022-04-26 10:56:20	27	2	0.000497993	-0.0311886	0.011	0.249	17	60	-3.4191	-1.22748	0	
* 43	2022-04-26 10:59:00	25	1	0	0	0.008	0.212	17	60	0	0	0	
* 44	2022-04-26 11:00:25	25	2	0.65909	-0.180274	0.008	0.215	17	60	0.340858	0.752102	0	
* 45	2022-04-26 11:02:22	26	1	22.0245	-0.364656	0	0	17.2	60	0.0016888	0.0652024	0	
* 46	2022-04-26 11:03:47	26	2	0	0	0.012	0.308	17	60	0	0	0	
* 47	2022-04-26 11:08:04	22	1	0.481573	-0.0125971	0.003	0.041	17	60	0.126414	0.00754101	0	
* 48	2022-04-26 11:09:30	22	2	1.594	-0.32368	0.01	0.285	17	60	-0.463574	-1.02443	0	
* 49	2022-04-26 11:11:48	23	1	0.708047	0.102711	0.008	0.232	17.2	60	0.533539	-4.72497	0	
* 50	2022-04-26 11:13:13	23	2	0.105201	-0.282404	0.008	0.232	17	60	-14.8999	-1.88704	0	
* 51	2022-04-26 11:15:12	21	1	-0.298187	0.0484568	0	0	17.2	60	0.152216	-4.70041	0	
* 52	2022-04-26 11:16:38	21	2	0.46382	-0.205309	0.008	0.267667	17.2	60	0.169864	-0.222389	0	
* 53	2022-04-26 11:18:30	24	1	0.418441	-0.113439	0.008	0.269	17.2	60	0.346146	-0.216541	0	
* 54	2022-04-26 11:19:55	24	2	-0.00377714	-0.0903965	0.008	0.27	17.3	60	0.000305525	-0.138894	0	
* 55	2022-04-26 11:22:06	20	1	-0.0117443	-0.316131	0.009	0.258	17.3	60	-0.159643	0.375964	0	
* 56	2022-04-26 11:23:32	20	2	3.7616	-0.263425	0.01	0.274	17.3	60	0.852565	0.755382	0	
* 57	2022-04-26 11:25:31	19	1	0.141367	-0.110573	0.011	0.282	17.3	59	-1.53061	0.535815	0	
* 58	2022-04-26 11:26:57	19	2	0.439123	-0.415014	0.015	0.238	17.5	60	0.416321	0.203089	0	
* 59	2022-04-26 11:30:31	18	1	0.500827	-0.0625062	0.008	0.26	17.5	60	0.121377	0.129508	0	
* 60	2022-04-26 11:31:56	18	2	-0.510338	0.780202	0.008	0.265	17.7	60	-0.0124355	0.878364	0	
* 61	2022-04-26 11:33:53	17	1	1.50165	-0.0506364	0.01	0.272	17.5	60	0.289259	-0.626583	0	
* 62	2022-04-26 11:35:18	17	2	-0.424781	0.0248066	0.01	0.277	17.5	60	-5.12021	-3.80816	0	
* 63	2022-04-26 11:40:13	16	1	-0.00302575	0.0466996	0.021	0.366	17.5	60	-0.0640921	-5.85951	0	
* 64	2022-04-26 11:41:38	16	2	0	0	0.022	0.365333	17.5667	60	0	0	0	
* 65	2022-04-26 11:43:43	14	1	-0.0259907	1.20573	0.022	0.368	17.3	60	0.00237311	0.58434	0	
* 66	2022-04-26 11:47:42	15	1	0.499739	-0.121578	0.0092	0.1584	17.3	60	0.493643	-2.00301	0	
* 67	2022-04-26 11:49:07	15	2	6.49587	0.0963042	0.007	0.143	17.3	60	0.163654	-8.2404	0	
* 68	2022-04-26 11:51:50	14	1	0	0	0.022	0.35	17.3	59	0	0	0	
* 69	2022-04-26 11:53:16	14	2	0.0744481	0.90562	0.022	0.352	17.3	60	-2.24897	0.0371063	0	
* 70	2022-04-26 11:55:40	13	1	2.22064	-0.191812	-0.0048	-0.096	17.5	60	0.450042	0.538944	0	
* 71	2022-04-26 11:57:06	13	2	-0.411807	-0.0730147	0.012	0.244	17.5	60	0.347777	-4.54487	0	
* 72	2022-04-26 11:59:32	10	1	-0.698554	0.205371	0	0	17.7	59	0.433528	0.783575	0	
* 73	2022-04-26 12:00:58	10	2	0.889502	-0.210878	0.013	0.23	17.9	60	0.657223	0.778124	0	
* 74	2022-04-26 12:03:01	12	1	0	0.217991	0.012	0.27	17.9	60	0	0.505592	0	
* 75	2022-04-26 12:04:26	12	2	-0.123839	-0.179079	0.013	0.272	17.9	60	0.0801995	0.608938	0	
* 76	2022-04-26 12:06:15	9	1	-0.170296	-0.055299	0.001	0	18	59	-1.30921	-2.22929	0	
* 77	2022-04-26 12:07:41	9	2	0.451171	-0.469537	0.0156667	0.292	18	60	0.198634	0.216106	0	
* 78	2022-04-26 12:09:32	11	1	-0.0462696	-0.0516047	0.016	0.294	18	60	0.0158615	0.00817003	0	
* 79	2022-04-26 12:10:57	11	2	0.936905	-1.03481	0.015	0.296	18	59	0.230386	0.000921269	0	
* 80	2022-04-26 12:13:14	8	1	-0.15875	-0.143335	0.001	0.004	18	60	-0.215636	-0.41762	0	
* 81	2022-04-26 12:14:40	8	2	-1.09707	-0.202743	0.005	0.1774	18	60	0.40553	0.288744	0	
* 82	2022-04-26 12:16:36	7	1	0.963763	-0.0382122	0	0	18	60	0.315727	0.127651	0	
* 83	2022-04-26 12:18:01	7	2	0.53112	-0.242751	0.005	0.21	18.4	60	0.523539	-3.72109	0	
* 84	2022-04-26 12:19:40	6	1	1.68106	-0.110451	0.0042	0.2054	18.32	60	0.883607	0.311108	0	
* 85	2022-04-26 12:21:05	6	2	0	0	0.006	0.23	18.6	60	0	0	0	
* 86	2022-04-26 12:22:52	5	1	0.45186	-0.160228	0.005	0.179	18.8	59	0.240061	0.335451	0	
* 87	2022-04-26 12:24:18	5	2	0.730816	-0.397148	0.006	0.18	18.8	60	0.441405	0.868237	0	
* 88	2022-04-26 12:26:19	1	1	-0.838483	-0.918214	0.001	0.009	18.8	60	-3.25053	0.174042	0	
* 89	2022-04-26 12:27:45	1	2	-0.339841	0.211323	0.01	0.2004	18.8	60	-1.84171	0.5961	0	
* 90	2022-04-26 12:29:37	3	1	3.03042	-0.359543	0.0104545	0.204864	18.7773	59	0.779331	0.482016	0	
* 91	2022-04-26 12:31:03	3	2	-0.77015	0.245313	0.008	0.183	18.9	60	0.410654	0.550279	0	
* 92	2022-04-26 12:33:03	2	1	0.0066305	-0.0314067	0.011	0.206	19.1	60	-0.267864	-1.59401	0	
* 93	2022-04-26 12:34:28	2	2	-0.201276	-0.301054	0.011	0.216	19.3	60	0.0931666	-2.62751	0	
* 94	2022-04-26 12:36:45	4	1	0.921483	-0.158176	0.008	0.1944	19.3	60	0.681328	-3.30349	0	
* 95	2022-04-26 12:38:11	4	2	-0.118095	-0.119414	0.006	0.182	19.3	60	-3.10377	-2.1889	0	
