Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2022-06-21 10:11:45	2	1	28.0155	-11.4064	0.014	0.262	20.3	60	0.998287	0.984165	0	
* 2	2022-06-21 10:13:11	2	2	12.4464	-2.85298	0.014	0.262	20.3	60	0.995263	0.465727	0	
* 3	2022-06-21 10:20:23	3	1	26.7944	-4.98681	0.015	0.314	19.9	60	0.993916	0.994762	0	
* 4	2022-06-21 10:21:48	3	2	9.38054	-1.471	0.015	0.314	19.9	59	0.993713	0.912596	0	
* 5	2022-06-21 10:25:31	4	1	18.5098	-2.35298	0.011	0.281	19.9	60	0.993282	-2.00762	0	
* 6	2022-06-21 10:26:56	4	2	7.64943	-1.59596	0.011	0.281	19.9	60	0.992865	0.111816	0	
* 7	2022-06-21 10:31:11	1	1	30.3596	-5.12971	0.017	0.294	19.7	60	0.996275	0.995205	0	
* 8	2022-06-21 10:32:37	1	2	8.24803	-1.39907	0.017	0.295	19.9	60	0.802067	0.832814	0	
* 9	2022-06-21 10:36:35	5	1	18.7898	-3.97493	0.003	0.058	19.9	60	0.99755	0.88411	0	
* 10	2022-06-21 10:38:00	5	2	10.2374	-2.88211	0.01	0.225	19.9	59	0.997897	0.574393	0	
* 11	2022-06-21 10:41:32	6	1	7.2073	-2.31769	0.014	0.289	20.1	60	0.811131	0.687083	0	
* 12	2022-06-21 10:42:57	6	2	7.52448	-2.29875	0.015	0.286	20.1	60	0.996147	0.582358	0	
* 13	2022-06-21 10:45:20	7	1	20.7223	-2.47378	0.016	0.284	19.9	60	0.992716	-0.16139	0	
* 14	2022-06-21 10:46:46	7	2	8.14774	-1.47632	0.016	0.284	19.9	60	0.993883	0.928686	0	
* 15	2022-06-21 10:49:14	8	1	17.2145	-3.37826	0.012	0.263	19.9	60	0.99238	0.60871	0	
* 16	2022-06-21 10:50:40	8	2	10.8842	-2.76036	0.012	0.261	19.9	60	0.99662	0.943272	0	
* 17	2022-06-21 10:55:07	10	1	14.1822	-0.408672	-0.0046	-0.0244	19.9	60	0.994898	0.641763	0	
* 18	2022-06-21 10:56:32	10	2	0	0	0.041	0.413	19.9	60	0	0	0	
* 19	2022-06-21 10:58:33	12	1	7.07694	-0.208677	0.035	0.385	20.1	60	0.974648	0.810508	0	
* 20	2022-06-21 10:59:59	12	2	4.02116	-0.224984	0.035	0.385	20.1	59	0.992057	0.816283	0	
* 21	2022-06-21 11:02:27	9	1	18.1645	-1.46008	0.036	0.36	20.3	60	0.992346	0.477539	0	
* 22	2022-06-21 11:03:52	9	2	9.78284	-1.03251	0.036	0.36	20.5	60	0.998717	0.8578	0	
* 23	2022-06-21 11:06:45	11	1	4.86568	-0.269506	0.001	0	20.5	59	0.993196	-4.1399	0	
* 24	2022-06-21 11:08:10	11	2	3.24754	-0.265788	0.045	0.461	20.7	59	0.988626	0.574697	0	
* 25	2022-06-21 11:11:54	13	1	35.1453	-1.95231	0.001	0	20.5	59	0.956361	-0.272646	0	
* 26	2022-06-21 11:13:20	13	2	10.4346	-1.31692	0.027	0.296	20.7	60	0.995421	0.986495	0	
* 27	2022-06-21 11:16:01	14	1	24.2359	1.32777	0	0	20.7	60	0.999166	0.980055	0	
* 28	2022-06-21 11:17:26	14	2	13.2039	0.922603	0.041	0.396	20.7	60	0.998327	0.813944	0	
* 29	2022-06-21 11:19:44	15	1	19.4756	-1.34241	0	0	20.7	60	0.998711	0.48221	0	
* 30	2022-06-21 11:21:09	15	2	0	0	0.0442667	0.406733	20.9	60	0	0	0	
* 31	2022-06-21 11:24:09	16	1	0	0	0.0108667	0.0986667	20.9533	60	0	0	0	
* 32	2022-06-21 11:25:34	16	2	0	0	0.038	0.372	21.1	59	0	0	0	
* 33	2022-06-21 11:32:34	17	1	26.8461	-1.59124	0.022	0.348	21.1	60	0.997924	0.722547	0	
* 34	2022-06-21 11:33:59	17	2	12.2241	-1.23863	0.022	0.348	21.1	59	0.998113	0.994165	0	
* 35	2022-06-21 11:36:55	18	1	50.2127	-7.72759	0.003	0.037	21.1	60	0.997151	0.996142	0	
* 36	2022-06-21 11:38:20	18	2	13.6984	-1.47829	0.011	0.224	21.3	60	0.998161	0.984447	0	
* 37	2022-06-21 11:41:32	19	1	9.9798	-1.82533	0.02	0.327	21.1	60	0.989199	0.965937	0	
* 38	2022-06-21 11:42:57	19	2	6.93061	-0.403829	0.02	0.33	21.1	59	0.993787	-8.48939	0	
* 39	2022-06-21 11:51:10	20	1	16.6865	-1.04012	0.02	0.3294	20.9	60	0.995088	0.661648	0	
* 40	2022-06-21 11:52:35	20	2	4.0052	-0.244485	0.02	0.33	20.9	60	0.993451	0.908655	0	
* 41	2022-06-21 11:56:29	21	1	45.6899	-5.37047	0.014	0.28	20.9	59	0.99456	0.995383	0	
* 42	2022-06-21 11:57:55	21	2	13.6857	-1.43063	0.014	0.28	20.9	60	0.995389	0.918771	0	
* 43	2022-06-21 12:00:43	24	1	28.0909	-1.10807	0.027	0.421	20.7	59	0.997426	0.981808	0	
* 44	2022-06-21 12:02:08	24	2	8.6651	-0.435763	0.027	0.421	20.7	59	0.997856	-0.0804879	0	
* 45	2022-06-21 12:04:48	23	1	24.5482	-3.2479	0.029	0.405	20.7	60	0.997475	0.992659	0	
* 46	2022-06-21 12:06:14	23	2	0	0	0.029	0.405	20.7	60	0	0	0	
* 47	2022-06-21 12:08:31	22	1	21.1746	-3.18362	0.029	0.385	20.7	60	0.997786	0.994754	0	
* 48	2022-06-21 12:09:56	22	2	10.7206	-0.826885	0.029	0.385	20.7	60	0.997819	-0.757946	0	
* 49	2022-06-21 12:13:20	28	1	15.9422	-0.893924	0.031	0.389	20.7	59	0.996613	-0.211146	0	
* 50	2022-06-21 12:14:45	28	2	9.48893	-0.876605	0.031	0.389	20.7	59	0.98673	0.965746	0	
* 51	2022-06-21 12:17:31	26	1	22.9532	-0.761649	0.027	0.363	20.7	60	0.995099	0.973019	0	
* 52	2022-06-21 12:18:56	26	2	8.77863	-0.592471	0.028	0.362	20.7	59	0.997185	0.964272	0	
* 53	2022-06-21 12:21:48	25	1	21.4557	-1.50168	0.01	0.181	20.7	59	0.998576	-7.06657	0	
* 54	2022-06-21 12:23:13	25	2	8.41641	-3.87017	0.033	0.43	20.7	59	0.997595	0.746472	0	
* 55	2022-06-21 12:26:56	27	1	18.257	-13.927	0.036	0.427	20.9	59	0.99656	0.996554	0	
* 56	2022-06-21 12:28:21	27	2	6.082	-7.19728	0.035	0.431	20.9	59	0.996249	0.607098	0	
* 57	2022-06-21 12:32:11	30	1	22.5374	-1.66715	0.026	0.39	20.7	59	0.996229	0.977459	0	
* 58	2022-06-21 12:33:37	30	2	6.40203	-0.286016	0.026	0.393	20.7	60	0.997699	0.776838	0	
* 59	2022-06-21 12:36:07	31	1	6.12005	-0.370949	-0.0044	-0.0676	20.7	60	0.988016	-60.8618	0	
* 60	2022-06-21 12:37:33	31	2	2.98886	0.164777	0.022	0.34	20.5	60	0.987144	-22.3213	0	
* 61	2022-06-21 12:40:45	29	1	0	0	0.001	0.007	20.5	60	0	0	0	
* 62	2022-06-21 12:42:10	29	2	0	0	0.03	0.419	20.5	60	0	0	0	
* 63	2022-06-21 12:47:09	36	1	17.5136	-1.03815	0.00633333	0.0922667	20.7	60	0.996824	0.772488	0	
* 64	2022-06-21 12:48:34	36	2	8.38974	-0.77446	0.02	0.316	20.7	59	0.996653	0.743208	0	
* 65	2022-06-21 12:52:13	32	1	33.4664	-0.248615	0.016	0.334	20.7	60	0.993045	-1.77955	0	
* 66	2022-06-21 12:53:39	32	2	8.30194	-0.266032	0.016	0.334	20.7	60	0.993075	0.173798	0	
* 67	2022-06-21 12:58:12	33	1	35.0849	-1.63122	0.026	0.364	20.7	60	0.993795	0.976324	0	
* 68	2022-06-21 12:59:37	33	2	7.84612	-0.429166	0.026	0.364	20.7	59	0.998071	0.897818	0	
* 69	2022-06-21 13:02:57	34	1	31.632	-0.595673	0.002	0.051	20.7	60	0.99098	-11.4476	0	
* 70	2022-06-21 13:04:23	34	2	9.13846	-0.51706	0.03	0.385	20.7	59	0.99393	0.939568	0	
* 71	2022-06-21 13:06:29	35	1	14.2429	-0.847663	0.032	0.389	20.7	59	0.998589	0.809607	0	
* 72	2022-06-21 13:07:56	35	2	6.95803	-0.711137	0.032	0.389	20.7	60	0.9975	0.665305	0	
* 73	2022-06-21 13:10:47	37	1	55.5746	-4.77381	0.003	0.06	20.7	59	0.997863	0.994084	0	
* 74	2022-06-21 13:12:13	37	2	11.502	-11.4574	0.014	0.23	20.7	60	0.998623	0.0594503	0	
* 75	2022-06-21 13:15:11	39	1	13.1314	-0.190702	0.035	0.449	20.7	60	0.981761	0.73794	0	
* 76	2022-06-21 13:16:37	39	2	3.7005	-0.206765	0.035	0.449	20.7	60	0.98855	-3.0842	0	
* 77	2022-06-21 13:19:03	38	1	25.3389	-1.9676	-0.00433333	-0.0596667	20.7	60	0.997106	0.989463	0	
* 78	2022-06-21 13:20:28	38	2	7.548	-0.567817	0.025	0.429	20.7	59	0.997349	0.915406	0	
* 79	2022-06-21 13:23:20	40	1	18.8907	-2.45238	0.031	0.425	20.5	60	0.997421	0.858572	0	
* 80	2022-06-21 13:24:46	40	2	9.01059	-0.662821	0.031	0.425	20.7	60	0.995208	0.933481	0	
* 81	2022-06-21 13:28:33	43	1	15.5046	-0.787982	0.029	0.371	20.9	60	0.993202	0.225015	0	
* 82	2022-06-21 13:29:58	43	2	7.12989	-0.627392	0.03	0.368	20.9	59	0.995485	0.983651	0	
* 83	2022-06-21 13:32:33	44	1	9.04047	-0.435188	0.038	0.436	20.9	60	0.991104	-4.88261	0	
* 84	2022-06-21 13:33:58	44	2	5.23163	-0.332333	0.038	0.436	21.1	60	0.748761	0.180388	0	
* 85	2022-06-21 13:36:56	42	1	12.3976	-1.04545	0.007	0.153	21.5	60	0.995948	-7.67336	0	
* 86	2022-06-21 13:38:22	42	2	6.71036	-1.0151	0.035	0.424	21.7	60	0.953058	0.301764	0	
* 87	2022-06-21 13:41:49	41	1	15.5514	-0.390651	0.002	0.003	21.9	60	0.989359	-29.5262	0	
* 88	2022-06-21 13:43:14	41	2	6.22562	-0.268364	0.042	0.459	21.7	60	-0.153126	-5.72358	0	
* 89	2022-06-21 13:47:17	45	1	21.3647	-0.333202	0.035	0.412	21.7	60	0.996488	0.886615	0	
* 90	2022-06-21 13:48:42	45	2	7.49001	-0.213831	0.035	0.412	21.7	60	0.989257	0.243801	0	
* 91	2022-06-21 13:52:28	46	1	22.2163	-2.16894	0.026	0.329	21.7	59	0.99932	0.792348	0	
* 92	2022-06-21 13:53:54	46	2	0	0	0.026	0.329	21.5	60	0	0	0	
* 93	2022-06-21 13:55:59	48	1	14.6486	-1.75008	0.006	0.102	21.5	60	0.987157	0.981547	0	
* 94	2022-06-21 13:57:25	48	2	5.13188	-0.499519	0.03	0.395	21.5	60	0.994105	0.245505	0	
* 95	2022-06-21 14:00:16	47	1	19.6249	-2.75341	0.031	0.387	21.7	60	0.996926	0.987676	0	
* 96	2022-06-21 14:01:41	47	2	7.79529	-1.19541	0.031	0.387	21.7	60	0.997271	0.995345	0	
