Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2022-07-28 13:37:41	4	1	27.7961	-3.14473	0	0	32.4	59	0.990382	0.987806	0	
* 2	2022-07-28 13:39:07	4	2	14.5523	-1.36943	0.001	0.033	31.7	60	0.997575	0.959447	0	
* 3	2022-07-28 13:45:44	2	1	30.5947	-3.34447	0	0	30.1	60	0.997932	-1.34693	0	
* 4	2022-07-28 13:47:09	2	2	13.7439	-2.04486	0.018	0.251	30.1	59	0.35417	0.995362	0	
* 5	2022-07-28 13:49:25	3	1	33.6436	-2.81692	0.014	0.21	29.8	60	0.996102	0.995412	0	
* 6	2022-07-28 13:50:50	3	2	12.771	-1.02224	0.007	0.227364	29.5	59	0.998372	0.989024	0	
* 7	2022-07-28 13:53:01	1	1	25.6335	-2.21213	0.029	0.369	29.2	59	0.992275	0.993738	0	
* 8	2022-07-28 13:54:27	1	2	13.2753	-0.976201	0.029	0.372	28.9	60	0.993512	0.972812	0	
* 9	2022-07-28 13:56:41	5	1	33.3521	-2.51229	0.002	0.021	28.6	60	0.995947	0.636369	0	
* 10	2022-07-28 13:58:06	5	2	0	0	0.013	0.278	28.6	60	0	0	0	
* 11	2022-07-28 14:00:10	6	1	22.3221	-1.83793	0.019	0.324	28.3	60	0.998328	0.0690131	0	
* 12	2022-07-28 14:01:35	6	2	12.9297	-1.46588	0.019	0.326	28.3	60	0.999076	0.949155	0	
* 13	2022-07-28 14:03:10	7	1	16.6595	-1.17274	0.018	0.316	28	59	0.997351	0.200303	0	
* 14	2022-07-28 14:04:35	7	2	9.52644	-0.930327	0.018	0.32	28	60	0.997997	0.875748	0	
* 15	2022-07-28 14:06:28	8	1	19.4182	-4.30956	0.002	0.03	28	60	0.998888	0.998967	0	
* 16	2022-07-28 14:07:53	8	2	0	0	0.012	0.2308	28.04	60	0	0	0	
* 17	2022-07-28 14:10:43	10	1	23.6909	-0.407396	0	0	28	59	0.997322	0.958955	0	
* 18	2022-07-28 14:12:08	10	2	11.1743	-0.464433	0.064	0.453	28	59	0.99132	0.50026	0	
* 19	2022-07-28 14:13:55	12	1	10.746	-0.148567	0.0531818	0.437318	28	59	0.997263	0.593062	0	
* 20	2022-07-28 14:15:21	12	2	6.58468	-0.173455	0.039	0.413	28	60	0.997304	0.221671	0	
* 21	2022-07-28 14:17:08	9	1	47.2866	-2.54371	0.032	0.317	28	60	0.998415	0.995463	0	
* 22	2022-07-28 14:18:32	9	2	16.5502	-1.21465	0.033	0.311	28	59	0.997571	0.639746	0	
* 23	2022-07-28 14:20:17	11	1	12.8455	0.0470796	0.038	0.396	28.3	59	0.981388	-2.75164	0	
* 24	2022-07-28 14:21:43	11	2	5.91107	-0.0531365	0.051	0.461	28	60	0.995723	0.366494	0	
* 25	2022-07-28 14:24:14	13	1	32.1672	-5.05386	0.035	0.378	28	60	0.989502	0.979127	0	
* 26	2022-07-28 14:25:39	13	2	16.291	-8.57322	0.035	0.378	28	59	0.995858	0.233654	0	
* 27	2022-07-28 14:31:07	14	1	34.2564	-1.34134	0.03	0.287	28	60	0.998556	0.776586	0	
* 28	2022-07-28 14:32:32	14	2	20.9988	-1.15737	0.03	0.288	28	59	0.997822	0.987468	0	
* 29	2022-07-28 14:34:43	15	1	59.0325	-2.13343	0.002	0.029	28.3	59	0.997207	0.983429	0	
* 30	2022-07-28 14:36:09	15	2	15.8823	-0.414056	0.054	0.468	28.3	59	0.998292	0.927828	0	
* 31	2022-07-28 14:37:49	16	1	26.7441	-0.723529	0.0560909	0.469909	28.3	59	0.992605	0.943785	0	
* 32	2022-07-28 14:39:14	16	2	9.18211	-0.239898	0.05	0.451	28.3	59	0.996142	0.68103	0	
* 33	2022-07-28 14:45:06	17	1	23.9602	-0.962474	0.033	0.37	28.3	60	0.998043	0.444329	0	
* 34	2022-07-28 14:46:31	17	2	14.1094	-0.855006	0.033	0.37	28.3	60	0.998679	0.990944	0	
* 35	2022-07-28 14:48:39	18	1	30.3466	-1.5723	0.004	0.061	28.3	60	0.996202	-0.0631689	0	
* 36	2022-07-28 14:50:04	18	2	16.2848	-1.27138	0.037	0.391	28	60	0.998613	0.908321	0	
* 37	2022-07-28 14:52:06	20	1	25.0815	-0.552192	0.038	0.443	28	59	0.987186	0.775564	0	
* 38	2022-07-28 14:53:32	20	2	0	0	0.038	0.446	28	59	0	0	0	
* 39	2022-07-28 14:55:50	19	1	19.5215	-0.710491	-0.00436364	0.0109091	27.8	59	0.999039	0.925199	0	
* 40	2022-07-28 14:57:16	19	2	10.9641	-0.196597	0.043	0.44	27.8	60	0.998168	-0.225871	0	
* 41	2022-07-28 14:59:30	21	1	36.6324	-3.14364	0.009	0.158	27.5	59	0.997281	0.936174	0	
* 42	2022-07-28 15:00:56	21	2	15.7788	-1.546	0.028	0.3528	27.5	60	0.99723	-2.55948	0	
* 43	2022-07-28 15:03:44	24	1	17.5685	1.81411	0.005	0.072	27.5	59	0.998401	0.829935	0	
* 44	2022-07-28 15:05:09	24	2	9.23469	-0.167767	0.028	0.38	27.5	59	0.998006	0.51455	0	
* 45	2022-07-28 15:07:24	22	1	31.7448	-65.2086	0.004	0.074	27.5	59	0.996993	0.833742	0	
* 46	2022-07-28 15:08:50	22	2	15.2427	-0.574953	0.034	0.365	27.5	60	0.99866	-3.31646	0	
* 47	2022-07-28 15:10:37	23	1	38.8636	-0.424751	0.034	0.365	27.2	60	0.99494	0.469184	0	
* 48	2022-07-28 15:12:01	23	2	0	0	0.038	0.425	27.2	59	0	0	0	
* 49	2022-07-28 15:14:35	26	1	26.7102	6.1223	0.013	0.208	27.2	60	0.997192	0.186607	0	
* 50	2022-07-28 15:15:58	26	2	8.19338	-13.4117	0.043	0.441	27.2	60	0.954652	-54.1114	0	
* 51	2022-07-28 15:18:01	28	1	36.133	-74.5683	0.053	0.425	27.2	59	0.98281	0.903986	0	
* 52	2022-07-28 15:19:26	28	2	18.223	-0.606857	0.052	0.429	27.2	59	0.997215	-132.366	0	
* 53	2022-07-28 15:22:07	25	1	28.5967	-2.26337	0.046	0.437	27.5	60	0.998826	-214.731	0	
* 54	2022-07-28 15:23:32	25	2	13.5519	0.320883	0.047	0.439	27.2	60	0.998794	0.946127	0	
* 55	2022-07-28 15:25:54	27	1	11.7463	1.74251	0.00854545	0.078	27.1455	59	0.99258	0.964968	0	
* 56	2022-07-28 15:27:20	27	2	11.259	7.58738	0.046	0.433	26.9	60	0.992278	0.949016	0	
* 57	2022-07-28 15:47:56	31	1	8.986	0.325045	0.043	0.451	27.1045	59	0.988253	-26.4379	0	
* 58	2022-07-28 15:49:22	31	2	4.58635	-0.115635	0.043	0.451	26.9	59	0.994168	0.355174	0	
* 59	2022-07-28 15:54:46	30	1	12.3099	8.44996	0.042	0.434	26.9	60	0.99403	0.857359	0	
* 60	2022-07-28 15:56:11	30	2	10.2978	-0.0706569	0.043	0.434	26.9	60	0.994943	-0.0733638	0	
* 61	2022-07-28 15:57:54	29	1	14.912	-0.202733	0.0435455	0.437091	26.9	59	0.987722	-73.9449	0	
* 62	2022-07-28 15:59:19	29	2	0	0	0.045	0.455	26.9	59	0	0	0	
* 63	2022-07-28 16:01:47	32	1	13.3545	-1.74418	-0.00272727	-0.0441818	26.8591	59	0.99525	0.94535	0	
* 64	2022-07-28 16:03:13	32	2	9.91676	-0.343502	0.02	0.326	27.2	60	0.997605	0.334304	0	
* 65	2022-07-28 16:05:48	36	1	9.70932	-0.590265	-0.00681818	-0.0863636	27.5	59	-0.292018	-0.371629	0	
* 66	2022-07-28 16:07:13	36	2	10.0005	-0.423799	0.031	0.38	27.5	59	0.980015	-11.9112	0	
* 67	2022-07-28 16:09:11	35	1	16.4374	-0.387118	0.032	0.367	27.2	60	0.993329	-1.38719	0	
* 68	2022-07-28 16:10:36	35	2	12.9367	-0.459893	0.032	0.367	27.5	59	0.991137	0.9253	0	
* 69	2022-07-28 16:12:14	34	1	23.1736	-0.332026	0.037	0.415	27.5	59	0.99535	-2.96126	0	
* 70	2022-07-28 16:13:39	34	2	11.0486	-0.267112	0.037	0.418	27.5	59	0.998094	-5.10338	0	
* 71	2022-07-28 16:15:36	33	1	24.2559	-0.835065	0.002	0.013	27.5	59	0.996218	0.885572	0	
* 72	2022-07-28 16:17:01	33	2	10.4582	-0.147944	0.037	0.437	27.5	59	0.994852	-3.42742	0	
* 73	2022-07-28 16:19:12	37	1	47.7723	-1.85063	0.049	0.492	27.5	60	0.998227	0.989757	0	
* 74	2022-07-28 16:20:37	37	2	16.1419	-0.460382	0.049	0.493	27.5	59	0.998204	0.924567	0	
* 75	2022-07-28 16:22:46	39	1	8.36288	-0.18833	0.007	0.138	27.2	59	0.99407	-1.47976	0	
* 76	2022-07-28 16:24:11	39	2	5.31108	-0.173058	0.051	0.501	27.2	59	0.995073	0.83714	0	
* 77	2022-07-28 16:25:51	38	1	16.3629	-0.337185	0.0539545	0.5185	27.2	59	0.995638	-2.29082	0	
* 78	2022-07-28 16:27:16	38	2	0	0	0.038	0.423	27.2	59	0	0	0	
* 79	2022-07-28 16:29:04	40	1	19.6981	-0.287897	0.037	0.446	27.2	60	0.986691	0.204902	0	
* 80	2022-07-28 16:30:28	40	2	9.89583	-0.276201	0.037	0.446	27.2	59	0.997045	0.895041	0	
* 81	2022-07-28 16:32:49	43	1	17.5178	-1.06908	-0.00736364	-0.0998182	27.2	59	0.994509	0.983776	0	
* 82	2022-07-28 16:34:14	43	2	8.62759	-0.378841	0.028	0.365	27.2	59	0.997976	0.876815	0	
* 83	2022-07-28 16:36:24	44	1	10.8625	-0.25896	0.001	0.012	27.2	59	0.996157	0.485116	0	
* 84	2022-07-28 16:37:49	44	2	6.82291	-0.256042	0.051	0.495	27.2	60	0.996529	-6.78542	0	
* 85	2022-07-28 16:39:30	42	1	12.1712	-0.823663	0.002	0.018	27.2	59	0.997897	-0.0807157	0	
* 86	2022-07-28 16:40:55	42	2	8.48818	-0.715222	0.0234091	0.305591	27.2	59	0.12811	0.986654	0	
* 87	2022-07-28 16:42:48	41	1	7.62275	-0.159132	0.0176	0.2612	27.2	60	0.995969	0.64453	0	
* 88	2022-07-28 16:44:13	41	2	6.81257	-0.118106	0.055	0.516	27.2	60	0.993035	-0.54311	0	
* 89	2022-07-28 16:46:37	45	1	24.0614	-1.32526	0.002	0.035	27.2	60	0.994466	0.916273	0	
* 90	2022-07-28 16:48:01	45	2	7.24745	-0.202073	0.044	0.49	27.2	59	0.998163	0.624058	0	
* 91	2022-07-28 16:50:08	46	1	38.6204	-4.11147	0.041	0.392	26.9	59	0.996721	0.994012	0	
* 92	2022-07-28 16:51:33	46	2	19.6253	-1.97744	0.041	0.392	26.9	59	0.999232	0.722247	0	
* 93	2022-07-28 16:53:41	48	1	14.4187	-0.305537	0.003	0.05	26.9	60	0.991831	-14.4439	0	
* 94	2022-07-28 16:55:06	48	2	5.8048	-0.321972	0.033	0.396	27.2	59	0.992401	0.588793	0	
* 95	2022-07-28 16:56:48	47	1	27.6487	-0.758688	0.0323182	0.386	27.2	59	0.994623	0.372906	0	
* 96	2022-07-28 16:58:13	47	2	11.8298	-0.651172	0.036	0.44	27.2	59	0.99522	0.971135	0	
