Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-04-30 10:02:39	4	1	4.27128	-9.75719	0.012	0.302	21.7	59	0.922941	0.528998	16	
* 2	2021-04-30 10:04:04	4	2	10.9594	15.9074	0.012	0.302	21.5	59	0.996143	0.899028	16	
* 3	2021-04-30 10:06:11	2	1	5.79552	-19.3082	0	0	20.9	59	0.632245	0.915259	80	
* 4	2021-04-30 10:07:36	2	2	2.59855	-33.3304	0.019	0.304	21.1	59	0.383129	0.993549	80	
* 5	2021-04-30 10:10:12	3	1	72.1658	471.564	0	0	20.9	59	0.171119	0.752065	112	
* 6	2021-04-30 10:11:38	3	2	-0.0442252	-31.0032	0.005	0.146	20.9	59	0.0018422	-0.579271	16	
* 7	2021-04-30 10:13:43	1	1	-2.34798	-21.9929	0	0	20.7	59	-0.620439	-0.246043	16	
* 8	2021-04-30 10:15:08	1	2	8.50857	-1.65878	0.011	0.216	20.7	59	0.821466	0.868907	8	
* 9	2021-04-30 10:17:47	5	1	7.079	-1.3202	0.004	0.123	20.3	59	0.181998	0.947371	0	
* 10	2021-04-30 10:19:12	5	2	19.4472	-2.72671	0.004	0.125	20.3	59	0.78939	0.885492	0	
* 11	2021-04-30 10:23:37	8	1	7.13604	-1.88235	0.009	0.26	19.7	59	0.675579	0.759596	0	
* 12	2021-04-30 10:25:02	8	2	9.41696	-2.34349	0.009	0.262	19.7	59	0.772921	0.773889	0	
* 13	2021-04-30 10:27:10	6	1	9.43725	-0.782413	0.009	0.264	19.5	59	0.102002	-0.147253	0	
* 14	2021-04-30 10:28:36	6	2	14.4486	-1.02362	0.015	0.341	19.5	59	0.668908	0.823234	0	
* 15	2021-04-30 10:30:32	7	1	3.25694	-0.727279	0.005	0.19	19.5	59	0.789717	0.622653	0	
* 16	2021-04-30 10:31:58	7	2	5.96761	-1.21951	0.005	0.192	19.5	60	0.690599	0.875909	0	
* 17	2021-04-30 10:37:18	10	1	4.19881	-0.218593	-0.0075	-0.0925	19.1	59	0.486799	0.605818	0	
* 18	2021-04-30 10:38:43	10	2	6.15924	-0.346941	0.033	0.407	19.1	59	0.918212	0.822805	0	
* 19	2021-04-30 10:41:14	9	1	6.27205	-0.607199	0.0335455	0.417636	19.2727	59	0.847695	0.865407	0	
* 20	2021-04-30 10:42:40	9	2	8.82536	-0.874547	0.029	0.357	19.5	59	0.894155	0.869599	0	
* 21	2021-04-30 10:44:30	12	1	3.32357	-0.241966	0.027	0.418	19.5	59	0.709547	0.779033	0	
* 22	2021-04-30 10:45:55	12	2	3.81976	-0.277677	0.027	0.421	19.5	59	0.814238	0.790487	0	
* 23	2021-04-30 10:48:03	11	1	3.08161	-0.339939	0	0	19.5	59	0.79202	0.884808	0	
* 24	2021-04-30 10:49:29	11	2	3.97371	-0.414627	0.028	0.379	19.5	59	0.764454	0.95277	0	
* 25	2021-04-30 10:51:44	13	1	0	0	0	0	19.5	59	0	0	0	
* 26	2021-04-30 10:53:09	13	2	6.96592	-1.1832	0.029	0.361	19.5	59	0.461191	0.418117	0	
* 27	2021-04-30 10:55:57	14	1	2.37892	-0.204654	0	0	19.7	59	0.705947	0.875903	0	
* 28	2021-04-30 10:57:22	14	2	4.18912	-0.379644	0.024	0.292591	20.1	59	0.905197	0.916512	0	
* 29	2021-04-30 10:59:12	15	1	0	0	0.024	0.293	20.1	59	0	0	0	
* 30	2021-04-30 11:00:37	15	2	11.006	-5.75555	0.042	0.428	19.9	59	0.345307	0.0561687	0	
* 31	2021-04-30 11:03:39	16	1	3.24217	-0.171863	0.047	0.458	19.7	59	0.488401	0.699161	0	
* 32	2021-04-30 11:05:04	16	2	3.78467	-0.169304	0.048	0.455	19.9	59	0.699696	0.705134	0	
* 33	2021-04-30 11:15:55	17	1	6.45879	-0.915895	0.018	0.354	19.5	59	0.825794	0.340441	0	
* 34	2021-04-30 11:17:21	17	2	8.32403	-0.886026	0.0171818	0.355636	19.5	59	0.997837	0.949799	0	
* 35	2021-04-30 11:19:59	18	1	0	0	0	0	19.3	59	0	0	0	
* 36	2021-04-30 11:21:24	18	2	11.3069	-1.15429	0.014	0.336	19.3	59	0.994875	0.993112	0	
* 37	2021-04-30 11:24:01	20	1	10.7195	-0.537488	0.024	0.415	19.1	59	0.555562	-0.130261	0	
* 38	2021-04-30 11:25:26	20	2	16.5753	-0.746661	0.024	0.418	19.1	59	0.533568	0.517709	0	
* 39	2021-04-30 11:27:34	19	1	0	0	0.017	0.331	19.1	59	0	0	0	
* 40	2021-04-30 11:28:59	19	2	4.62147	-0.522698	0.017	0.335	19.3	59	0.707162	0.727114	0	
* 41	2021-04-30 11:31:27	21	1	9.96647	-1.35896	0.014	0.321	19.1	59	0.643352	0.909082	0	
* 42	2021-04-30 11:32:53	21	2	10.0277	-1.30694	0.015	0.32	19.1	59	0.559195	0.589285	0	
* 43	2021-04-30 11:35:58	24	1	5.43445	-0.452817	0	0	18.9	59	0.708951	0.878831	0	
* 44	2021-04-30 11:37:23	24	2	7.2332	-0.539076	0.022	0.411	18.9	59	0.990363	0.961493	0	
* 45	2021-04-30 11:39:19	23	1	0	0	0.0217273	0.409636	18.8	59	0	0	0	
* 46	2021-04-30 11:40:44	23	2	8.63996	-0.667406	0.025	0.421	18.8	59	0.662072	0.753748	0	
* 47	2021-04-30 11:42:50	22	1	4.65558	-0.263301	0	0	18.8	59	0.824158	0.929236	0	
* 48	2021-04-30 11:44:15	22	2	6.34758	-0.368651	0.018	0.367773	18.8	59	0.867556	0.816472	0	
* 49	2021-04-30 11:47:32	26	1	12.555	-0.516063	0.03	0.414	18.6	59	0.571587	-0.0299759	0	
* 50	2021-04-30 11:48:58	26	2	16.4295	-0.958022	0.029	0.416	18.6	59	0.805871	0.913173	0	
* 51	2021-04-30 11:50:56	28	1	32.7804	-1.506	0	0	18.6	59	0.523961	0.642326	0	
* 52	2021-04-30 11:52:21	28	2	57.8266	-2.65838	0.0278182	0.379182	18.6364	59	0.429384	-0.880262	0	
* 53	2021-04-30 11:54:45	25	1	5.11261	-0.356982	0	0	18.8	59	0.816941	0.84729	0	
* 54	2021-04-30 11:56:10	25	2	6.98451	-0.393693	0.025	0.365	18.8	59	0.89172	0.728913	0	
* 55	2021-04-30 11:58:56	27	1	4.71806	-0.189688	0	0	18.8	60	0.827559	0.73369	0	
* 56	2021-04-30 12:00:21	27	2	7.85267	-0.279632	0.028	0.433	18.6	59	0.969982	0.916633	0	
* 57	2021-04-30 12:02:35	29	1	12.7684	-0.595646	0.033	0.461	18.6	59	0.247158	0.94025	0	
* 58	2021-04-30 12:04:00	29	2	16.1175	-0.723795	0.032	0.462	18.6	59	0.607137	0.64009	0	
* 59	2021-04-30 12:05:59	30	1	10.1615	-0.476106	0.032	0.462	18.6	59	0.601007	0.778681	0	
* 60	2021-04-30 12:07:24	30	2	14.5381	-0.653941	0.023	0.376	18.4	59	0.735516	0.49729	0	
* 61	2021-04-30 12:09:12	31	1	5.01569	-0.27839	0.023	0.374	18.4	59	0.465177	-0.189437	0	
* 62	2021-04-30 12:10:37	31	2	5.98209	-0.320405	0.023	0.38	18.4	59	0.353895	0.183881	0	
* 63	2021-04-30 12:12:48	32	1	6.15483	-0.473835	0	0	18.2	59	0.446101	0.810966	0	
* 64	2021-04-30 12:14:13	32	2	8.23341	-0.575374	0.013	0.298	18.2	59	0.542884	0.646485	0	
* 65	2021-04-30 12:16:21	36	1	12.5393	-0.794584	0.0154545	0.320727	18	59	0.990268	0.973437	0	
* 66	2021-04-30 12:17:46	36	2	8.22535	-0.765978	0.022	0.418	18	59	0.407275	-0.5264	0	
* 67	2021-04-30 12:19:36	34	1	15.2313	-0.676179	0.026	0.398	18	59	0.762079	0.288987	0	
* 68	2021-04-30 12:21:02	34	2	16.4303	-0.697015	0.027	0.398	18	59	0.683547	0.739325	0	
* 69	2021-04-30 12:22:51	35	1	6.25286	-0.149321	0.032	0.469	18	59	0.448059	0.58245	0	
* 70	2021-04-30 12:24:16	35	2	6.98017	-0.209355	0.033	0.469	18	59	0.77812	0.625582	0	
* 71	2021-04-30 12:26:20	33	1	5.86888	-0.3496	0.033	0.469	18.2	59	0.726583	0.0614728	0	
* 72	2021-04-30 12:27:45	33	2	8.37103	-0.490375	0.025	0.39	18.2	59	0.608302	0.189832	0	
* 73	2021-04-30 12:30:18	37	1	0	0	-0.00772727	-0.100682	18.2	59	0	0	0	
* 74	2021-04-30 12:31:44	37	2	8.96661	-0.49045	0.034	0.443	18.2	59	0.995641	0.937713	0	
* 75	2021-04-30 12:33:38	39	1	13.6816	-0.951606	0.035	0.452	18.2	59	0.668207	0.597003	0	
* 76	2021-04-30 12:35:03	39	2	0	0	0.035	0.459	18.4	59	0	0	0	
* 77	2021-04-30 12:37:04	38	1	3.81743	-0.399182	0.009	0.188	18.6	59	0.859789	0.952838	0	
* 78	2021-04-30 12:38:29	38	2	5.40434	-0.40247	0.027	0.444	18.8	59	0.942205	0.880214	0	
* 79	2021-04-30 12:40:18	40	1	4.01135	-0.34944	0.0267727	0.449909	18.8	59	0.990986	0.92415	0	
* 80	2021-04-30 12:41:43	40	2	0	0	0.028	0.42	18.8	59	0	0	0	
* 81	2021-04-30 12:44:03	43	1	8.97892	-0.756533	0	0	18.8	59	0.666738	0.869683	0	
* 82	2021-04-30 12:45:29	43	2	9.14818	-0.770819	0.025	0.379	18.8	59	0.805261	0.8889	0	
* 83	2021-04-30 12:47:14	44	1	3.31767	-0.252518	0.0226364	0.375318	18.9	59	0.958397	-0.262239	0	
* 84	2021-04-30 12:48:40	44	2	3.88345	-0.336444	0.035	0.43	18.9	59	0.949621	0.809114	0	
* 85	2021-04-30 12:50:53	41	1	4.08148	-0.391543	0.004	0.075	19.1	59	0.966213	0.853305	0	
* 86	2021-04-30 12:52:18	41	2	4.85311	-2.27534	0.028	0.384	19.1	59	-0.142024	0.0602143	0	
* 87	2021-04-30 12:54:36	45	1	3.35384	-0.228708	0.034	0.442	19.5	59	0.987066	-3.2277	0	
* 88	2021-04-30 12:56:01	45	2	0	0	0.035	0.44	19.5	59	0	0	0	
* 89	2021-04-30 12:58:13	46	1	6.57208	-0.724703	0.006	0.1	19.3	59	0.991775	0.984345	0	
* 90	2021-04-30 12:59:38	46	2	7.55436	-1.30344	0.03	0.419	19.3	59	0.823735	0.98089	0	
* 91	2021-04-30 13:02:16	48	1	0	0	0.0316364	0.435636	19.1	59	0	0	0	
* 92	2021-04-30 13:03:40	48	2	0	0	0.025	0.356	19.3	59	0	0	0	
* 93	2021-04-30 13:05:30	47	1	2.99159	-0.308077	0.026	0.407	19.1	59	0.457672	-0.8601	0	
* 94	2021-04-30 13:06:56	47	2	0	0	0.027	0.41	19.1	59	0	0	0	
