Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2020-08-25 08:15:54	48	1	3.88393	-0.120431	0.031	0.352	23.3	60	0.933283	-0.108648	0	
* 2	2020-08-25 08:17:20	48	2	4.01909	-0.199427	0.031	0.352	23.3	60	0.691751	0.827059	0	
* 3	2020-08-25 08:18:14	47	1	2.79649	-0.0794432	0.024	0.346	23.3	8	0.386253	0.273098	0	
* 4	2020-08-25 08:19:39	47	2	2.46891	-0.108624	0.024	0.352	23.3	59	0.91449	-4.49158	0	
* 5	2020-08-25 08:21:23	46	1	2.20611	-0.196481	0.004	0.087	23.3	59	0.780606	0.641571	0	
* 6	2020-08-25 08:22:49	46	2	2.28837	-0.11362	0.035	0.439	23.3	60	0.960425	-0.146501	0	
* 7	2020-08-25 08:24:35	45	1	6.20894	-0.216838	0.037	0.437	23.3	60	0.991306	0.391317	0	
* 8	2020-08-25 08:26:01	45	2	7.54544	-0.193568	0.037	0.456	23.3	60	0.976904	0.475173	0	
* 9	2020-08-25 08:28:07	42	1	9.64392	-0.940143	0.048	0.508	23.3	59	0.997462	0.846853	0	
* 10	2020-08-25 08:29:32	42	2	8.31674	-0.904055	0.048	0.508	23.3	59	0.912582	0.938257	0	
* 11	2020-08-25 08:31:07	44	1	4.77882	-0.339475	0.04	0.432	23.5	59	0.991833	0.894212	0	
* 12	2020-08-25 08:32:34	44	2	4.70977	-0.332237	0.04	0.435	23.5	60	0.625427	0.588665	0	
* 13	2020-08-25 08:34:09	43	1	5.83568	-0.424698	0.037	0.417	23.5	60	0.98704	-0.247341	0	
* 14	2020-08-25 08:35:34	43	2	5.20797	-0.420704	0.039	0.419	23.5	60	0.989253	-1.12717	0	
* 15	2020-08-25 08:37:23	41	1	10.1915	-1.04532	0.001	0.004	23.5	60	0.994663	-0.384096	0	
* 16	2020-08-25 08:38:48	41	2	7.6065	-0.981835	0.029	0.337	23.5	59	0.995597	0.975334	0	
* 17	2020-08-25 08:40:33	40	1	3.56243	-0.247731	0.002	0.022	23.5	59	0.977868	0.853561	0	
* 18	2020-08-25 08:41:59	40	2	3.92757	-0.228346	0.0426	0.449	23.5	60	0.980609	-1.58647	0	
* 19	2020-08-25 08:47:21	38	1	5.05868	-3.79609	0.034	0.418	23.5	59	0.985406	0.000135669	0	
* 20	2020-08-25 08:48:47	38	2	4.84741	-0.21576	0.033	0.419	23.5	60	0.985169	-0.32436	0	
* 21	2020-08-25 08:50:31	39	1	5.54677	-0.244111	0.004	0.074	23.5	60	0.965672	0.891304	0	
* 22	2020-08-25 08:51:56	39	2	5.7299	-0.278466	0.0442	0.4592	23.5	60	0.995353	-124.543	0	
* 23	2020-08-25 08:54:00	37	1	8.39253	-0.696634	0.039	0.44	23.7	60	0.988348	0.971227	0	
* 24	2020-08-25 08:55:26	37	2	8.24271	-0.705173	0.039	0.44	23.7	60	0.993248	0.949223	0	
* 25	2020-08-25 08:57:22	33	1	6.72908	-0.401402	0.001	0	23.7	60	0.985075	-0.0866459	0	
* 26	2020-08-25 08:58:47	33	2	6.50516	-0.273588	0.036	0.43	23.7	60	0.93041	-90.2645	0	
* 27	2020-08-25 09:00:20	35	1	3.26377	0.25858	0.003	0.041	23.7	60	0.975243	0.752616	0	
* 28	2020-08-25 09:01:45	35	2	3.77351	0.129199	0.039	0.484	23.7	59	0.935156	0.313932	0	
* 29	2020-08-25 09:03:19	34	1	6.74273	-0.212281	0.044	0.465	23.7	60	0.990218	-129.384	0	
* 30	2020-08-25 09:04:44	34	2	6.53545	-0.250281	0.043	0.472	23.7	60	0.987928	-0.0767217	0	
