Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-10-25 09:18:19	4	1	10.5346	-3.12536	0.004	0.125	16.8	60	0.99331	0.737745	0	
* 2	2021-10-25 09:19:45	4	2	6.21787	-2.48184	0.004	0.125	17	60	0.982799	0.981339	0	
* 3	2021-10-25 09:21:38	2	1	8.11246	-5.97297	0.004	0.135364	16.9455	59	0.984207	0.99698	0	
* 4	2021-10-25 09:23:04	2	2	4.23181	-2.9616	0.004	0.087	17.3	59	0.973568	0.983262	0	
* 5	2021-10-25 09:25:34	3	1	5.11876	-2.55629	0.004	0.087	17.2	60	0.970532	-0.172048	0	
* 6	2021-10-25 09:27:00	3	2	3.11554	-2.26454	0.004	0.09	17.3	60	0.312657	0.875243	0	
* 7	2021-10-25 09:31:05	1	1	13.9476	-9.16066	0.004	0.068	17.3	60	0.991835	0.977701	0	
* 8	2021-10-25 09:32:30	1	2	7.61131	-2.50606	0.006	0.112	17.5	59	0.991293	0.984496	0	
* 9	2021-10-25 09:34:59	5	1	11.8879	-4.79769	0.002	0.06	17.5	60	0.987173	0.157659	0	
* 10	2021-10-25 09:36:24	5	2	6.24326	-3.6891	0.002	0.062	17.7	59	0.979923	0.990274	0	
* 11	2021-10-25 09:38:49	8	1	6.70149	-4.75531	0.003	0.089	17.7	59	0.987331	0.932081	0	
* 12	2021-10-25 09:40:15	8	2	4.89418	-3.91337	0.003	0.087	17.9	59	0.983954	0.95983	0	
* 13	2021-10-25 09:43:35	7	1	9.74826	-10.5232	-0.000681818	-0.0184091	17.8864	59	0.98083	0.978141	0	
* 14	2021-10-25 09:45:01	7	2	4.1768	-2.71791	0.005	0.137	18.2	59	0.976311	0.985768	0	
* 15	2021-10-25 09:46:47	6	1	10.8192	-7.96552	0.003	0.072	18.2	60	0.966981	0.974649	0	
* 16	2021-10-25 09:48:12	6	2	4.57087	-3.12684	0.003	0.072	18.2	60	0.983959	0.995415	0	
* 17	2021-10-25 09:51:06	10	1	34.487	-7.15858	0.009	0.118	18.8	60	0.989785	0.988094	0	
* 18	2021-10-25 09:52:31	10	2	6.55605	-0.745683	0.009	0.118	18.8	59	0.982043	0.933078	0	
* 19	2021-10-25 09:54:25	12	1	6.05685	-0.798497	0.009	0.118	18.8	59	0.990648	0.93389	0	
* 20	2021-10-25 09:55:51	12	2	4.83785	-0.667126	0.013	0.192	18.8	60	0.982463	0.598774	0	
* 21	2021-10-25 09:59:13	9	1	25.1302	-1.85776	0	0	18.6	59	0.981797	0.608061	0	
* 22	2021-10-25 10:00:39	9	2	17.8087	-1.36293	0.011	0.149545	18.9	59	0.978758	0.757061	0	
* 23	2021-10-25 10:02:34	11	1	2.01363	-0.281378	0.011	0.15	18.9	59	-0.692863	-0.259992	0	
* 24	2021-10-25 10:04:00	11	2	1.98525	-0.251724	0.026	0.307	19.3	59	0.902947	-0.0439394	0	
* 25	2021-10-25 10:06:30	14	1	11.6918	-5.93411	0	0	19.3	59	0.98756	0.97462	0	
* 26	2021-10-25 10:07:56	14	2	5.91891	-1.64018	0.01	0.137	19.3	60	0.989114	0.986337	0	
* 27	2021-10-25 10:11:21	15	1	18.9908	-7.95562	0.009	0.138	19.1	59	0.995547	0.997369	0	
* 28	2021-10-25 10:12:47	15	2	7.25384	-3.21496	0.034	0.335	19.1	60	0.989038	0.996667	0	
