Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-05-10 10:15:12	4	1	3.44554	3.36277	0.016	0.393	17.2	60	-0.452938	0.62332	16	
* 2	2021-05-10 10:16:37	4	2	9.90069	28.6996	0.016	0.4	16.7	60	0.995803	0.994893	14.4	
* 3	2021-05-10 10:19:10	2	1	13.3821	-1.4038	0	0	16.2	60	0.998366	0.917908	0	
* 4	2021-05-10 10:20:35	2	2	0	0	0.016	0.304	16	59	0	0	0	
* 5	2021-05-10 10:23:08	3	1	5.5554	-0.585085	0	0	15.7	60	0.96949	0.887083	0	
* 6	2021-05-10 10:24:33	3	2	7.04567	-0.756504	0.009	0.254	15.5	60	0.948636	0.908881	0	
* 7	2021-05-10 10:26:52	1	1	0	0	0	0	15.2	60	0	0	0	
* 8	2021-05-10 10:28:17	1	2	10.33	-2.11116	0.0098	0.2828	15.02	60	0.390591	0.526249	0	
* 9	2021-05-10 10:31:07	5	1	4.62991	-0.877734	0.002	0.062	14.7	59	0.530936	0.739489	0	
* 10	2021-05-10 10:32:32	5	2	17.418	-2.96304	0.008	0.272	14.6	59	0.666502	0.709885	0	
* 11	2021-05-10 10:34:49	6	1	11.0192	-0.872533	0.013	0.393	14.3	60	0.653636	0.957874	0	
* 12	2021-05-10 10:36:14	6	2	15.9742	-1.07392	0.014	0.395	14.1	60	0.812263	0.918035	0	
* 13	2021-05-10 10:38:14	7	1	3.6258	-0.630244	0.013	0.397	14.1	60	0.815951	0.865198	0	
* 14	2021-05-10 10:39:39	7	2	6.36221	-1.15195	0.006	0.254	14	60	0.537332	0.563038	0	
* 15	2021-05-10 10:41:39	8	1	4.63788	-1.35468	0.011	0.357	13.8	60	0.520811	0.763336	0	
* 16	2021-05-10 10:43:04	8	2	7.09343	-2.01935	0.012	0.359	13.8	60	0.771257	0.798124	0	
* 17	2021-05-10 10:45:26	11	1	1.55037	-0.329696	0.028	0.397	13.7	60	0.822349	0.845109	0	
* 18	2021-05-10 10:46:52	11	2	1.3277	-0.0782719	0.029	0.394	13.7	60	0.799923	0.358072	0	
* 19	2021-05-10 10:49:32	9	1	7.13895	-0.48002	0.036	0.418	13.7	59	0.989915	-0.120148	0	
* 20	2021-05-10 10:50:58	9	2	9.17026	-0.637762	0.036	0.418	13.7	60	0.994027	0.722475	0	
* 21	2021-05-10 10:52:53	12	1	4.04472	-0.213424	0	0	13.7	59	0.96869	0.817993	0	
* 22	2021-05-10 10:54:19	12	2	4.74255	-0.234873	0.015	0.2594	13.7	60	0.953797	0.675199	0	
* 23	2021-05-10 10:57:31	10	1	4.70629	-0.211663	0.041	0.408	13.7	60	0.96686	0.865707	0	
* 24	2021-05-10 10:58:56	10	2	6.41188	-0.265134	0.041	0.415	13.7	60	0.991829	0.881015	0	
* 25	2021-05-10 11:02:27	13	1	16.6744	-1.58898	0.018	0.262	13.5	60	0.995294	0.992649	0	
* 26	2021-05-10 11:03:52	13	2	10.7325	-1.39014	0.017	0.265	13.5	59	0.993899	0.662306	0	
* 27	2021-05-10 11:06:20	14	1	9.02274	-0.248005	-0.0112	-0.1252	13.5	60	0.994311	0.616709	0	
* 28	2021-05-10 11:07:45	14	2	10.6474	-0.826509	0.027	0.317	13.5	60	0.99566	0.985578	0	
* 29	2021-05-10 11:09:53	15	1	12.3088	-0.953	0.041	0.423	13.5	59	0.673518	0.763282	0	
* 30	2021-05-10 11:11:18	15	2	0	0	0.041	0.423091	13.7	59	0	0	0	
* 31	2021-05-10 11:14:33	16	1	2.37563	-0.0974151	0.014	0.327	13.7	59	0.55722	0.490257	0	
* 32	2021-05-10 11:15:59	16	2	3.46354	-0.14536	0.012	0.33	13.7	60	0.16938	0.676095	0	
