Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2022-05-13 12:00:46	4	1	13.5159	-0.78268	0.004	0.289	17.9	60	0.988836	0.900165	0	
* 2	2022-05-13 12:02:11	4	2	9.92147	-0.846698	0.004	0.283	17.7	60	0.974345	0.950728	0	
* 3	2022-05-13 12:05:11	2	1	8.16332	-1.08689	0	0	17.7	60	0.988192	0.981258	0	
* 4	2022-05-13 12:06:36	2	2	7.69194	-1.00708	0.0028	0.1292	17.9	60	0.987873	0.859804	0	
* 5	2022-05-13 12:08:57	3	1	6.75873	-0.634282	0.002	0.155	17.9	60	0.986704	0.881554	0	
* 6	2022-05-13 12:10:23	3	2	5.09665	-0.505717	0.003	0.168	18	60	0.977867	0.885838	0	
* 7	2022-05-13 12:16:38	1	1	4.45388	-0.448436	0.0026	0.2074	18.2	60	0.950964	0.875036	0	
* 8	2022-05-13 12:18:03	1	2	4.13448	-0.434232	0.004	0.152	18.2	60	0.8886	0.74388	0	
* 9	2022-05-13 12:20:06	5	1	3.40126	-0.724599	0	0	18.4	60	0.936863	0.560876	0	
* 10	2022-05-13 12:21:31	5	2	4.24963	-0.98264	0.002	0.088	18.4	60	0.874368	0.868676	0	
* 11	2022-05-13 12:23:39	6	1	2.61272	-0.317929	0.0008	0.0588	18.12	60	-189.496	0.835986	0	
* 12	2022-05-13 12:25:04	6	2	5.35752	-0.29758	0.005	0.278	18.4	59	0.988831	0.88802	0	
* 13	2022-05-13 12:26:49	7	1	3.1711	-0.268509	0.004	0.246	18.2	60	0.924959	0.878735	0	
* 14	2022-05-13 12:28:14	7	2	3.76052	-0.440631	0.005	0.265	18.4	60	0.971578	0.793874	0	
* 15	2022-05-13 12:30:44	8	1	4.06517	-0.995142	0.005	0.2454	18.4	60	0.979739	0.849387	0	
