Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2022-06-29 14:50:43	5	1	12.3487	-2.18595	0.014	0.277	24.2	60	0.9983	0.939578	0	
* 2	2022-06-29 14:52:08	5	2	11.375	-1.95313	0.014	0.278	24.2	59	0.99877	0.941822	0	
* 3	2022-06-29 14:54:17	7	1	8.93708	-1.08114	0.00104545	0.0256364	24.2	59	0.998338	0.946735	0	
* 4	2022-06-29 14:55:43	7	2	0	0	0.016	0.359	24.2	60	0	0	0	
* 5	2022-06-29 14:57:23	6	1	17.8062	-2.06681	0.0154545	0.345727	24.1455	59	0.99731	0.868695	0	
* 6	2022-06-29 14:58:49	6	2	10.3502	-14.5892	0.013	0.288	23.9	60	0.997693	0.0234748	0	
* 7	2022-06-29 15:02:06	8	1	10.0061	-2.34846	0.005	0.131	23.9	59	0.997579	0.976707	0	
* 8	2022-06-29 15:03:32	8	2	7.61768	-2.06886	0.019	0.364	24.2	59	0.688699	0.770451	0	
* 9	2022-06-29 15:06:14	1	1	27.6532	-3.64158	0.006	0.14	24.2	60	0.996998	0.996304	0	
* 10	2022-06-29 15:07:39	1	2	11.7946	-1.05132	0.027	0.404	24.2	59	0.997408	0.56317	0	
* 11	2022-06-29 15:10:09	3	1	12.169	-1.02872	0.006	0.138	24.4	59	0.995263	0.950122	0	
* 12	2022-06-29 15:11:35	3	2	9.33646	-0.930296	0.022	0.386	24.4	60	0.997547	-1.46928	0	
* 13	2022-06-29 15:14:20	2	1	18.6557	-2.24323	0.001	0.0852	24.4	60	0.995293	0.833885	0	
* 14	2022-06-29 15:15:46	2	2	13.2049	-1.81433	0.022	0.333	24.4	60	0.997147	0.990702	0	
* 15	2022-06-29 15:17:54	4	1	23.165	-4.4073	0.007	0.16	24.7	59	0.982475	0.915472	0	
* 16	2022-06-29 15:19:18	4	2	0	0	0.018	0.345	24.7	59	0	0	0	
* 17	2022-06-29 15:22:24	11	1	8.32493	-0.0902334	0.0173333	0.265333	24.4	60	0.991114	0.335069	0	
* 18	2022-06-29 15:23:50	11	2	4.20063	-0.188543	0.043	0.489	24.4	60	0.992454	0.322505	0	
* 19	2022-06-29 15:25:47	9	1	33.9372	-2.6969	0.028	0.366	24.4	60	0.993454	0.970585	0	
* 20	2022-06-29 15:27:12	9	2	15.7879	-0.890833	0.029	0.363	24.4	59	0.99414	0.508413	0	
* 21	2022-06-29 15:30:12	10	1	14.1538	-0.45814	0.009	0.188	24.2	60	0.996156	0.928862	0	
* 22	2022-06-29 15:31:37	10	2	6.6988	-0.192083	0.043	0.443	24.2	59	0.994199	-0.510445	0	
* 23	2022-06-29 15:33:45	12	1	11.9797	-0.486757	0.045	0.487	24.2	59	0.995991	0.881499	0	
* 24	2022-06-29 15:35:11	12	2	5.77686	-0.100401	0.045	0.487	24.2	59	0.994606	0.630403	0	
* 25	2022-06-29 15:37:31	13	1	26.8882	-3.64048	0.037	0.422	24.2	59	0.995437	0.993922	0	
* 26	2022-06-29 15:38:56	13	2	11.2877	-1.16148	0.037	0.422	24.2	59	0.996496	-0.261525	0	
* 27	2022-06-29 15:41:07	14	1	38.2775	-0.899171	0.01	0.195	24.2	60	0.993524	0.658392	0	
* 28	2022-06-29 15:42:32	14	2	0	0	0.049	0.452	24.2	60	0	0	0	
* 29	2022-06-29 15:44:22	15	1	0	0	0.049	0.452	24.2	59	0	0	0	
* 30	2022-06-29 15:45:48	15	2	14.664	-0.317723	0.066	0.511	24.2	59	0.991215	0.802882	0	
* 31	2022-06-29 15:47:23	16	1	12.3526	-0.310046	0.062	0.499727	24.2	59	0.998612	0.870305	0	
* 32	2022-06-29 15:48:48	16	2	7.34507	-0.28475	0.045	0.449	24.4	59	0.997361	0.816566	0	
* 33	2022-06-29 15:54:10	17	1	18.854	-0.580573	0.011	0.192	24.2	59	0.997912	-0.352266	0	
* 34	2022-06-29 15:55:36	17	2	9.81968	-0.443927	0.06	0.444	24.2	59	0.998897	0.122858	0	
* 35	2022-06-29 15:57:37	18	1	17.4	-0.654022	0.056	0.442	24.4	60	0.997947	-1.87387	0	
* 36	2022-06-29 15:59:02	18	2	10.6652	-0.640351	0.054	0.446	24.4	59	0.998275	0.725412	0	
* 37	2022-06-29 16:01:17	19	1	7.19734	-0.233038	0.0098	0.1972	24.7	60	0.994645	-5.21178	0	
* 38	2022-06-29 16:02:43	19	2	4.8503	-0.200388	0.047	0.415	24.7	60	0.995003	-74.6853	0	
* 39	2022-06-29 16:04:47	20	1	7.07069	-0.16444	0.059	0.435	24.4	59	0.989838	0.603421	0	
* 40	2022-06-29 16:06:13	20	2	4.60168	-0.0914439	0.059	0.435	24.7	60	0.993289	0.663196	0	
* 41	2022-06-29 16:09:02	21	1	10.6275	-1.70151	0.018	0.25	25.4	59	0.997818	-1.47509	0	
* 42	2022-06-29 16:10:28	21	2	7.77243	-7.18224	0.03	0.395	25.1	59	0.994969	0.940271	0	
* 43	2022-06-29 16:12:19	24	1	10.9171	-0.270875	0.0224545	0.38	25.1	59	0.996614	0.562686	0	
* 44	2022-06-29 16:13:45	24	2	0	0	0.052	0.468	24.9	60	0	0	0	
* 45	2022-06-29 16:15:45	23	1	20.075	-2.724	0.044	0.439	24.7	59	0.994673	-128.241	0	
