Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-01-13 11:09:19	4	1	0.157821	-0.134959	0	0	15.4	60	-1.75569	0.582391	8	
* 2	2021-01-13 11:10:44	4	2	0	0	0.004	0.254045	14.8364	59	0	0	0	
* 3	2021-01-13 11:12:59	2	1	2.53575	-1.16723	0.017	0.343	13.4	59	0.785947	0.955988	0	
* 4	2021-01-13 11:14:25	2	2	0.93599	-0.368486	0.016	0.348	12.8	60	0.722245	0.268294	0	
* 5	2021-01-13 11:16:48	3	1	0.431921	-0.154925	0.015	0.341	11.6	59	0.299544	-1.52459	0	
* 6	2021-01-13 11:18:14	3	2	0.536692	-0.236753	0.017	0.336	11.5	60	0.538803	-1.28748	0	
* 7	2021-01-13 11:20:46	1	1	0.746549	-0.519864	0.0101818	0.213636	11.2318	60	0.600828	0.960792	0	
* 8	2021-01-13 11:22:11	1	2	1.0068	-0.532284	0.003	0.133	10.8	59	0.624575	0.956222	0	
* 9	2021-01-13 11:24:30	6	1	0.596577	-0.201904	0	0	10.3	59	0.572575	0.678268	0	
* 10	2021-01-13 11:25:56	6	2	0.753582	-0.680061	0.004	0.254	10.2	59	0.534199	0.920658	0	
* 11	2021-01-13 11:28:03	7	1	0.69896	-0.502005	0.009	0.325	9.8	59	0.575437	0.73053	0	
* 12	2021-01-13 11:29:29	7	2	0.854786	-0.516747	0.009	0.327	9.6	59	0.581847	0.731064	0	
* 13	2021-01-13 11:31:43	8	1	1.13445	-1.0076	0.0106364	0.310273	9.1	59	0.704084	0.948559	0	
* 14	2021-01-13 11:33:09	8	2	1.02553	-0.988127	0.006	0.176	9	60	0.739343	0.82566	0	
* 15	2021-01-13 11:35:26	5	1	0.753327	-0.584039	0	0	8.6	59	0.596124	0.0872147	0	
* 16	2021-01-13 11:36:51	5	2	1.12513	-0.71607	0	0.071	8.5	59	0.719186	0.969711	0	
* 17	2021-01-13 11:39:23	10	1	1.24557	-0.468061	0	0	8.4	59	0.708421	0.679736	0	
* 18	2021-01-13 11:40:49	10	2	0.712113	-0.17502	0.005	0.172	8.2	59	0.565092	0.579238	0	
* 19	2021-01-13 11:43:18	9	1	0.643295	-0.455368	0	0	8	59	0.441967	-0.274733	0	
* 20	2021-01-13 11:44:44	9	2	0.94307	-0.342877	0.00495455	0.065	8.1	59	0.663532	0.83035	0	
* 21	2021-01-13 11:46:55	12	1	1.35158	-0.283188	0	0.043	8.1	59	0.732611	-0.470984	0	
* 22	2021-01-13 11:48:21	12	2	1.13774	-0.200099	0.001	0.069	8.2	59	0.662289	0.153407	0	
* 23	2021-01-13 11:50:31	11	1	0.382808	-0.1796	0	0	8.1	60	0.409674	0.450169	0	
* 24	2021-01-13 11:51:56	11	2	0.435292	-0.539748	0	0.053	8.4	59	0.371117	0.638618	0	
* 25	2021-01-13 11:56:02	13	1	0	0	0	0.008	8.2	60	0	0	0	
* 26	2021-01-13 11:57:28	13	2	1.59764	-0.499782	0	0.026	8.4	59	0.862136	0.46645	0	
* 27	2021-01-13 12:00:14	15	1	1.08291	-0.366416	0	0	8.4	59	0.701754	0.88132	0	
* 28	2021-01-13 12:01:39	15	2	0	0	0	0.0285455	8.5	59	0	0	0	
* 29	2021-01-13 12:03:57	14	1	2.32787	-0.472689	0	0.05	8.4	59	0.886354	0.753743	0	
