Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-07-19 08:51:54	4	1	15.4228	-1.65999	0.007	0.227	22.6	60	0.993167	0.896527	0	
* 2	2021-07-19 08:53:20	4	2	12.3581	-1.57331	0.007	0.229	22.6	60	0.979278	0.915469	0	
* 3	2021-07-19 08:55:26	2	1	20.5811	-6.84805	0.007	0.231	22.4	60	0.99479	0.976244	0	
* 4	2021-07-19 08:56:52	2	2	17.3737	-5.86641	0.006	0.109	22.6	60	0.847723	0.896413	0	
* 5	2021-07-19 08:58:47	3	1	22.2506	-5.27115	0.016	0.307	22.6	60	0.900185	0.92846	0	
* 6	2021-07-19 09:00:12	3	2	23.1747	-5.2248	0.016	0.307	22.4	60	0.735005	0.774716	0	
* 7	2021-07-19 09:02:27	1	1	32.3599	-9.70834	0.004	0.015	22.4	60	0.995608	0.858006	0	
* 8	2021-07-19 09:03:52	1	2	31.3431	114.735	0.011	0.187	22.6	60	0.152548	0.718138	48	
* 9	2021-07-19 09:06:22	5	1	28.8423	-6.94668	0	0	22.6	60	0.990154	0.999267	3.2	
* 10	2021-07-19 09:07:47	5	2	31.9554	-7.13944	0.004	0.115	23	60	0.998642	0.253997	0	
* 11	2021-07-19 09:09:54	8	1	21.9318	-3.49664	0.009	0.287	23	60	0.846721	0.855398	0	
* 12	2021-07-19 09:11:19	8	2	30.3612	-4.3942	0.01	0.289	23	60	0.60408	0.711008	0	
* 13	2021-07-19 09:19:29	6	1	31.5535	-7.49748	0.0106	0.3148	22.8	60	0.65975	0.722752	0	
* 14	2021-07-19 09:20:54	6	2	28.3604	-6.65558	0.007	0.167	22.8	60	0.343666	0.392104	0	
* 15	2021-07-19 09:22:45	7	1	18.9312	-2.32203	0.007	0.252	22.8	60	0.876123	0.838176	0	
* 16	2021-07-19 09:24:10	7	2	25.4351	-2.95257	0.008	0.254	23	60	0.799578	0.798221	0	
* 17	2021-07-19 09:27:05	10	1	29.7639	-1.89487	0.031	0.322	22.8	60	0.903668	0.933572	0	
* 18	2021-07-19 09:28:30	10	2	26.3725	-9.28602	0.0313333	0.319667	23	60	0.59506	0.154981	0	
* 19	2021-07-19 09:30:24	12	1	0	0	0.03	0.325	23	60	0	0	0	
