Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2022-07-15 13:30:28	4	1	10.4349	-1.16061	0.002	0	27.8	60	0.998614	0.954436	0	
* 2	2022-07-15 13:31:54	4	2	10.4283	-1.29592	0.018	0.317	27.5	60	0.998599	0.995919	0	
* 3	2022-07-15 13:34:05	2	1	26.1274	-3.32121	0.016	0.257	27.2	59	0.998899	0.81182	0	
* 4	2022-07-15 13:35:31	2	2	12.3413	-2.2033	0.0146667	0.263667	26.9	60	0.999065	0.995703	0	
* 5	2022-07-15 13:37:06	3	1	24.6016	-2.85958	0.002	0.006	26.9	60	0.991758	0.993934	0	
* 6	2022-07-15 13:38:31	3	2	10.861	-1.07849	0.0193333	0.290667	26.7	60	0.998372	0.994734	0	
* 7	2022-07-15 13:40:07	1	1	17.2635	-2.6403	0.002	0.024	26.4	60	0.994444	0.996094	0	
* 8	2022-07-15 13:41:33	1	2	11.0418	-1.25552	0.0264	0.3682	26.4	60	0.997593	-0.265002	0	
* 9	2022-07-15 13:43:34	5	1	25.3596	-2.99176	-0.002	-0.084	26.4667	60	0.999431	0.796983	0	
* 10	2022-07-15 13:44:59	5	2	15.6756	-2.12555	0.014	0.272	26.2	60	0.998757	0.996581	0	
* 11	2022-07-15 13:46:45	6	1	20.2992	-2.24156	0.013	0.266	26.2	60	0.997712	-0.315241	0	
* 12	2022-07-15 13:48:10	6	2	11.5021	-1.80448	0.013	0.266	26.2	60	0.998576	-0.38875	0	
* 13	2022-07-15 13:49:45	7	1	16.6605	-1.23308	0.014	0.306	26.2	60	0.997847	0.945337	0	
* 14	2022-07-15 13:51:10	7	2	7.82156	-0.867575	0.014	0.306	26.2	60	0.997388	0.97798	0	
* 15	2022-07-15 13:53:28	8	1	14.7691	-3.46483	0.014	0.306	25.9	60	0.997618	0.967167	0	
* 16	2022-07-15 13:54:53	8	2	14.34	-3.11302	0.017	0.274	26.2	60	0.998124	0.938447	0	
* 17	2022-07-15 13:56:57	12	1	7.2869	-2.23986	0.019	0.24	26.2	59	0.995575	0.475017	0	
* 18	2022-07-15 13:58:23	12	2	4.90493	-0.0148651	0.036	0.358	26.2	60	0.918306	-2.05123	0	
* 19	2022-07-15 13:59:59	10	1	13.776	1.46197	0.049	0.423	26.4	60	0.997096	0.875433	0	
* 20	2022-07-15 14:01:25	10	2	7.21118	-0.077788	0.051	0.427	26.4	60	0.997225	0.603861	0	
* 21	2022-07-15 14:02:59	9	1	31.1818	-2.52195	0.004	0.055	26.7	59	0.998633	0.996757	0	
* 22	2022-07-15 14:04:25	9	2	14.6042	-1.00025	0.039	0.367	26.4	60	0.99859	0.588279	0	
* 23	2022-07-15 14:06:47	11	1	0	0	0.052	0.479	26.4	59	0	0	0	
* 24	2022-07-15 14:08:13	11	2	4.69868	-0.100676	0.051	0.482	26.4	60	0.991997	-0.36922	0	
* 25	2022-07-15 14:10:16	13	1	36.2219	-4.31101	0.004	0.059	26.2	60	0.996584	0.995626	0	
* 26	2022-07-15 14:11:42	13	2	16.4894	-1.51312	0.028	0.321	26.2	60	0.996653	0.919301	0	
* 27	2022-07-15 14:14:08	14	1	51.2614	-1.14716	0.045	0.394	26.4	60	0.996815	0.986665	0	
* 28	2022-07-15 14:15:33	14	2	26.7788	-0.351488	0.046	0.392	26.4	60	0.998926	-3.53527	0	
* 29	2022-07-15 14:17:10	15	1	0	0	0.004	0.064	26.4	60	0	0	0	
* 30	2022-07-15 14:18:35	15	2	13.365	-0.52725	0.062	0.4828	26.4	60	0.998465	0.326423	0	
* 31	2022-07-15 14:20:16	16	1	16.3245	-0.1508	0.004	0.062	26.4	60	0.993721	-17.5893	0	
* 32	2022-07-15 14:21:42	16	2	7.61335	-0.270837	0.054	0.437	26.4	60	0.997702	0.895426	0	
* 33	2022-07-15 14:25:35	17	1	26.0908	-1.39972	-0.0022	0.0128	26.4	60	0.998043	0.715372	0	
* 34	2022-07-15 14:27:00	17	2	0	0	0.035	0.368	26.4	60	0	0	0	
* 35	2022-07-15 14:29:08	18	1	24.8208	-0.939147	0.004	0.067	26.4	60	0.995753	-4.30532	0	
* 36	2022-07-15 14:30:33	18	2	16.2409	-1.29177	0.0316	0.3704	26.4	60	0.998087	0.769154	0	
* 37	2022-07-15 14:32:26	19	1	12.3024	-0.377599	0.004	0.064	26.4	60	0.999123	0.829345	0	
* 38	2022-07-15 14:33:51	19	2	8.70437	-0.305761	0.042	0.409	26.2	60	0.998799	0.421492	0	
* 39	2022-07-15 14:35:24	20	1	11.5052	-0.219047	0.042	0.409	26.2	60	0.99766	0.671248	0	
* 40	2022-07-15 14:36:50	20	2	7.4239	-0.192028	0.046	0.424	26.2	60	0.995792	0.884599	0	
* 41	2022-07-15 14:39:08	24	1	0	0	0.004	0.071	26.2	60	0	0	0	
* 42	2022-07-15 14:40:33	24	2	9.39024	-0.168466	0.037	0.389	25.9	60	0.996678	-1.9572	0	
* 43	2022-07-15 14:42:17	21	1	48.5886	-3.2513	0.036	0.392	25.9	60	0.98057	0.972872	0	
* 44	2022-07-15 14:43:41	21	2	19.2117	-1.3039	0.015	0.266	25.9	59	0.998216	0.982804	0	
* 45	2022-07-15 14:45:33	22	1	23.1268	-4.48607	0.0042	0.209	25.6	60	0.998365	0.980356	0	
* 46	2022-07-15 14:46:59	22	2	11.3837	-0.504144	0.041	0.414	25.6	60	0.997881	-0.479322	0	
* 47	2022-07-15 14:48:31	23	1	29.3583	-2.50709	0.0463333	0.429333	25.6	60	0.988295	0.905055	0	
* 48	2022-07-15 14:49:57	23	2	13.8873	-0.493366	0.029	0.375	25.6	60	0.997919	0.368433	0	
* 49	2022-07-15 14:52:04	26	1	17.8603	-0.485985	0.011	0.179	25.6	60	0.994816	0.855104	0	
* 50	2022-07-15 14:53:29	26	2	8.63432	-0.430161	0.05	0.427	25.6	60	0.995627	0.939814	0	
* 51	2022-07-15 14:58:08	25	1	24.5923	-0.49081	0.012	0.202	25.6	60	0.999351	-0.294571	0	
* 52	2022-07-15 14:59:33	25	2	15.5248	-0.238586	0.0492	0.4608	25.6	60	0.997205	-0.223647	0	
* 53	2022-07-15 15:01:06	28	1	0	0	0.02	0.283	25.6	60	0	0	0	
* 54	2022-07-15 15:02:32	28	2	16.2723	-0.706244	0.049	0.425	25.6	60	0.996989	0.590814	0	
* 55	2022-07-15 15:04:58	27	1	16.9609	-0.354059	0.064	0.433	25.6	60	0.994641	0.253178	0	
* 56	2022-07-15 15:06:24	27	2	7.80425	-0.0928527	0.065	0.437	25.6	60	0.998474	0.607645	0	
* 57	2022-07-15 15:08:21	30	1	17.6469	-0.692667	0.01	0.133	25.6	59	0.997888	0.955207	0	
* 58	2022-07-15 15:09:47	30	2	6.78118	-0.236439	0.047	0.423	25.6	60	0.997601	0.810025	0	
* 59	2022-07-15 15:11:17	31	1	4.76807	-0.198546	0.047	0.423	25.6	59	0.992686	-0.625732	0	
* 60	2022-07-15 15:12:44	31	2	0	0	0.044	0.487	25.6	60	0	0	0	
* 61	2022-07-15 15:14:12	29	1	18.5496	-0.569165	0.044	0.487	25.6	60	0.998402	0.946853	0	
