Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-09-28 08:15:57	4	1	0	-56.8209	0.009	0.281	18	60	0	0.879518	112	
* 2	2021-09-28 08:17:23	4	2	77.4314	250.395	0.009	0.281	18	60	0.736943	0.732029	112	
* 3	2021-09-28 08:20:54	2	1	27.1122	62.044	0.006	0.16	18	60	0.945716	0.606488	16	
* 4	2021-09-28 08:22:20	2	2	7.32892	-2.24409	0.006	0.159	18.2	60	0.990017	0.893539	8	
* 5	2021-09-28 08:26:18	3	1	9.73011	-1.30901	0	0.014	18.2	60	0.976731	-0.109976	0	
* 6	2021-09-28 08:27:43	3	2	6.00981	-1.29928	0.009	0.208	18.2	60	0.992957	0.353436	0	
* 7	2021-09-28 08:33:10	1	1	13.1904	-1.99391	0.001	0.008	18.2	60	0.994328	0.624729	0	
* 8	2021-09-28 08:34:36	1	2	8.38562	-1.80129	0.009	0.157	18.4	60	0.995416	0.990805	0	
* 9	2021-09-28 08:36:40	5	1	16.9813	-3.12301	0.0092	0.151	18.36	60	0.981201	0.161038	0	
* 10	2021-09-28 08:38:06	5	2	8.87123	-2.33143	0.008	0.189	18.6	60	0.991676	0.99349	0	
* 11	2021-09-28 08:41:35	8	1	9.9661	-3.35371	0.008	0.188	18.6	60	0.995457	0.964566	0	
* 12	2021-09-28 08:43:01	8	2	7.50919	-3.07486	0.006	0.162	18.8	60	0.991597	0.995804	0	
* 13	2021-09-28 08:44:58	7	1	9.78215	-1.35784	0.006	0.208	18.8	60	0.989745	0.937189	0	
* 14	2021-09-28 08:46:24	7	2	6.00737	-1.24006	0.006	0.209	18.8	60	0.992202	0.973125	0	
* 15	2021-09-28 08:48:04	6	1	11.865	-4.67016	0.006	0.141	18.8	60	0.994595	0.998424	0	
* 16	2021-09-28 08:49:30	6	2	6.16135	-2.30919	0.005	0.143	18.8	59	0.991945	0.465042	0	
* 17	2021-09-28 08:51:48	10	1	49.0759	-4.99238	0.0102	0.1278	18.86	60	0.969944	0.949453	0	
* 18	2021-09-28 08:53:13	10	2	6.52824	-0.774393	0.017	0.211	19.1	60	0.970658	0.937277	0	
* 19	2021-09-28 08:54:58	12	1	7.84031	-0.349479	0.02	0.262	19.3	60	0.995016	0.489601	0	
* 20	2021-09-28 08:56:23	12	2	4.09418	-0.26908	0.02	0.261	19.5	59	-0.152641	-2.12069	0	
* 21	2021-09-28 08:58:05	9	1	34.6655	-4.64363	0.017	0.213	19.5	60	0.988902	0.987364	0	
* 22	2021-09-28 08:59:29	9	2	20.3743	-2.75217	0.017	0.21	19.7	60	0.970232	0.93754	0	
* 23	2021-09-28 09:01:23	11	1	2.47319	-0.186974	0.003	0.039	19.7	60	0.945998	-0.393629	0	
* 24	2021-09-28 09:02:48	11	2	2.24666	-0.165389	0.0206	0.3028	19.7	60	0.927905	0.162993	0	
* 25	2021-09-28 09:06:32	13	1	16.6482	-7.23287	0	0	19.7	59	0.988039	0.974826	0	
* 26	2021-09-28 09:07:58	13	2	6.82957	-1.68494	0.008	0.133	19.7	60	0.991257	0.825221	0	
* 27	2021-09-28 09:09:51	14	1	21.4062	-5.04573	0.018	0.22	19.7	60	0.992512	0.99314	0	
