Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2020-10-15 08:57:09	2	1	4.42753	-0.497912	0	0	16.5	59	-2.93983	-0.492044	0	
* 2	2020-10-15 08:58:35	2	2	4.97949	-0.488519	0.021	0.417	16.3	59	0.981226	0.65052	0	
* 3	2020-10-15 09:01:12	3	1	3.13268	-0.206195	0.013	0.371	16	59	0.384508	0.705628	0	
* 4	2020-10-15 09:02:38	3	2	3.00795	-0.219562	0.0132273	0.374545	16	59	0.962617	0.614827	0	
* 5	2020-10-15 09:05:18	1	1	3.6809	-0.652941	0	0	15.8	59	0.284421	0.523694	0	
* 6	2020-10-15 09:06:44	1	2	3.45297	-0.657274	0.017	0.368364	16	59	0.969578	0.969256	0	
* 7	2020-10-15 09:09:38	4	1	3.37425	-0.389264	-0.00227273	-0.085	15.8	59	0.94656	0.203315	0	
* 8	2020-10-15 09:11:04	4	2	3.18391	-0.41031	0.011	0.375	15.8	59	0.419623	0.0376351	0	
* 9	2020-10-15 09:14:02	6	1	3.33263	-0.3283	0.018	0.424	15.7	59	0.87222	0.830419	0	
* 10	2020-10-15 09:15:28	6	2	3.05274	-0.408825	0.018	0.426	15.7	59	0.86754	0.842585	0	
* 11	2020-10-15 09:18:09	7	1	4.94445	-0.443684	0.01	0.332	15.7	60	0.968224	0.600564	0	
* 12	2020-10-15 09:19:34	7	2	3.07597	-0.469667	0.01	0.34	15.7	59	0.926107	0.943877	0	
* 13	2020-10-15 09:22:49	8	1	7.26152	-1.35957	0.012	0.373	15.5	60	0.991012	0.950162	0	
* 14	2020-10-15 09:24:15	8	2	5.89629	-1.23541	0.012	0.375	15.5	59	0.956155	0.872644	0	
* 15	2020-10-15 09:26:39	5	1	5.0149	-0.888776	-0.000818182	-0.0365455	15.3727	59	0.982025	-0.435419	0	
* 16	2020-10-15 09:28:05	5	2	4.67205	-0.932621	0.003	0.137	15.5	59	0.973977	0.809531	0	
* 17	2020-10-15 09:30:53	11	1	1.60185	0.0123514	0.035	0.449	15.7	60	0.802504	0.00646293	0	
* 18	2020-10-15 09:32:19	11	2	1.32181	-0.0335258	0.034	0.454	15.8	59	0.769755	-0.0349566	0	
* 19	2020-10-15 09:34:29	9	1	4.48212	-0.366544	0	0	15.7	59	0.587561	0.602252	0	
* 20	2020-10-15 09:35:55	9	2	0	0	0.03	0.381	16	59	0	0	0	
* 21	2020-10-15 09:38:17	10	1	2.37527	-0.0803637	0	0	16	59	0.944598	-2.06149	0	
* 22	2020-10-15 09:39:43	10	2	2.39301	-0.0889539	0.041	0.469	16.2	59	0.943727	0.456581	0	
* 23	2020-10-15 09:41:55	12	1	3.51252	-0.0390481	0.033	0.448	16	60	0.974061	-0.978094	0	
* 24	2020-10-15 09:43:20	12	2	3.01114	-0.0448733	0.033	0.451	16	59	0.956656	0.0847831	0	
* 25	2020-10-15 09:46:21	13	1	6.76127	-0.989973	0.003	0.038	16.3	59	0.991323	0.972581	0	
* 26	2020-10-15 09:47:46	13	2	6.43304	-0.855176	0.0163182	0.217409	16.8	59	0.982812	0.816571	0	
* 27	2020-10-15 09:50:15	14	1	7.80925	-0.737819	0.002	0.041	16.8	59	0.98981	-0.306489	0	
* 28	2020-10-15 09:51:41	14	2	7.517	-0.738907	0.049	0.471	17.0455	59	0.989189	0.959007	0	
* 29	2020-10-15 09:53:54	15	1	3.03472	-0.335736	0.064	0.554	16.8	59	0.960331	0.824043	0	
* 30	2020-10-15 09:55:20	15	2	2.50363	-0.349824	0.064	0.554	16.8	59	0.946214	0.845662	0	
* 31	2020-10-15 10:02:44	16	1	2.77944	-0.127599	0.047	0.53	16.3	60	0.950312	0.540242	0	
* 32	2020-10-15 10:04:09	16	2	2.71603	-0.123887	0.047	0.53	16.2	59	0.942257	-0.947785	0	
* 33	2020-10-15 10:08:58	18	1	4.83046	-0.518907	0.02	0.396	16.7	59	0.981454	0.74873	0	
* 34	2020-10-15 10:10:24	18	2	4.11595	-0.340512	0.02	0.398	16.7	60	0.922965	-1.35832	0	
* 35	2020-10-15 10:12:50	17	1	5.01526	-0.807212	0.021	0.376	16.5	59	0.823702	0.978741	0	
* 36	2020-10-15 10:14:16	17	2	4.79941	-0.704898	0.02	0.381	16.7	59	0.977222	0.911029	0	
* 37	2020-10-15 10:17:23	20	1	4.49664	-0.202922	0.02	0.397	16.5	59	0.979179	-2.43255	0	
* 38	2020-10-15 10:18:48	20	2	4.3688	-0.222071	0.02	0.397	16.7	59	0.975628	-22.9156	0	
* 39	2020-10-15 10:20:59	19	1	4.16204	-0.109477	0.022	0.413	16.5	59	0.969377	-16.7991	0	
* 40	2020-10-15 10:22:24	19	2	2.90995	-0.0869833	0.023	0.416	16.7	59	0.938652	0.362894	0	
* 41	2020-10-15 10:25:50	24	1	2.70174	-0.266329	0.029	0.471	17	59	0.947356	-234.838	0	
* 42	2020-10-15 10:27:15	24	2	2.60401	-0.30444	0.029	0.471	16.8	59	0.942642	0.284348	0	
* 43	2020-10-15 10:29:42	21	1	4.67463	-0.719333	0.0296364	0.491318	16.6864	59	-1.28325	-0.756843	0	
* 44	2020-10-15 10:31:08	21	2	5.47636	-0.802873	0.015	0.352	16.8	59	0.987146	0.181468	0	
* 45	2020-10-15 10:33:58	23	1	2.95496	-0.128761	0.03	0.475	16.7	59	0.348723	-0.219949	0	
* 46	2020-10-15 10:35:23	23	2	2.75924	-0.10615	0.029	0.478	16.7	59	0.825693	-20.9012	0	
* 47	2020-10-15 10:38:05	22	1	4.0828	-0.141972	0.026	0.458	16.7	59	0.97702	-16.3798	0	
* 48	2020-10-15 10:39:30	22	2	4.2482	-0.1587	0.025	0.46	16.7	59	0.982791	-11.0202	0	
* 49	2020-10-15 10:41:54	28	1	3.84196	-0.0315793	0.04	0.51	16.3	59	0.976364	-391.846	0	
* 50	2020-10-15 10:43:19	28	2	3.66089	97.6291	0.04	0.51	16.5	59	0.984859	0.281095	0	
* 51	2020-10-15 10:46:14	25	1	3.4663	-0.35182	0.005	0.101	16.5	59	-0.266968	0.831125	0	
* 52	2020-10-15 10:47:40	25	2	3.77594	-0.196813	0.0297273	0.453	16.5	59	0.974858	0.57618	0	
* 53	2020-10-15 10:51:11	26	1	4.17463	32.9936	0.01	0.202	16.8	59	0.978079	0.853089	0	
* 54	2020-10-15 10:52:36	26	2	3.71332	-0.474655	0.032	0.491	16.8	59	0.980726	0.361362	0	
* 55	2020-10-15 10:55:28	27	1	2.40244	-0.102852	0.005	0.095	16.8	59	0.948188	-23.2237	0	
* 56	2020-10-15 10:56:54	27	2	3.12479	-0.0275073	0.036	0.488	16.8	59	0.967209	-228.754	0	
* 57	2020-10-15 10:59:36	30	1	2.97414	-0.0438761	0.005	0.099	16.7	59	0.972268	-0.860337	0	
* 58	2020-10-15 11:01:02	30	2	0	0	0.017	0.294	17	59	0	0	0	
* 59	2020-10-15 11:03:21	29	1	4.27615	-0.0914965	0.005	0.101	17	59	0.982761	0.385058	0	
* 60	2020-10-15 11:04:46	29	2	3.72145	-0.15229	0.031	0.467	17.2	59	0.981744	-2.43949	0	
* 61	2020-10-15 11:07:03	31	1	1.30209	-0.0620245	0.028	0.441	17.2	59	0.882169	-2.48879	0	
* 62	2020-10-15 11:08:29	31	2	1.47343	-0.0236119	0.028	0.444	17.2	59	0.865587	-58.4944	0	
* 63	2020-10-15 11:16:02	36	1	1.98594	-0.101933	0.026	0.465	17.2	59	0.810111	-2.57177	0	
* 64	2020-10-15 11:17:28	36	2	1.94817	-0.0737478	0.026	0.469	17	59	0.957363	0.463142	0	
* 65	2020-10-15 11:20:26	35	1	2.23791	-0.107207	0.003	0.074	16.8	59	0.958541	0.244781	0	
* 66	2020-10-15 11:21:52	35	2	1.89159	-0.0244575	0.032	0.488	17	59	0.960355	-2.93588	0	
* 67	2020-10-15 11:24:06	34	1	3.66564	-0.116296	0.034	0.492	16.8	59	0.984757	-0.496793	0	
* 68	2020-10-15 11:25:31	34	2	3.57488	-0.141622	0.034	0.496	17	59	0.984865	-1.68349	0	
* 69	2020-10-15 11:28:12	33	1	4.566	-0.137675	0.013	0.281	17	59	0.965947	0.0389728	0	
* 70	2020-10-15 11:29:37	33	2	3.39106	-0.273001	0.0288636	0.463	17.2273	59	0.982974	0.227701	0	
* 71	2020-10-15 11:32:02	37	1	4.86846	-0.265211	0.03	0.42	17.3	59	0.992271	0.794728	0	
* 72	2020-10-15 11:33:27	37	2	4.46807	-0.252051	0.03	0.42	17.3	59	0.990334	-23.8612	0	
* 73	2020-10-15 11:35:56	39	1	1.95181	-0.123306	0.034	0.468	17.5	59	0.609491	0.637737	0	
* 74	2020-10-15 11:37:21	39	2	1.92288	-0.305027	0.033	0.471	17.5	59	-0.581326	0.33784	0	
* 75	2020-10-15 11:39:50	38	1	2.28981	-0.116009	0.013	0.296	17.3	59	-0.832443	-0.455884	0	
* 76	2020-10-15 11:41:16	38	2	2.59972	-0.127387	0.014	0.296	17.3	59	0.44501	0.5375	0	
* 77	2020-10-15 11:43:30	40	1	2.15612	-0.133694	0.004	0.091	17.3	59	0.967304	-0.166424	0	
* 78	2020-10-15 11:44:55	40	2	1.98898	-0.12599	0.03	0.463	17.5	59	0.963066	-36.0408	0	
* 79	2020-10-15 11:49:43	43	1	3.89961	-1.36281	0.006	0.14	17.7	59	0.974786	0.579813	0	
* 80	2020-10-15 11:51:08	43	2	2.13488	-0.0810555	0.03	0.454	17.5	59	0.949039	-7.93243	0	
* 81	2020-10-15 11:53:36	44	1	4.3394	-0.110658	0.004	0.072	17.5	59	0.981543	0.371098	0	
* 82	2020-10-15 11:55:01	44	2	2.95323	-0.299835	0.035	0.486	17.7	59	0.972098	0.75292	0	
* 83	2020-10-15 11:57:11	42	1	6.6659	-0.534415	0.003	0.068	17.7	59	0.94848	0.962965	0	
* 84	2020-10-15 11:58:37	42	2	7.38271	-0.509874	0.0368636	0.489864	17.9	59	0.996445	0.761615	0	
* 85	2020-10-15 12:01:26	41	1	5.07185	-0.349647	0.004	0.077	18.2	59	0.993396	0.913333	0	
* 86	2020-10-15 12:02:51	41	2	4.06895	-0.38565	0.036	0.471	18.8	59	0.992207	0.939652	0	
* 87	2020-10-15 12:05:28	45	1	2.99877	-0.101888	0.005	0.085	18.8	59	0.97615	-1.49082	0	
* 88	2020-10-15 12:06:53	45	2	0	0	0.039	0.494	18.8	59	0	0	0	
* 89	2020-10-15 12:08:56	46	1	1.89212	-0.0974164	0.032	0.445	18.6	60	0.675242	-0.0615407	0	
* 90	2020-10-15 12:10:21	46	2	2.02262	-0.124525	0.033	0.448	18.8	59	0.968005	-7.8895	0	
* 91	2020-10-15 12:12:52	47	1	1.89727	-0.127489	0.026	0.419	18.4	59	0.96202	0.519621	0	
* 92	2020-10-15 12:14:18	47	2	1.82207	-0.266332	0.027	0.42	18.4	59	0.931823	0.728598	0	
* 93	2020-10-15 12:16:21	48	1	1.93489	-0.162137	0.011	0.229	18.2	59	0.961104	0.153245	0	
* 94	2020-10-15 12:17:46	48	2	1.80128	-0.0643693	0.0346364	0.481045	18.4	59	0.969445	-78.6006	0	
