Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2020-07-08 09:04:47	48	1	0	0	0.033	0.381	20.5	38	0	0	0	
* 2	2020-07-08 09:06:13	48	2	3.6298	-0.106991	0.033	0.384591	20.8727	59	0.945561	-27.2348	0	
* 3	2020-07-08 09:07:54	47	1	4.22454	-0.0984876	0.033	0.389	21.5	59	0.976929	-0.152938	0	
* 4	2020-07-08 09:09:20	47	2	3.00737	-0.309795	0.029	0.424	22.1	59	0.972204	0.437706	0	
* 5	2020-07-08 09:10:59	46	1	3.46718	-0.153525	0.03	0.423	22.4	59	0.93562	-22.355	0	
* 6	2020-07-08 09:12:24	46	2	3.72681	-0.218531	0.036	0.415	22.8	59	0.983641	0.620256	0	
* 7	2020-07-08 09:14:01	45	1	4.50704	-0.0748818	0.036	0.419	23	59	0.828044	0.401343	0	
* 8	2020-07-08 09:15:27	45	2	4.06474	-0.0893556	0.042	0.464	23.5	59	0.816754	-221.741	0	
* 9	2020-07-08 09:17:24	42	1	6.75535	-0.433913	0.041	0.483	23.7	59	0.670599	0.655608	0	
* 10	2020-07-08 09:18:50	42	2	6.22744	-1.43057	0.041	0.487	23.7	59	0.916361	0.948798	0	
* 11	2020-07-08 09:20:22	44	1	3.70371	-0.210864	0.042	0.469	23.9	59	0.210056	0.385217	0	
* 12	2020-07-08 09:21:48	44	2	3.74217	-0.199161	0.043	0.469	23.9	59	0.984327	0.848802	0	
* 13	2020-07-08 09:23:35	41	1	13.509	-0.546373	0.04	0.439	23.9	59	0.997484	-0.394959	0	
* 14	2020-07-08 09:25:01	41	2	7.66445	-0.528447	0.04	0.44	24.2	59	0.9971	0.0231357	0	
* 15	2020-07-08 09:27:12	40	1	4.25844	-0.206413	-0.00145455	-0.0166364	23.8318	59	0.990101	-2.37754	0	
* 16	2020-07-08 09:28:38	40	2	4.35537	-0.226674	0.027	0.384	24.2	59	0.987636	-0.760391	0	
* 17	2020-07-08 09:30:26	38	1	4.11594	-0.22511	0.028	0.414	24.2	59	0.497144	-0.0144572	0	
* 18	2020-07-08 09:31:52	38	2	4.55166	-0.276079	0.027	0.419	24.2	59	-0.0158244	-44.7407	0	
* 19	2020-07-08 09:33:44	39	1	6.56572	-0.291238	0.005	0.082	24.4	59	0.514793	0.7577	0	
* 20	2020-07-08 09:35:10	39	2	6.66799	-0.227919	0.0377273	0.472	24.4	59	0.732157	0.426666	0	
* 21	2020-07-08 09:43:03	37	1	7.01408	-0.310667	0.039	0.472	24.7	60	0.993114	-1.79424	0	
* 22	2020-07-08 09:44:28	37	2	6.68573	-0.268331	0.038	0.456	24.7	59	0.964549	0.318985	0	
* 23	2020-07-08 09:46:14	33	1	0	0	0.039	0.456	24.7	59	0	0	0	
* 24	2020-07-08 09:47:40	33	2	5.38927	-2.27278	0.037	0.459	24.7	59	0.988335	0.726332	0	
* 25	2020-07-08 09:49:15	35	1	3.23438	-0.0223752	0.0360909	0.460909	24.7	59	0.953745	-20.0269	0	
* 26	2020-07-08 09:50:40	35	2	2.67012	-6.95278e-05	0.039	0.46	24.7	59	0.943236	-19.7844	0	
* 27	2020-07-08 09:52:20	34	1	4.27896	-1.30705	0.039	0.492	24.7	59	0.981621	0.67938	0	
* 28	2020-07-08 09:53:46	34	2	3.58444	-0.1961	0.038	0.492	24.7	59	0.986672	0.428364	0	
* 29	2020-07-08 09:55:20	36	1	0	0	0.035	0.449	24.7	59	0	0	0	
* 30	2020-07-08 09:56:45	36	2	3.75443	-0.193155	0.035	0.451	24.7	59	0.980027	-4.57666	0	
* 31	2020-07-08 09:58:37	31	1	3.44693	0.0644261	0.01	0.18	24.9	59	0.944426	-106.223	0	
* 32	2020-07-08 10:00:03	31	2	3.01174	0.195854	0.035	0.449	24.9	59	0.816035	-50.4451	0	
* 33	2020-07-08 10:01:36	32	1	2.08693	-0.20726	0.034	0.439	24.9	59	0.308221	0.569144	0	
* 34	2020-07-08 10:03:02	32	2	0	0	0.034	0.442	24.9	59	0	0	0	
* 35	2020-07-08 10:04:43	29	1	0	0	0.009	0.145	24.9	59	0	0	0	
* 36	2020-07-08 10:06:08	29	2	7.61896	-0.318636	0.038	0.462	24.9	59	0.98128	-2.78919	0	
* 37	2020-07-08 10:07:47	30	1	5.11073	-0.0924459	0.007	0.124	24.9	59	0.974059	-73.328	0	
* 38	2020-07-08 10:09:12	30	2	4.11844	-0.0996351	0.037	0.47	24.9	59	0.958853	-1.34727	0	
* 39	2020-07-08 10:10:58	27	1	3.87452	153.588	0.007	0.12	24.9	59	0.92331	0.742614	0	
* 40	2020-07-08 10:12:24	27	2	2.91458	-38.3288	0.044	0.489	24.9	59	0.90261	0.700999	0	
* 41	2020-07-08 10:15:21	26	1	5.39001	-0.161809	0.04	0.463	24.9	59	0.957129	-6.42472	0	
* 42	2020-07-08 10:16:47	26	2	0	0	0.039	0.466	24.9	59	0	0	0	
* 43	2020-07-08 10:18:42	28	1	3.13171	-1.0451	0.007	0.108	24.9	59	0.934505	0.241425	0	
* 44	2020-07-08 10:20:08	28	2	2.95817	-0.30059	0.048	0.474273	24.9	59	0.926313	0.265262	0	
* 45	2020-07-08 10:21:47	25	1	5.90127	-0.336865	0.003	0.043	24.9	59	0.787748	0.406247	0	
* 46	2020-07-08 10:23:12	25	2	5.77864	-0.353069	0.0362273	0.409318	25.1	59	-0.0926661	-2.53914	0	
* 47	2020-07-08 10:25:08	23	1	6.69593	-0.238364	0.0361364	0.406955	25.1	59	0.961069	-1.04939	0	
* 48	2020-07-08 10:26:33	23	2	5.99019	-0.700304	0.035	0.453	25.1	59	0.958425	0.591433	0	
* 49	2020-07-08 10:28:15	22	1	5.94061	-0.237427	0.0339091	0.451182	25.1	59	0.963015	-96.6075	0	
* 50	2020-07-08 10:29:39	22	2	4.45329	-1.88147	0.028	0.446	25.1	59	0.841481	0.546131	0	
* 51	2020-07-08 10:31:20	21	1	7.1468	-0.512334	0.016	0.307	25.1	59	0.968015	0.0309042	0	
* 52	2020-07-08 10:32:45	21	2	7.06565	-0.521988	0.016	0.309	25.1	59	0.965363	0.842	0	
* 53	2020-07-08 10:34:27	24	1	4.95458	-0.259257	0.031	0.44	25.1	59	0.936362	0.128864	0	
* 54	2020-07-08 10:35:52	24	2	0	0	0.032	0.441	25.1	59	0	0	0	
* 55	2020-07-08 10:37:48	19	1	2.24601	-0.0749542	0.006	0.099	25.1	59	0.910791	-106.325	0	
* 56	2020-07-08 10:39:13	19	2	0	0	0.0291364	0.426727	25.1	59	0	0	0	
* 57	2020-07-08 10:40:47	20	1	7.27449	-0.474333	0.028	0.429	25.1	60	0.974003	-9.05948	0	
* 58	2020-07-08 10:42:12	20	2	6.21438	-0.397121	0.025	0.371773	25.4	59	0.79784	-6.07956	0	
* 59	2020-07-08 10:43:46	18	1	4.43478	-2.19412	0.005	0.083	25.4	59	0.817027	0.796743	0	
* 60	2020-07-08 10:45:11	18	2	4.16575	-0.377147	0.018	0.352455	25.4	59	0.3011	-41.756	0	
* 61	2020-07-08 10:46:46	17	1	12.7695	-2.18082	0.006	0.082	25.4	59	0.994782	0.981998	0	
* 62	2020-07-08 10:48:11	17	2	10.2824	-0.937399	0.0237273	0.372	25.4	59	0.993582	0.664284	0	
* 63	2020-07-08 10:51:19	15	1	6.64092	-0.588483	0.051	0.478	25.4	59	0.778284	0.344535	0	
* 64	2020-07-08 10:52:45	15	2	5.38407	-0.498704	0.05	0.482	25.4	59	0.82688	0.683291	0	
* 65	2020-07-08 10:54:28	16	1	8.43177	-0.299034	0.058	0.518	25.4	59	0.981932	-1.17945	0	
