Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-08-04 09:53:22	48	1	14.2187	-4.93204	0.008	0.124	21.9	60	0.99556	0.765805	8	
* 2	2021-08-04 09:54:48	48	2	0	0	0.008	0.124	21.9	59	0	0	0	
* 3	2021-08-04 09:56:40	47	1	13.211	-5.12584	0.008	0.124	21.9	59	0.702715	0.773798	0	
* 4	2021-08-04 09:58:06	47	2	17.4461	-6.28947	0.007	0.119	21.9	60	0.752016	0.80688	0	
* 5	2021-08-04 10:00:20	46	1	17.7804	-6.17313	0	0	21.7	59	0.997725	0.99455	0	
* 6	2021-08-04 10:01:46	46	2	18.5213	-6.35395	0.0138636	0.177	21.9	59	0.798699	0.879453	0	
* 7	2021-08-04 10:04:17	45	1	13.6954	-4.07926	0	0	21.9	59	0.992693	0.99587	0	
* 8	2021-08-04 10:05:43	45	2	11.1102	-3.47093	0.011	0.149727	22.1	59	0.748962	0.780362	0	
* 9	2021-08-04 10:07:51	42	1	9.46217	-4.37259	0.008	0.12	22.4	60	0.813819	0.774903	0	
* 10	2021-08-04 10:09:16	42	2	9.80462	-4.4205	0.008	0.118	22.4	59	0.691043	0.675817	0	
* 11	2021-08-04 10:11:34	43	1	12.12	-5.19082	0.008	0.122	22.4	59	0.987389	0.979743	0	
* 12	2021-08-04 10:13:00	43	2	11.6765	-5.15396	0.01	0.156	22.4	59	0.769712	0.746187	0	
* 13	2021-08-04 10:14:58	44	1	13.6074	-5.56696	0.009	0.127	22.4	59	0.994378	0.992809	0	
* 14	2021-08-04 10:16:24	44	2	13.6998	-2.18149	0.009	0.127	22.1	60	0.496984	0.398372	0	
* 15	2021-08-04 10:18:55	41	1	8.75291	-3.63543	0.009	0.129	22.1	60	0.990606	0.992885	0	
* 16	2021-08-04 10:20:20	41	2	7.87449	-3.30786	0.009	0.129	22.1	59	0.743413	0.735748	0	
* 17	2021-08-04 10:22:45	40	1	22.3508	-5.75253	-0.0032	-0.0516	22.1	60	0.998167	0.983577	0	
* 18	2021-08-04 10:24:11	40	2	17.3025	-4.68245	0.008	0.129	22.1	59	0.996589	0.878466	0	
* 19	2021-08-04 10:26:54	38	1	18.9722	-5.1294	0.003	0.055	22.1	59	0.995809	0.997325	0	
* 20	2021-08-04 10:28:19	38	2	16.5669	-4.54477	0.003	0.057	22.1	59	0.969481	0.967875	0	
* 21	2021-08-04 10:30:14	39	1	13.3591	-3.49852	0	0	22.1	59	0.933683	0.950718	0	
* 22	2021-08-04 10:31:40	39	2	13.126	-3.44147	0.011	0.15	22.1	60	0.598137	0.597949	0	
* 23	2021-08-04 10:34:39	33	1	16.124	-4.69997	0	0	21.9	60	0.993169	0.995839	0	
* 24	2021-08-04 10:36:04	33	2	0	0	0.007	0.121	22.1	59	0	0	0	
* 25	2021-08-04 10:41:43	35	1	36.33	-1.19448	0.019	0.293	21.9	59	0.731649	0.664141	0	
* 26	2021-08-04 10:43:09	35	2	38.9776	-1.21225	0.019	0.293	21.9	60	0.677406	0.694234	0	
* 27	2021-08-04 10:45:09	34	1	13.2315	-3.12943	0.008	0.12	21.7	59	0.990979	0.66163	0	
* 28	2021-08-04 10:46:34	34	2	10.6391	-3.0475	0.008	0.12	21.7	59	0.854604	0.858028	0	
* 29	2021-08-04 10:50:43	32	1	12.0492	-4.12682	-0.00136364	-0.0305455	21.7	59	0.976597	0.980009	0	
* 30	2021-08-04 10:52:09	32	2	12.1709	-4.18245	0.005	0.112	21.7	59	0.949948	0.969545	0	
* 31	2021-08-04 10:54:27	31	1	12.5356	-4.13842	0.005	0.112	21.5	59	0.996011	0.996619	0	
* 32	2021-08-04 10:55:53	31	2	13.1651	-4.32178	0.008	0.137	21.5	59	0.940136	0.972079	0	
* 33	2021-08-04 10:58:27	29	1	17.8473	-4.3841	0	0	21.5	60	0.85055	0.846645	0	
* 34	2021-08-04 10:59:52	29	2	0	0	0.008	0.131	21.7	59	0	0	0	
* 35	2021-08-04 11:02:30	30	1	11.6323	-4.01946	0	0	21.7	59	0.866461	0.939114	0	
* 36	2021-08-04 11:03:56	30	2	11.6041	-4.01798	0.006	0.103	21.9	59	0.752274	0.772431	0	
* 37	2021-08-04 11:06:44	27	1	19.7036	-3.32341	-0.003	-0.0447273	21.9	59	0.91275	0.92728	0	
* 38	2021-08-04 11:08:10	27	2	20.3613	-3.40339	0.011	0.164	21.9	59	0.772378	0.756135	0	
* 39	2021-08-04 11:11:37	25	1	13.9768	-4.66078	0	0	21.9	59	0.962169	0.968262	0	
* 40	2021-08-04 11:13:03	25	2	13.3627	-4.40766	0.006	0.111	22.4	59	0.752676	0.752834	0	
* 41	2021-08-04 11:15:20	26	1	23.1833	-4.94457	0	0	22.1	60	0.998167	0.997648	0	
* 42	2021-08-04 11:16:45	26	2	15.794	-3.15461	0.008	0.111	22.4	59	0.745761	0.771483	0	
* 43	2021-08-04 11:20:21	28	1	25.7535	-4.09433	0	0	22.1	59	0.779828	0.842502	0	
* 44	2021-08-04 11:21:46	28	2	0	0	0.0292727	0.244409	22.4	59	0	0	0	
* 45	2021-08-04 11:24:50	22	1	22.4467	-5.58106	0.012	0.140227	22.1	59	0.994275	0.966068	0	
* 46	2021-08-04 11:26:15	22	2	7.33762	-1.73436	0.005	0.096	22.1	59	0.995012	0.933174	0	
* 47	2021-08-04 11:28:18	23	1	12.0483	-4.56644	0.008	0.129	22.1	59	0.996859	0.980798	0	
* 48	2021-08-04 11:29:43	23	2	10.3025	-4.09152	0.007	0.133	22.1	59	0.82664	0.817788	0	
* 49	2021-08-04 11:31:42	24	1	14.2111	-6.06551	0.00868182	0.137409	22.1	59	0.761935	0.828978	0	
* 50	2021-08-04 11:33:08	24	2	12.5039	-5.26282	0.005	0.092	22.4	60	0.614144	0.613178	0	
* 51	2021-08-04 11:36:56	21	1	16.1446	-4.40573	0.003	0.052	22.1	60	0.995231	0.892367	0	
* 52	2021-08-04 11:38:21	21	2	10.074	-3.7633	0.003	0.054	22.4	59	0.733174	0.79029	0	
* 53	2021-08-04 11:40:50	20	1	16.7871	-6.01045	0.00504545	0.0887727	22.1	59	0.95182	0.958217	0	
* 54	2021-08-04 11:42:15	20	2	13.3589	-4.80253	0.006	0.103	22.4	59	0.860607	0.863273	0	
* 55	2021-08-04 11:44:12	19	1	9.03415	-2.7862	0	0	22.4	59	0.960315	0.886207	0	
* 56	2021-08-04 11:45:37	19	2	12.0891	-3.75814	0.011	0.213	22.4	59	0.904599	0.892698	0	
* 57	2021-08-04 11:47:20	18	1	13.5602	-6.53686	0	0	22.4	59	0.923517	0.942882	0	
* 58	2021-08-04 11:48:46	18	2	14.0027	-6.55399	0.006	0.092	22.1	59	0.796155	0.844675	0	
* 59	2021-08-04 11:50:52	17	1	15.0616	-6.27531	0.009	0.141	22.4	60	0.922028	0.914884	0	
* 60	2021-08-04 11:52:17	17	2	0	0	0.009	0.141	22.6	59	0	0	0	
* 61	2021-08-04 12:49:25	16	1	21595.6	-5879.13	0.047	0.435	22.8	59	0.148096	0.199859	151.091	
* 62	2021-08-04 12:50:50	16	2	27.2916	-1.80656	0.047	0.435	22.8	59	0.00860483	0.00924839	112	
* 63	2021-08-04 12:55:51	15	1	19693.1	-6.03738	0.047	0.419	22.8	59	0.0343638	-23520.7	192	
* 64	2021-08-04 12:57:17	15	2	40.4686	-14.3805	0.047	0.416	22.8	59	0.0412096	0.221304	112	
* 65	2021-08-04 13:06:49	14	1	15.789	-32.2147	0.009	0.142818	22.9182	59	0.212659	-0.225423	16	
* 66	2021-08-04 13:08:15	14	2	6.46693	44.3897	0.009	0.142	23	59	0.978002	0.511839	8	
