Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2020-12-07 11:04:57	2	1	1.38025	-0.120409	0	0	7.8	60	0.887872	-0.243108	0	
* 2	2020-12-07 11:06:24	2	2	1.6929	-0.156189	0.035	0.248	7.5	60	0.921337	0.780106	0	
* 3	2020-12-07 11:09:26	3	1	1.12574	-0.169225	0	0.069	7.2	60	0.833497	0.637366	0	
* 4	2020-12-07 11:10:52	3	2	0.988318	-0.189175	0	0.064	7.1	59	0.81364	0.649138	0	
* 5	2020-12-07 11:13:55	1	1	1.27599	-0.440206	0	0	7.1	60	0.86477	0.963708	0	
* 6	2020-12-07 11:15:21	1	2	1.42946	-0.509912	0	0.012	7.2	60	0.888045	0.930165	0	
* 7	2020-12-07 11:17:53	5	1	2.6186	-0.84214	0	0	7.1	60	0.955061	0.713726	0	
* 8	2020-12-07 11:19:18	5	2	0	0	0	0.006	7.3	59	0	0	0	
* 9	2020-12-07 11:22:08	8	1	2.19872	-0.905815	0	0.006	7.6	60	0.888456	0.974146	0	
* 10	2020-12-07 11:23:34	8	2	0	0	0	0.016	7.6	59	0	0	0	
* 11	2020-12-07 11:26:03	7	1	0.94176	-0.316679	0	-0.002	7.5	60	0.727903	0.524504	0	
* 12	2020-12-07 11:27:30	7	2	0	0	0	0.014	7.6	60	0	0	0	
* 13	2020-12-07 11:29:46	6	1	1.50306	-0.309413	0	0	7.5	60	0.892461	-2.27032	0	
* 14	2020-12-07 11:31:12	6	2	1.70735	-0.289647	0	0.033	7.5	60	0.931049	0.889885	0	
* 15	2020-12-07 11:33:50	11	1	0.725588	-0.148357	0	0	7.4	60	0.540116	-0.0429335	0	
* 16	2020-12-07 11:35:16	11	2	0.698289	-0.143872	0	0.023	7.5	60	0.541871	0.459478	0	
* 17	2020-12-07 11:38:05	9	1	1.48808	-0.204869	0	1.73472e-18	7.6	60	0.914433	-0.535296	0	
* 18	2020-12-07 11:39:31	9	2	1.66928	-0.21652	0	0.016	7.6	60	0.889336	0.313293	0	
* 19	2020-12-07 11:41:45	12	1	2.64476	-0.257877	0	0	7.5	60	0.93726	0.366674	0	
* 20	2020-12-07 11:43:11	12	2	1.56341	-0.185185	0	0.021	7.6	60	0.844845	0.578656	0	
* 21	2020-12-07 11:45:31	10	1	2.35744	-1.25154	0	0.012	7.5	60	0.870356	0.429206	0	
* 22	2020-12-07 11:46:57	10	2	1.09107	-0.118099	0	0.016	7.5	59	0.803532	0.200531	0	
