Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-09-16 08:34:31	4	1	7.37661	-1.31757	0.003	0.05	23	60	0.994718	0.839297	0	
* 2	2021-09-16 08:35:56	4	2	7.52214	-1.23501	0.012	0.259	23	60	0.854565	-0.130481	0	
* 3	2021-09-16 08:45:10	2	1	15.4018	-3.19399	0.008	0.146	23	60	0.994058	0.404535	0	
* 4	2021-09-16 08:46:36	2	2	10.7537	-2.90697	0.008	0.146	23	60	0.994975	0.84891	0	
* 5	2021-09-16 08:48:27	3	1	9.34182	-1.79307	0.008	0.147	22.8	60	0.994184	0.635536	0	
* 6	2021-09-16 08:49:52	3	2	7.44263	-1.63172	0.012	0.231	23	60	0.993738	0.962222	0	
* 7	2021-09-16 08:52:31	1	1	13.957	-2.06494	0.004	0.061	23	60	0.996002	0.671126	0	
* 8	2021-09-16 08:53:58	1	2	10.7091	-1.95337	0.01	0.175	23.5	60	0.997413	0.991872	0	
* 9	2021-09-16 08:56:17	5	1	9.58089	-2.73708	0.003	0.028	23.5	60	0.908888	0.793306	0	
* 10	2021-09-16 08:57:43	5	2	8.31823	-2.32412	0.008	0.173	23.5	60	0.912122	0.925976	0	
* 11	2021-09-16 09:00:05	6	1	8.98017	-2.60252	0.008	0.157	23.3	60	0.997961	0.842867	0	
* 12	2021-09-16 09:01:31	6	2	7.8881	-2.39466	0.008	0.158	23.5	60	0.993329	0.987194	0	
* 13	2021-09-16 09:03:23	7	1	10.3495	-1.40475	0.003	0.035	23.3	60	0.996066	0.99203	0	
* 14	2021-09-16 09:04:49	7	2	9.18131	-1.96178	0.016	0.338	23.5	60	0.996531	0.99449	0	
* 15	2021-09-16 09:07:34	8	1	11.0935	-3.12594	0.003	0.031	23.3	60	0.997618	0.752625	0	
* 16	2021-09-16 09:08:59	8	2	8.67627	-3.00083	0.003	0.043	23.5	60	0.997289	0.937934	0	
* 17	2021-09-16 09:11:27	12	1	64.5424	-4.63741	0.003	0.046	23.3	60	0.992499	0.985793	0	
* 18	2021-09-16 09:12:52	12	2	7.41257	-0.480005	0.003	0.05	23.3	60	0.995441	0.567402	0	
* 19	2021-09-16 09:15:51	10	1	12.3452	-0.334054	0.026	0.331	23.3	60	0.996705	-0.0128835	0	
* 20	2021-09-16 09:17:16	10	2	5.44094	-0.202859	0.026	0.334	23.3	60	0.689664	0.631909	0	
* 21	2021-09-16 09:19:12	9	1	21.1824	-1.79992	0.004	0.061	23.3	60	0.995303	-0.101521	0	
* 22	2021-09-16 09:20:38	9	2	13.8074	-1.48439	0.029	0.295	23.5	60	0.754004	0.918619	0	
* 23	2021-09-16 09:22:51	11	1	2.72351	-0.114615	0.033	0.403	23.5	60	0.980363	-0.927945	0	
* 24	2021-09-16 09:24:16	11	2	2.36233	-0.0990197	0.033	0.404	23.7	60	0.979267	-0.846141	0	
* 25	2021-09-16 09:33:35	13	1	14.9919	-1.85436	0.003	0.03	23.5	60	0.995965	0.731914	0	
* 26	2021-09-16 09:35:00	13	2	8.62634	-1.58571	0.003	0.033	23.5	60	0.996492	0.965234	0	
* 27	2021-09-16 09:37:20	14	1	26.2453	-5.1303	0.003	0.027	23.5	60	0.979573	0.97729	0	
* 28	2021-09-16 09:38:45	14	2	9.5057	-1.45075	0.003	0.03	23.5	60	0.994815	0.951187	0	
* 29	2021-09-16 09:40:29	15	1	12.8463	-1.52955	0.003	0.03	23.5	60	0.990173	0.8241	0	
* 30	2021-09-16 09:41:55	15	2	7.55452	-1.4691	0.013	0.171	23.5	60	0.997125	0.959816	0	
* 31	2021-09-16 09:44:42	16	1	16.3613	-0.180237	0.003	0.023	23.3	60	0.996051	0.720419	0	
* 32	2021-09-16 09:46:07	16	2	9.18605	-0.101608	0.015	0.174	23.5	60	0.997969	0.651995	0	
* 33	2021-09-16 09:52:43	17	1	23.2718	-1.78826	0.007	0.0940667	23.9	60	0.996161	0.966826	0	
* 34	2021-09-16 09:54:08	17	2	11.5501	-1.27425	0.018	0.284	23.9	60	0.998292	0.961047	0	
* 35	2021-09-16 09:56:37	18	1	23.9528	-1.81643	-0.003	-0.0556667	23.9	60	0.996947	-0.400006	0	
* 36	2021-09-16 09:58:03	18	2	16.5767	-1.53533	0.022	0.338	23.9	60	0.995311	0.72102	0	
* 37	2021-09-16 10:00:42	20	1	26.9863	-2.26592	0.021	0.341	23.9	60	0.995648	0.98969	0	
* 38	2021-09-16 10:02:07	20	2	11.9199	-0.65869	0.022	0.337	23.9	60	0.993492	0.966629	0	
* 39	2021-09-16 10:04:07	19	1	7.78673	-0.50918	0.019	0.312	23.9	60	0.997131	0.737689	0	
* 40	2021-09-16 10:05:32	19	2	5.75404	-0.440789	0.02	0.312	23.9	60	0.960622	0.960553	0	
* 41	2021-09-16 10:07:52	21	1	20.7784	-2.06399	0.016	0.276	23.9	60	0.997492	-0.89835	0	
* 42	2021-09-16 10:09:17	21	2	9.68493	-1.52906	0.016	0.275	23.9	60	0.997143	0.930145	0	
* 43	2021-09-16 10:11:40	24	1	16.7781	-2.20286	0.013	0.256	23.9	60	0.997511	0.843375	0	
* 44	2021-09-16 10:13:05	24	2	10.0912	-0.777272	0.022	0.344	23.9	60	0.99692	0.964014	0	
* 45	2021-09-16 10:15:09	23	1	10.6337	-0.520619	0.009	0.169	23.9	60	0.995871	-0.224887	0	
* 46	2021-09-16 10:16:35	23	2	7.14454	-0.494666	0.022	0.338	23.9	60	0.997027	0.928082	0	
* 47	2021-09-16 10:18:42	22	1	27.0198	-3.79177	0.022	0.338	23.9	60	0.992335	0.979446	0	
* 48	2021-09-16 10:20:08	22	2	12.8245	-1.02654	0.026	0.365	23.9	60	0.998412	0.98377	0	
* 49	2021-09-16 10:22:13	26	1	20.1876	-0.647926	0.009	0.159	23.9	60	0.995232	-2.06013	0	
* 50	2021-09-16 10:23:38	26	2	12.7407	-0.605853	0.031	0.388	23.98	60	0.99724	-0.0750796	0	
* 51	2021-09-16 10:26:09	28	1	10.5597	-0.570087	0.034	0.414	23.7	60	0.90698	0.852407	0	
* 52	2021-09-16 10:27:34	28	2	11.1648	-0.598302	0.035	0.414	23.7	60	0.998162	0.440241	0	
* 53	2021-09-16 10:29:33	25	1	19.0437	-0.310811	0.035	0.414	23.7	60	0.992003	-1.97095	0	
* 54	2021-09-16 10:30:58	25	2	10.8025	-0.229895	0.026	0.364	23.7	60	0.996406	0.681356	0	
* 55	2021-09-16 10:33:05	27	1	7.8942	-0.142248	0.003	0.035	23.9	60	0.993457	0.463015	0	
* 56	2021-09-16 10:34:30	27	2	6.07169	-0.147658	0.033	0.405	23.9	60	0.749145	0.504852	0	
* 57	2021-09-16 10:36:58	29	1	25.2154	-0.898949	0.031	0.398	23.7	60	0.997686	0.894078	0	
* 58	2021-09-16 10:38:24	29	2	14.9548	-0.645091	0.031	0.398	23.7	60	0.99652	0.954591	0	
* 59	2021-09-16 10:40:19	30	1	10.1131	-0.82036	0.006	0.093	23.7	60	0.996595	0.978755	0	
* 60	2021-09-16 10:41:45	30	2	6.42459	-0.416136	0.019	0.305	23.7	60	0.996812	0.916191	0	
* 61	2021-09-16 10:43:39	31	1	4.88156	-0.252973	0.0158	0.2866	23.7	60	0.992757	0.897196	0	
* 62	2021-09-16 10:45:04	31	2	4.3935	-0.243905	0.028	0.371	23.7	60	0.991219	0.292289	0	
* 63	2021-09-16 10:47:05	32	1	17.5064	-0.53345	0.027	0.378	23.7	60	0.992799	0.876053	0	
* 64	2021-09-16 10:48:31	32	2	6.82134	-0.900356	0.027	0.38	23.7	60	0.996788	0.834107	0	
