Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2022-03-15 09:05:35	4	1	0	0	-0.00245455	-0.0706364	21.6091	59	0	0	16	
* 2	2022-03-15 09:07:00	4	2	0.615831	-0.0933894	0.008	0.265	20.3	59	0.373027	0.389361	9.81818	
* 3	2022-03-15 09:09:00	2	1	1.78395	-0.43818	0.01	0.255	18.9	59	0.856789	0.185096	0	
* 4	2022-03-15 09:10:25	2	2	0.217855	-0.185461	0.011	0.269	18.2	59	-6.40733	-1.55473	0	
* 5	2022-03-15 09:13:05	3	1	0.402457	-0.0184802	0.008	0.233	16.7	59	0.295169	-0.0955229	0	
* 6	2022-03-15 09:14:30	3	2	0.550615	-0.382712	0.008	0.238	16.2	59	0.706554	0.888188	0	
* 7	2022-03-15 09:16:28	1	1	-1.29989	0.256192	0.008	0.24	15.4	59	0.227128	0.154425	0	
* 8	2022-03-15 09:17:54	1	2	0	0.54438	0.008	0.204	14.6	59	0	0.592348	0	
* 9	2022-03-15 09:20:18	5	1	0.430988	-0.185737	0	0	14	59	-5.85162	-0.799844	0	
* 10	2022-03-15 09:21:43	5	2	0.213501	8.57471	0.007	0.209	13.5	59	-4.14326	0.202773	0	
* 11	2022-03-15 09:23:55	8	1	1.04568	-0.568033	0.005	0.168	13	59	-5.0787	-13.8395	0	
* 12	2022-03-15 09:25:21	8	2	4.89856	-6.07427	0.005	0.167	12.7	60	0.436383	0.787415	0	
* 13	2022-03-15 09:27:40	7	1	0.718465	-0.292796	0.00681818	0.190864	12.3591	59	0.0351074	-2.98923	0	
* 14	2022-03-15 09:29:06	7	2	2.70251	0.283439	0.009	0.217	12.3	60	0.588276	0.458083	0	
* 15	2022-03-15 09:32:33	6	1	0.742571	-5.41924	0.004	0.1522	11.9	60	0.111032	0.685465	0	
* 16	2022-03-15 09:33:59	6	2	0	-0.115909	0.004	0.15	11.9	59	0	-10.0886	0	
* 17	2022-03-15 09:36:26	10	1	-15.8326	0.627479	0	0	11.9	59	0.197569	0.627759	0	
* 18	2022-03-15 09:37:51	10	2	-0.214916	0.20786	0.006	0.161	12	59	-0.936147	0.079058	0	
* 19	2022-03-15 09:40:16	12	1	0.470375	-0.0875511	0	0	11.9	59	0.449642	-1.11162	0	
* 20	2022-03-15 09:41:41	12	2	0	0	0.00536364	0.196636	12	59	0	0	0	
* 21	2022-03-15 09:43:52	9	1	0.266579	-0.299338	0.001	0.057	12	59	-2.49014	-1.70984	0	
* 22	2022-03-15 09:45:18	9	2	0.00352693	-0.00175747	0.004	0.138	12.1	60	-0.127085	-0.0686331	0	
* 23	2022-03-15 09:47:49	11	1	-0.318278	0.151049	0.008	0.258	12	59	-0.403457	0.464377	0	
* 24	2022-03-15 09:49:15	11	2	-0.151906	0.800877	0.008	0.26	11.9	59	-0.631965	0.68658	0	
* 25	2022-03-15 09:51:53	13	1	1.22067	-0.743812	0.001	0.045	11.6	59	0.846735	0.842567	0	
* 26	2022-03-15 09:53:19	13	2	0	0	0.002	0.095	11.7	60	0	0	0	
* 27	2022-03-15 09:57:22	14	1	1.46047	-0.362331	0	0	11.5	59	0.825344	0.899044	0	
* 28	2022-03-15 09:58:48	14	2	0.991669	-0.286223	0.001	0.082	12	60	0.706418	-0.230241	0	
* 29	2022-03-15 10:00:48	15	1	-0.25939	-0.565516	0	0.028	11.9	59	0.112581	0.0136881	0	
