Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2020-06-19 16:19:18	38	1	5.42351	-0.592859	0.028	0.422	22.8	60	0.653607	0.599043	0	
* 2	2020-06-19 16:20:43	38	2	4.91815	-0.544444	0.028	0.423	22.8	60	0.843496	0.903261	0	
* 3	2020-06-19 16:22:30	40	1	3.72869	-0.505014	0.003	0.05	22.8	60	0.931097	0.461229	0	
* 4	2020-06-19 16:23:55	40	2	3.12823	-0.506658	0.0471818	0.414818	22.8	59	-0.484182	-0.69852	0	
* 5	2020-06-19 16:26:26	41	1	14.513	-0.857014	0.034	0.391	22.8	60	0.982464	0.411155	0	
* 6	2020-06-19 16:27:51	41	2	8.51895	-0.802696	0.0342727	0.388182	22.8	59	0.980672	0.939346	0	
* 7	2020-06-19 16:29:29	42	1	5.20186	-0.660029	0.001	0.004	22.8	60	0.916054	0.568065	0	
* 8	2020-06-19 16:30:54	42	2	4.97106	-0.648064	0.034	0.41	22.8	59	0.779411	0.907467	0	
* 9	2020-06-19 16:33:14	44	1	4.31713	-0.367063	0.041	0.439	23	60	0.896038	0.691812	0	
* 10	2020-06-19 16:34:39	44	2	3.78216	-0.368908	0.041	0.443	23	59	0.908163	0.804702	0	
* 11	2020-06-19 16:38:04	16	1	11.103	-0.570464	0.034	0.363	23.3	60	0.986281	0.635829	0	
* 12	2020-06-19 16:39:30	16	2	9.42396	-0.527418	0.034	0.366	23.3	59	0.986814	0.897849	0	
* 13	2020-06-19 16:41:19	15	1	6.68708	-0.883851	0.051	0.445	23.5	60	0.958146	0.350305	0	
* 14	2020-06-19 16:42:44	15	2	5.92632	-0.788798	0.053	0.444	23.5	59	0.930143	0.920779	0	
* 15	2020-06-19 16:44:31	14	1	10.0477	-0.778921	0.002	0.023	23.5	59	0.988848	0.82569	0	
* 16	2020-06-19 16:45:57	14	2	7.36619	-0.609171	0.037	0.4058	23.7	60	0.98348	0.676562	0	
* 17	2020-06-19 16:47:37	13	1	15.5893	-1.76018	0.037	0.407	23.7	60	0.987579	0.927698	0	
* 18	2020-06-19 16:49:02	13	2	11.2181	-1.548	0.014	0.189	23.7	59	0.985185	0.971509	0	
