Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2020-09-16 15:52:27	7	1	4.12379	-0.542754	0.011	0.338	20.7	59	0.975859	-3.39553	0	
* 2	2020-09-16 15:53:52	7	2	3.38261	-0.539959	0.011	0.339	20.3	59	0.918919	0.952761	0	
* 3	2020-09-16 15:55:51	6	1	5.71999	-0.86096	0.017	0.381	20.1	60	0.986547	0.646264	0	
* 4	2020-09-16 15:57:16	6	2	4.77653	-0.744873	0.016	0.383	20.1	60	0.98425	0.876264	0	
* 5	2020-09-16 15:59:14	8	1	4.63399	-1.44236	0.001	0.013	20.1	60	0.986603	0.981472	0	
* 6	2020-09-16 16:00:39	8	2	4.39558	-1.33937	0.013	0.35	20.1	60	0.984851	0.996099	0	
* 7	2020-09-16 16:02:35	5	1	8.90738	-1.75189	0.013	0.352	20.1	60	0.992616	0.933263	0	
* 8	2020-09-16 16:04:00	5	2	0	0	0.01	0.249	20.1	60	0	0	0	
* 9	2020-09-16 16:06:13	4	1	4.40495	-0.960109	0.002	0.049	20.1	59	0.973847	0.84181	0	
* 10	2020-09-16 16:07:39	4	2	4.12039	-0.868551	0.014	0.35	20.3	60	0.974447	-0.411584	0	
* 11	2020-09-16 16:09:30	2	1	9.47756	-1.11659	0.00972727	0.347091	20.1	59	0.992287	0.258998	0	
* 12	2020-09-16 16:10:56	2	2	6.9941	-1.04465	0.025	0.37	20.3	60	0.995177	0.990996	0	
* 13	2020-09-16 16:13:03	3	1	5.29579	-0.585128	0.002	0.043	20.3	60	0.991096	-0.86699	0	
* 14	2020-09-16 16:14:28	3	2	4.41377	-0.554302	0.015	0.346	20.1	60	0.987827	0.981711	0	
* 15	2020-09-16 16:16:19	1	1	5.96224	-1.82577	0.015	0.349	20.1	59	0.992982	0.989347	0	
* 16	2020-09-16 16:17:45	1	2	6.05981	-1.06191	0.018	0.337	20.3	60	0.992183	0.964871	0	
* 17	2020-09-16 16:20:17	11	1	2.10198	-0.0901446	0.001	0.026	20.3	60	0.972755	-3.90533	0	
* 18	2020-09-16 16:21:42	11	2	1.91349	-0.0585796	0.033	0.41	20.3	60	0.938814	-10.1259	0	
* 19	2020-09-16 16:23:47	12	1	3.88376	-0.149822	0.032	0.425	20.3	59	0.983424	0.623416	0	
* 20	2020-09-16 16:25:12	12	2	3.39237	-0.0721608	0.032	0.426	20.3	59	0.787666	-0.411098	0	
* 21	2020-09-16 16:27:10	9	1	7.46118	-0.894772	0.003	0.073	20.3	60	-0.491136	-0.858367	0	
* 22	2020-09-16 16:28:35	9	2	6.52365	-0.778991	0.034	0.366	20.3	60	0.954623	0.897453	0	
* 23	2020-09-16 16:30:26	10	1	3.80247	-0.249641	0.035	0.366	20.3	60	-0.319225	-18.3174	0	
* 24	2020-09-16 16:31:52	10	2	3.71088	-0.656578	0.039	0.424	20.3	60	0.844292	0.644782	0	
* 25	2020-09-16 16:34:58	13	1	15.0588	-1.98529	0.001	0	20.3	59	0.991321	-0.00223379	0	
* 26	2020-09-16 16:36:24	13	2	8.68296	-1.49679	0.021	0.269	20.3	60	0.997786	0.99074	0	
* 27	2020-09-16 16:38:17	14	1	11.9204	-0.596967	0.021	0.269	20.3	60	0.988375	-0.0972222	0	
* 28	2020-09-16 16:39:42	14	2	8.9394	-0.502636	0.043	0.432	20.5	60	0.995613	0.613428	0	
* 29	2020-09-16 16:41:41	15	1	3.86206	-0.641416	0.046	0.487	20.3	59	0.988113	0.697595	0	
* 30	2020-09-16 16:43:06	15	2	3.85094	-0.622237	0.047	0.487	20.3	59	0.98968	0.547669	0	
* 31	2020-09-16 16:44:59	16	1	4.73625	-0.0628335	0.004	0.075	20.3	59	0.990815	-1.4015	0	
* 32	2020-09-16 16:46:25	16	2	4.18325	-0.0855846	0.049	0.494	20.3	60	0.987433	0.073206	0	
* 33	2020-09-16 16:50:25	17	1	7.71218	-1.20294	0.005	0.087	20.3	60	0.994145	-3.13486	0	
* 34	2020-09-16 16:51:50	17	2	7.53772	-1.14195	0.02	0.291	20.1	60	0.984202	0.985038	0	
* 35	2020-09-16 16:53:51	18	1	5.70965	-0.438662	0.017	0.365	20.3	60	0.991434	0.874413	0	
* 36	2020-09-16 16:55:16	18	2	5.30775	-0.474207	0.017	0.367	20.3	60	0.992843	-14.2875	0	
* 37	2020-09-16 16:57:09	20	1	6.53839	-0.414161	0.001	0.017	20.1	59	0.991347	0.336017	0	
* 38	2020-09-16 16:58:35	20	2	5.1794	-0.4061	0.02	0.369	20.1	59	0.884664	0.917831	0	
* 39	2020-09-16 17:00:22	19	1	2.45107	-0.0175719	0.02	0.37	20.1	60	0.963531	-39.827	0	
* 40	2020-09-16 17:01:47	19	2	2.30235	-0.0757028	0.024	0.382	20.1	60	0.173641	-474.689	0	
* 41	2020-09-16 17:03:52	21	1	7.14591	-1.34654	0.01	0.23	19.9	60	0.989743	-4.66303	0	
* 42	2020-09-16 17:05:17	21	2	5.88366	-1.30095	0.011	0.229	19.9	60	0.811969	0.989334	0	
* 43	2020-09-16 17:07:07	24	1	2.59833	-0.285987	0.001	0.012	19.9	60	0.93911	-34.5036	0	
* 44	2020-09-16 17:08:32	24	2	2.72418	-0.248535	0.0226	0.403	19.9	60	0.638702	-85.8174	0	
* 45	2020-09-16 17:10:24	23	1	3.46426	-0.313453	0.023	0.405	19.9	60	-0.407749	-10.7908	0	
* 46	2020-09-16 17:11:49	23	2	3.94846	-0.190565	0.022	0.378	19.7	59	0.983071	-78.2812	0	
* 47	2020-09-16 17:13:37	22	1	5.05557	-0.230667	0.025	0.414	19.7	60	0.982429	-14.5736	0	
* 48	2020-09-16 17:15:02	22	2	5.01232	-0.247084	0.027	0.438	19.7	60	0.690386	-99.0765	0	
* 49	2020-09-16 17:17:00	25	1	5.90095	-0.706358	0.003	0.063	19.7	59	0.993763	-1.94617	0	
* 50	2020-09-16 17:18:25	25	2	5.16357	-0.622166	0.026	0.356	19.7	59	0.952507	0.67739	0	
* 51	2020-09-16 17:20:32	28	1	3.99686	-3.93442	0.022	0.322	19.7	60	0.981915	0.853997	0	
* 52	2020-09-16 17:21:57	28	2	3.34778	-0.133744	0.037	0.448	19.7	59	0.977444	-0.453806	0	
* 53	2020-09-16 17:23:51	26	1	3.2901	50.0886	0.025	0.4	19.5	59	-67.1989	0.146379	0	
* 54	2020-09-16 17:25:17	26	2	3.93552	-0.278138	0.026	0.402	19.5	60	0.986577	-21.5579	0	
* 55	2020-09-16 17:27:13	27	1	3.14319	-0.0726319	0.001	0.002	19.5	60	-1.30921	-3.68023	0	
* 56	2020-09-16 17:28:38	27	2	3.13467	-22.6923	0.033	0.465	19.5	59	0.48067	0.300287	0	
* 57	2020-09-16 17:30:38	30	1	3.94332	-0.311011	0.021	0.347	19.5	59	-0.298668	-41.0915	0	
* 58	2020-09-16 17:32:04	30	2	0	0	0.021	0.347	19.5	60	0	0	0	
* 59	2020-09-16 17:33:56	29	1	6.67344	-0.435161	0.026	0.401	19.5	59	0.996594	-26.0269	0	
* 60	2020-09-16 17:35:22	29	2	6.33178	-6.82621	0.03	0.433	19.5	59	0.0740137	0.944788	0	
* 61	2020-09-16 17:37:19	31	1	2.02591	-0.150238	0.03	0.433	19.3	59	0.953137	0.327307	0	
* 62	2020-09-16 17:38:45	31	2	1.66047	-0.0623184	0.026	0.407	19.5	60	0.808773	-654.89	0	
* 63	2020-09-16 17:41:00	36	1	3.35908	-0.201946	0.014	0.28	19.3	60	0.981635	-25.2454	0	
* 64	2020-09-16 17:42:26	36	2	2.50253	-0.285546	0.026	0.423	19.5	59	0.977008	0.685097	0	
* 65	2020-09-16 17:44:18	34	1	4.34027	-0.305687	0.025	0.425	19.5	60	-1.8741	-4.71563	0	
* 66	2020-09-16 17:45:43	34	2	4.45437	-0.27534	0.033	0.465	19.5	59	0.308398	0.765876	0	
* 67	2020-09-16 17:47:33	35	1	3.04816	-0.116164	0.034	0.476	19.5	60	0.981915	-414.632	0	
* 68	2020-09-16 17:48:58	35	2	2.83408	-2.39961	0.03	0.433	19.5	59	0.614885	0.473571	0	
* 69	2020-09-16 17:50:49	33	1	4.84432	-0.480057	0.029	0.423	19.5	60	-1.11144	0.801479	0	
