Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-10-12 08:43:07	48	1	10.1932	23.0094	0.013	0.197	19.3	60	0.773223	-8.52854	4.8	
* 2	2021-10-12 08:44:32	48	2	6.74694	7.82855	0.013	0.196	19.3	59	-2.9503	-5.21384	16	
* 3	2021-10-12 08:47:39	47	1	6.73872	-1.37713	0.012	0.192	19.1	59	0.984575	0.823932	8	
* 4	2021-10-12 08:49:05	47	2	4.13128	-1.31282	0.012	0.196	19.3	59	0.977975	0.991732	0	
* 5	2021-10-12 08:51:31	46	1	8.01878	-2.32289	0.001	0.006	19.1	59	0.988734	0.954884	0	
* 6	2021-10-12 08:52:57	46	2	5.56496	-2.04186	0.012	0.17	19.1	60	0.817953	0.746391	0	
* 7	2021-10-12 08:57:06	45	1	7.20755	-1.01976	0.015	0.213	19.1	59	0.976114	0.715352	0	
* 8	2021-10-12 08:58:31	45	2	4.52507	-0.94148	0.015	0.214	19.3	59	0.977973	0.80985	0	
* 9	2021-10-12 09:01:06	44	1	5.25496	-0.977046	0.015	0.219	19.5	59	0.984943	-0.0884162	0	
* 10	2021-10-12 09:02:32	44	2	4.40926	-0.930862	0.016	0.218	19.7	59	0.98014	0.969982	0	
* 11	2021-10-12 09:04:35	42	1	5.19111	-1.53707	0.001	0.012	19.7	59	0.978977	0.771314	0	
* 12	2021-10-12 09:06:00	42	2	4.18097	-1.51466	0.015	0.198	19.7	59	0.983456	0.975678	0	
* 13	2021-10-12 09:08:11	41	1	6.60995	-0.832816	0.01	0.144	19.7	59	0.981088	0.555842	0	
* 14	2021-10-12 09:09:37	41	2	4.94775	-0.817277	0.01	0.144	19.9	59	0.98255	0.977594	0	
* 15	2021-10-12 09:11:36	43	1	4.88066	-1.47506	0	0	19.9	59	0.98151	0.67391	0	
* 16	2021-10-12 09:13:01	43	2	5.48405	-1.38932	0.007	0.122	19.7	59	0.961307	0.991586	0	
* 17	2021-10-12 09:15:11	40	1	7.36896	-1.8114	0.006	0.113	19.7	59	0.991394	0.879386	0	
* 18	2021-10-12 09:16:37	40	2	6.28182	-1.54645	0.007	0.109	19.9	59	0.992503	0.92488	0	
* 19	2021-10-12 09:18:44	38	1	14.2864	-4.77093	0.006	0.11	19.9	60	0.986337	0.975724	0	
* 20	2021-10-12 09:20:09	38	2	7.26382	-1.47361	0.018	0.249	19.7	59	0.991985	0.973881	0	
* 21	2021-10-12 09:22:36	39	1	6.02162	-1.09676	0	0	19.7	59	0.987235	0.528642	0	
* 22	2021-10-12 09:24:02	39	2	0	0	0.017	0.229	19.9	59	0	0	0	
* 23	2021-10-12 09:26:26	37	1	18.3503	-1.7806	0.004	0.049	19.7	59	0.989737	-2.17415	0	
* 24	2021-10-12 09:27:52	37	2	7.76288	-1.3805	0.019	0.140182	19.9	59	0.994274	0.806677	0	
* 25	2021-10-12 09:31:02	33	1	5.6886	-1.14279	0.015	0.229	19.9	59	0.993066	0.953432	0	
* 26	2021-10-12 09:32:27	33	2	5.24605	-1.06202	0.015	0.232	20.1	59	0.993415	0.886374	0	
* 27	2021-10-12 09:34:22	35	1	5.8563	-0.635843	0.026	0.358	19.9	59	0.991032	0.978072	0	
* 28	2021-10-12 09:35:47	35	2	5.16304	-0.578509	0.026	0.358	20.1	59	0.992453	0.961486	0	
* 29	2021-10-12 09:38:30	34	1	8.2992	-1.3837	0.014	0.213	19.9	59	0.992665	0.945445	0	
* 30	2021-10-12 09:39:56	34	2	6.5862	-1.27283	0.015	0.21	19.9	60	0.99211	0.928602	0	
* 31	2021-10-12 09:42:48	36	1	7.22544	-1.9219	0.006	0.126	19.7	59	0.992695	0.558873	0	
* 32	2021-10-12 09:44:13	36	2	4.93343	-1.75075	0.01	0.179	19.7	59	0.983743	0.973004	0	
* 33	2021-10-12 09:46:40	32	1	8.12382	-0.81018	0.001	0.002	19.7	59	0.983225	0.370353	0	
* 34	2021-10-12 09:48:06	32	2	5.50419	-0.680172	0.019	0.293	19.7	60	0.984035	0.88215	0	
* 35	2021-10-12 09:49:50	31	1	3.18181	-0.412878	0.019	0.293	19.7	60	0.967966	0.53122	0	
* 36	2021-10-12 09:51:15	31	2	2.85261	-0.412637	0.015	0.276	19.7	59	-0.0956777	0.562544	0	
* 37	2021-10-12 09:53:22	29	1	16.6429	-1.5466	0.003	0.066	19.5	59	0.998186	0.98655	0	
* 38	2021-10-12 09:54:48	29	2	9.484	-1.10303	0.017	0.26	19.5	60	0.993638	0.725198	0	
* 39	2021-10-12 09:58:27	30	1	9.09847	-0.957588	0.015	0.244	19.3	59	0.984441	0.311259	0	
* 40	2021-10-12 09:59:53	30	2	0	0	0.015	0.2464	19.58	60	0	0	0	
