Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-06-21 11:12:37	4	1	16.6719	-1.54511	0.011	0.313	27.8	59	0.997452	0.909842	0	
* 2	2021-06-21 11:14:04	4	2	11.4252	-1.39411	0.011	0.313	27.5	60	0.974539	0.985591	0	
* 3	2021-06-21 11:16:14	2	1	23.5523	-3.9742	0.011	0.317	27.2	60	0.996971	0.931106	0	
* 4	2021-06-21 11:17:40	2	2	18.9844	-3.34888	0.023	0.242	27.2	60	0.81625	0.824923	0	
* 5	2021-06-21 11:19:38	3	1	15.0471	-1.68963	0.011	0.264	26.9	60	0.97435	0.939037	0	
* 6	2021-06-21 11:21:04	3	2	0	0	0.011	0.263	26.9	59	0	0	0	
* 7	2021-06-21 11:23:37	1	1	19.562	-2.40838	0.009	0.181	26.9	60	0.987942	0.991059	0	
* 8	2021-06-21 11:25:02	1	2	22.5257	-2.71723	0.009	0.18	26.9	60	0.610444	0.640473	0	
* 9	2021-06-21 11:27:44	5	1	29.6842	-5.04844	0	0	26.7	60	0.99816	0.990875	0	
* 10	2021-06-21 11:29:10	5	2	0	0	0.0074	0.1892	26.98	60	0	0	0	
* 11	2021-06-21 11:31:10	8	1	13.7467	-2.16721	0.0052	0.1636	26.7	60	0.994327	0.99273	0	
* 12	2021-06-21 11:32:35	8	2	15.1669	-2.38921	0.009	0.264	26.7	59	0.375368	0.0854333	0	
* 13	2021-06-21 11:34:38	6	1	18.5115	-1.66619	0.016	0.327	26.7	59	0.928539	0.953505	0	
* 14	2021-06-21 11:36:04	6	2	27.5632	-2.24193	0.015	0.331	26.7	60	0.698958	0.601413	0	
* 15	2021-06-21 11:37:50	7	1	13.9563	-1.33358	0.015	0.332	26.7	60	0.996331	0.992198	0	
* 16	2021-06-21 11:39:16	7	2	14.3839	-3.10338	0.0064	0.2312	26.52	60	0.901947	0.843103	0	
* 17	2021-06-21 11:42:02	10	1	16.707	-0.721695	0	0	26.4	60	0.983462	0.875694	0	
* 18	2021-06-21 11:43:27	10	2	11.04	-0.472411	0.037	0.377	26.9	60	0.996431	0.889609	0	
* 19	2021-06-21 11:45:27	12	1	7.73461	0.0154275	0.022	0.335	27.2	60	0.989566	-0.67943	0	
* 20	2021-06-21 11:46:52	12	2	9.22325	0.0326223	0.022	0.338	27.5	60	0.818302	0.0921168	0	
* 21	2021-06-21 11:48:57	9	1	20.0222	-1.83346	0	0	28	60	0.832905	0.839232	0	
* 22	2021-06-21 11:50:23	9	2	0	0	0.035	0.373	28	60	0	0	0	
* 23	2021-06-21 11:52:44	11	1	7.35826	-0.154497	0	0	28	60	0.976478	0.497586	0	
* 24	2021-06-21 11:54:10	11	2	3.54575	-0.137954	0.0384	0.4176	28.08	60	0.978706	0.335216	0	
* 25	2021-06-21 11:59:28	13	1	17.6721	-2.1881	0.008	0.125	27.8	60	0.873963	0.847218	0	
* 26	2021-06-21 12:00:54	13	2	19.2459	-2.47584	0.008	0.125	27.8	60	0.875347	0.847288	0	
* 27	2021-06-21 12:03:08	14	1	15.7233	-1.4905	-0.00613636	-0.0677273	28	59	0.681759	0.681093	0	
* 28	2021-06-21 12:04:34	14	2	0	0	0.028	0.297	28	60	0	0	0	
* 29	2021-06-21 12:06:56	15	1	36.4627	-2.62039	0.001	0.021	27.8	60	0.997363	0.985334	0	
* 30	2021-06-21 12:08:22	15	2	16.5014	-0.37085	0.061	0.507	28	60	0.99441	0.802806	0	
* 31	2021-06-21 12:10:42	16	1	7.36836	-0.0656775	0	0	27.8	59	0.990534	-1.46996	0	
* 32	2021-06-21 12:12:08	16	2	6.40483	-0.0145082	0.0622727	0.523455	27.8	60	0.98982	-11.9217	0	
* 33	2021-06-21 12:17:19	17	1	32.6641	-4.00752	0.014	0.246	27.5	60	0.99695	0.996227	0	
* 34	2021-06-21 12:18:44	17	2	17.6172	-2.01061	0.014	0.248	27.5	60	0.998411	0.944267	0	
* 35	2021-06-21 12:22:11	18	1	17.851	-1.99887	0.0135455	0.233227	27.5	59	0.997809	0.940078	0	
* 36	2021-06-21 12:23:38	18	2	17.774	-2.5728	0.015	0.315	27.5	60	0.99471	0.97913	0	
* 37	2021-06-21 12:26:12	20	1	37.259	-1.77706	0.0116667	0.279333	27.1	60	0.500567	0.569	0	
* 38	2021-06-21 12:27:38	20	2	51.2488	-2.21295	0.028	0.425	27.2	60	0.762063	0.805825	0	
* 39	2021-06-21 12:30:02	19	1	6.65439	-0.450466	0.029	0.423	26.9	60	0.852689	0.943237	0	
* 40	2021-06-21 12:31:27	19	2	8.30293	-0.583432	0.022	0.381	26.9	60	0.868885	-0.190523	0	
* 41	2021-06-21 12:35:03	24	1	21.4459	-1.65768	0.001	0	26.7	59	0.830305	0.960147	0	
* 42	2021-06-21 12:36:29	24	2	21.7802	-1.54354	0.019	0.353	26.7	60	0.678698	0.84738	0	
* 43	2021-06-21 12:38:25	21	1	23.672	-2.8323	0.015	0.283	26.7	59	0.993321	0.464709	0	
* 44	2021-06-21 12:39:52	21	2	14.7337	-2.57402	0.014	0.286	26.7	60	0.98145	0.874281	0	
* 45	2021-06-21 12:42:21	23	1	16.9727	-0.651354	0.022	0.384	26.4	60	0.948081	0.918184	0	
* 46	2021-06-21 12:43:46	23	2	18.1546	-0.498663	0.022	0.384	26.4	60	0.856175	-1.09892	0	
* 47	2021-06-21 12:46:02	22	1	27.0269	-0.847085	0.022	0.384	26.4	60	0.992916	0.946822	0	
* 48	2021-06-21 12:47:28	22	2	0	0	0.026	0.391	26.4	60	0	0	0	
* 49	2021-06-21 12:49:57	28	1	28.0011	-0.837336	0.003	0.052	26.2	60	0.63446	-6.31509	0	
* 50	2021-06-21 12:51:22	28	2	38.7625	-1.33972	0.032	0.425	26.4	60	0.152934	-7.02071	0	
* 51	2021-06-21 12:53:56	25	1	15.9367	-0.335095	0.019	0.304	26.4	60	0.981489	0.691878	0	
