Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2022-04-15 10:48:00	4	1	0.0504893	-0.0206208	0.015	0.317364	20.5	59	0.0381047	-2.217	0	
* 2	2022-04-15 10:49:25	4	2	0.0110178	1.65388	0.015	0.32	20.3	59	0.00274172	0.584898	0	
* 3	2022-04-15 10:51:39	2	1	-4.094	-2.05846	0	0.011	19.9	59	0.23163	0.704546	0	
* 4	2022-04-15 10:53:05	2	2	1.1295	-0.0498577	0.007	0.208	19.5	60	0.109593	0.0295854	0	
* 5	2022-04-15 10:54:53	3	1	1.16099	-0.251819	0.00536364	0.192	19.5545	59	0.274601	-0.329373	0	
* 6	2022-04-15 10:56:18	3	2	0	0	0.013	0.278	19.1	59	0	0	0	
* 7	2022-04-15 10:58:22	1	1	-0.19121	0.104616	0	0	19.1	59	-0.641393	-2.25605	0	
* 8	2022-04-15 10:59:47	1	2	-0.0773414	-0.0097952	0.011	0.254	19.3	59	-1.46203	-3.18678	0	
* 9	2022-04-15 11:02:08	5	1	-0.022614	-0.00388002	0.009	0.185	20.1	59	-0.687761	-0.951395	0	
* 10	2022-04-15 11:03:33	5	2	-0.0949312	-0.978038	0.009	0.192	20.5	59	-2.48949	0.59737	0	
* 11	2022-04-15 11:05:31	8	1	-0.0630362	-0.383496	0	0	21.5	59	0.0166446	0.818026	0	
* 12	2022-04-15 11:06:56	8	2	0.0694953	0.78624	0.007	0.199727	21.6727	59	-0.355016	0.610552	0	
* 13	2022-04-15 11:08:53	6	1	1.22	-0.0849749	0.00618182	0.192364	22.1	59	0.00949149	-0.81364	0	
* 14	2022-04-15 11:10:18	6	2	0.236508	-3.28978	0.01	0.245	21.9	59	-0.274606	0.0491268	0	
* 15	2022-04-15 11:12:01	7	1	-1.18409	-0.138711	0.011	0.278	21.9	59	-3.74726	-0.22464	0	
* 16	2022-04-15 11:13:27	7	2	-1.50473	0.0105913	0.011	0.278	22.1	60	0.207093	-0.0192583	0	
* 17	2022-04-15 11:16:28	10	1	0.215765	-0.224778	0	0	22.1	60	-2.05326	0.506226	0	
* 18	2022-04-15 11:17:53	10	2	-1.92137	0.239377	0.013	0.173	22.0182	59	0.301871	0.758798	0	
* 19	2022-04-15 11:24:26	12	1	1.05719	-0.167354	0.022	0.302	22.8	59	0.731612	0.307595	0	
* 20	2022-04-15 11:25:52	12	2	1.30046	-0.0789571	0.023	0.314	23	59	0.861537	-0.940117	0	
* 21	2022-04-15 11:27:58	9	1	0.902199	-0.161742	0.0220909	0.298818	23	59	0.740699	-0.504034	0	
* 22	2022-04-15 11:29:23	9	2	0.716396	-0.0895543	0.017	0.258	23.3	59	0.682214	0.348999	0	
* 23	2022-04-15 11:31:21	11	1	-135.402	-0.0815468	0.027	0.318	23.7	59	0.58564	-1.69482	0	
* 24	2022-04-15 11:32:46	11	2	0.782084	-0.0898749	0.026	0.324	23.7	59	0.444336	0.214431	0	
* 25	2022-04-15 11:36:49	13	1	4.85811	-2.32938	0	0	23.3	60	0.660021	0.676316	0	
* 26	2022-04-15 11:38:14	13	2	3.73832	-0.103181	0.012	0.216	23	59	0.622534	-0.329312	0	
* 27	2022-04-15 11:42:06	14	1	0.257376	-0.554122	0.02	0.29	23.5	59	0.0317954	0.404346	0	
* 28	2022-04-15 11:43:31	14	2	3.25069	-0.293335	0.02	0.29	23.5	59	0.677312	-0.645147	0	
* 29	2022-04-15 11:45:14	15	1	0.106247	-0.0255603	0.046	0.435	23.3	59	-0.799901	-8.50083	0	
* 30	2022-04-15 11:46:39	15	2	-2.04745	0.242842	0.046	0.437	23.3	59	0.285987	0.728254	0	
* 31	2022-04-15 11:48:29	16	1	2.93535	-0.130203	0.013	0.186	23.3	59	0.910086	-0.385205	0	
* 32	2022-04-15 11:49:54	16	2	1.82079	-0.0916009	0.0457273	0.432091	23.3	59	0.87931	0.299997	0	
* 33	2022-04-15 12:34:14	17	1	1.53221	-0.633037	0.012	0.259	22.8	59	-1304230	-28431.2	116	
* 34	2022-04-15 12:35:39	17	2	-0.228918	0.869518	0.012	0.257	22.6	59	-0.635064	0.0796067	112	
* 35	2022-04-15 12:37:30	18	1	0.40469	-4338.77	0	0	22.6	59	-4042.86	0.202048	102.909	
* 36	2022-04-15 12:38:55	18	2	-3.90494	2.2185	0.0112273	0.253727	22.6	59	0.436351	0.172446	112	
* 37	2022-04-15 12:40:57	20	1	0	-3.71481e-13	0.0082	0.2234	22.4	60	0	0	128	
* 38	2022-04-15 12:42:22	20	2	-5.91217e-12	-4.83037e-11	0.019	0.331	22.6	59	0	0	128	
* 39	2022-04-15 12:44:14	19	1	-5.91565e-12	-4.83321e-11	0.02	0.334	22.8	59	0	0	128	
* 40	2022-04-15 12:45:39	19	2	-5.90193e-12	-4.822e-11	0.02	0.338	22.8	59	0	0	128	
* 41	2022-04-15 12:52:16	24	1	13.9032	42.5849	0.016	0.324	23.5	59	0.96133	0.988958	8	
* 42	2022-04-15 12:53:41	24	2	0.941157	-0.0660584	0.016	0.324	23.5	60	0.635845	-1.72888	0	
* 43	2022-04-15 12:55:27	21	1	0	0.294657	0.001	0.023	23.3	59	0	0.324578	0	
* 44	2022-04-15 12:56:52	21	2	-1.15053	0.0274352	0.007	0.22	23.3682	59	0.500153	0.0137857	0	
* 45	2022-04-15 12:59:49	22	1	0.245866	0.0212761	0.002	0.078	22.8	59	0.096099	-0.406448	0	
* 46	2022-04-15 13:01:14	22	2	0	0	0.018	0.358	22.4	59	0	0	0	
* 47	2022-04-15 13:03:28	23	1	-0.0888534	-0.168064	0.006	0.162	21.9	60	-0.466463	0.620582	0	
* 48	2022-04-15 13:04:53	23	2	0.272263	-0.0999443	0.017	0.335455	21.8455	59	0.255492	-0.0281271	0	
* 49	2022-04-15 13:07:26	26	1	0.103923	0.082808	0.023	0.367	22.6	59	0.0175886	0.261212	0	
* 50	2022-04-15 13:08:51	26	2	0.236695	-0.165332	0.024	0.369591	22.3727	59	0.17851	-2.46947	0	
* 51	2022-04-15 13:10:41	28	1	0	-0.256557	0.024	0.373	22.6	60	0	-2.13601	0	
* 52	2022-04-15 13:12:06	28	2	0.149724	0.0727108	0.024	0.348	22.6	59	0.0256229	0.0544156	0	
* 53	2022-04-15 13:14:42	25	1	1.55107	-0.269213	0.024	0.347	22.4	59	0.770287	-11.46	0	
* 54	2022-04-15 13:16:07	25	2	0.435667	-0.112956	0.019	0.33	22.4	59	0.477703	-5.85454	0	
* 55	2022-04-15 13:18:07	27	1	1.98342	-0.125483	0.026	0.372	22.1	59	0.941045	0.208225	0	
* 56	2022-04-15 13:19:32	27	2	2.31561	-0.129214	0.027	0.372	22.1	59	0.951787	-0.760384	0	
* 57	2022-04-15 13:35:03	30	1	0.402354	0.034979	0.022	0.372	22.4	59	0.0886364	0.029604	0	
* 58	2022-04-15 13:36:28	30	2	0.446519	-0.00676819	0.023	0.374	22.1	59	-1.03959	-0.128139	0	
* 59	2022-04-15 13:38:25	29	1	-0.207931	0.919974	0.022	0.37	21.9	59	0.0759189	0.449591	0	
* 60	2022-04-15 13:39:50	29	2	2.36324	-0.0362135	0.022	0.374	21.9	59	-0.440008	0.0561286	0	
* 61	2022-04-15 13:42:04	31	1	0	0	0.025	0.402	21.9	59	0	0	0	
* 62	2022-04-15 13:43:30	31	2	0	0	0.025	0.402	22.1	59	0	0	0	
* 63	2022-04-15 13:45:09	32	1	1.17155	-0.0259026	0.015	0.283	22.4	59	0.795042	-31.8408	0	
* 64	2022-04-15 13:46:34	32	2	1.20573	-0.129346	0.014	0.282	22.4	59	0.801101	0.573519	0	
* 65	2022-04-15 13:51:13	36	1	-0.608719	0.146148	0.026	0.411	22.6	59	0.171733	0.211243	0	
* 66	2022-04-15 13:52:38	36	2	-0.0601222	0.216627	0.026	0.411	22.6	59	-2.7082	0.457826	0	
* 67	2022-04-15 13:54:29	34	1	4.50814	-0.161064	0.002	0.051	22.4	59	0.0396109	-2.43475	0	
* 68	2022-04-15 13:55:54	34	2	0.102752	-0.00488784	0.0247273	0.379	22.3455	59	0.0246136	-0.598694	0	
* 69	2022-04-15 13:58:53	35	1	3.53444	-0.127973	0.0233636	0.367909	23.2455	59	0.943711	0.0366815	0	
* 70	2022-04-15 14:00:18	35	2	1.86877	-0.0273734	0.031	0.429	23.5	59	0.917039	-1.21679	0	
* 71	2022-04-15 14:03:21	33	1	-0.0504631	0.17275	0.023	0.379	23.5	60	-3.03952	0.529246	0	
* 72	2022-04-15 14:04:46	33	2	-0.00312549	0.12095	0.023	0.385	23.3	59	8.61876e-05	0.285296	0	
* 73	2022-04-15 14:07:09	37	1	0	0	0.032	0.437	22.8	59	0	0	0	
* 74	2022-04-15 14:08:34	37	2	1.44944	-0.0297122	0.033	0.44	22.6	59	0.780475	-4.99947	0	
* 75	2022-04-15 14:10:12	39	1	0.828878	-0.511239	0.026	0.369	22.4	59	0.463513	0.852777	0	
* 76	2022-04-15 14:11:37	39	2	1.09361	-0.507045	0.026	0.372	22.1	59	0.50266	0.313655	0	
* 77	2022-04-15 14:20:04	38	1	2.32592	-0.0283855	0.017	0.304	21.3	59	0.123578	-3.22943	0	
* 78	2022-04-15 14:21:29	38	2	-0.235802	0.0911905	0.017	0.305	21.3	59	-2.21033	0.292283	0	
* 79	2022-04-15 14:23:25	40	1	1.99793	-0.0814473	0.011	0.227	21.3	59	0.673883	0.292701	0	
* 80	2022-04-15 14:24:51	40	2	0.647469	-0.0352759	0.011	0.231136	21.3	59	0.483707	0.0294968	0	
* 81	2022-04-15 14:26:56	41	1	0.696012	-0.258806	0.00836364	0.189773	21.3273	59	0.107204	0.567164	0	
* 82	2022-04-15 14:28:21	41	2	-8.72121	-0.0308892	0.022	0.327	21.1	59	0.0386403	-5.36541	0	
* 83	2022-04-15 14:30:31	43	1	-98.8575	-0.0586167	0.001	0.007	21.1	60	0.579785	0.181176	0	
* 84	2022-04-15 14:31:56	43	2	1.13875	-0.17106	0.02	0.323	21.3	59	0.65624	0.429031	0	
* 85	2022-04-15 14:34:46	42	1	1.8447	-0.864049	0.02	0.325	21.5	60	0.71462	0.764797	0	
* 86	2022-04-15 14:36:11	42	2	0.961216	-0.207059	0.026	0.361	21.5	59	0.51495	-0.0765887	0	
* 87	2022-04-15 14:38:02	44	1	2.53401	-0.212505	0.025	0.352	21.5	59	0.819977	0.107905	0	
* 88	2022-04-15 14:39:28	44	2	1.39392	-0.111041	0.025	0.354	21.5	60	0.702504	-0.431518	0	
* 89	2022-04-15 14:42:36	45	1	2.06469	-0.262057	0.016	0.296	21.9	59	0.647533	0.341985	0	
* 90	2022-04-15 14:44:01	45	2	1.8702	-0.138432	0.016	0.297	21.9	59	0.885409	0.624905	0	
* 91	2022-04-15 14:45:43	46	1	1.84927	-0.421092	0.016	0.297	21.9	59	0.869319	0.896576	0	
* 92	2022-04-15 14:47:08	46	2	0	0	0.024	0.353	21.9	59	0	0	0	
* 93	2022-04-15 14:49:31	47	1	-0.0328866	0.178543	0.002	0.023	21.7	59	-0.0323403	0.25288	0	
* 94	2022-04-15 14:50:57	47	2	0.65631	-0.123207	0.015	0.263	21.7	59	0.270832	0.361044	0	
* 95	2022-04-15 14:53:09	48	1	-1.03505	0.547942	0.024	0.341	22.4	59	0.0143608	0.561599	0	
* 96	2022-04-15 14:54:35	48	2	0.726987	-0.118528	0.024	0.341	22.4	59	0.249317	-0.249364	0	
