Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2020-12-30 09:03:13	4	1	1.39076	-0.667734	0.01	0.367	14.6	60	0.930838	0.960671	0	
* 2	2020-12-30 09:04:33	4	2	0.867934	-0.461173	0.011	0.367273	13.9455	59	0.798019	0.945453	0	
* 3	2020-12-30 09:06:26	2	1	2.02055	-0.464181	0	0	12.1	60	0.951908	0.945543	0	
* 4	2020-12-30 09:07:46	2	2	1.14451	-0.368919	0.016	0.403	10.8	59	0.863344	-0.0549708	0	
* 5	2020-12-30 09:09:26	3	1	0.69382	-0.177726	0.016	0.402	10.2	60	0.613766	-1.28641	0	
* 6	2020-12-30 09:10:47	3	2	1.15779	-0.151889	0.015	0.421	9	60	0.637052	0.676946	0	
* 7	2020-12-30 09:12:34	1	1	1.98419	-0.706187	0.015	0.433818	8.61364	59	0.904178	0.475353	0	
* 8	2020-12-30 09:14:00	1	2	0.848934	-0.493184	0.015	0.372	7.6	60	0.834435	0.952265	0	
* 9	2020-12-30 09:15:46	5	1	1.39658	-0.941618	0.006	0.255	7.1	60	0.879143	0.947677	0	
* 10	2020-12-30 09:17:11	5	2	0	0	0.007	0.256	6.7	59	0	0	0	
* 11	2020-12-30 09:18:46	6	1	1.61609	-0.387118	0.01	0.356	6.3	60	0.886384	0.889528	0	
* 12	2020-12-30 09:20:12	6	2	1.53226	-0.314122	0.01	0.36	6.1	60	0.824543	0.398782	0	
* 13	2020-12-30 09:21:44	7	1	1.06125	-0.443629	0.01	0.335	5.8	60	0.649039	0.569273	0	
* 14	2020-12-30 09:23:04	7	2	0.97508	-0.442278	0.02	0.305	5.6	59	0.756939	0.918739	0	
* 15	2020-12-30 09:24:51	8	1	1.62329	-1.08186	0.008	0.09	5.2	60	0.783836	0.979822	0	
* 16	2020-12-30 09:26:17	8	2	0	0	0.008	0.08	5.1	60	0	0	0	
* 17	2020-12-30 09:28:00	11	1	0	0	0	0	4.9	60	0	0	0	
* 18	2020-12-30 09:29:25	11	2	0.573935	-0.205216	0.031	0.18	4.6	59	0.552865	0.701786	0	
* 19	2020-12-30 09:31:02	9	1	1.25337	-0.29767	0	0	4.3	60	0.848771	0.918513	0	
* 20	2020-12-30 09:32:28	9	2	1.18908	-0.221733	0	0.039	4.2	60	0.736666	0.618573	0	
* 21	2020-12-30 09:34:12	12	1	1.17305	-0.204068	0	0	4	60	0.851042	0.807799	0	
* 22	2020-12-30 09:35:38	12	2	1.01888	-0.163228	0	0.0316667	4	60	0.726261	0.603991	0	
* 23	2020-12-30 09:37:12	10	1	2.81775	-0.249455	0	0.028	4	59	0.87503	0.688488	0	
* 24	2020-12-30 09:38:38	10	2	0.972397	-0.0953778	0	0.037	4	60	0.723224	0.494089	0	
* 25	2020-12-30 09:40:36	13	1	2.59352	-1.54102	0	0.0384	3.9	60	0.943165	0.986173	0	
* 26	2020-12-30 09:41:57	13	2	2.11206	-0.583962	0	0.027	3.8	60	0.916026	0.945221	0	
* 27	2020-12-30 09:43:47	14	1	0.84434	-0.452633	0	0.02	3.8	60	0.910529	0.89091	0	
* 28	2020-12-30 09:45:12	14	2	1.95242	-0.397972	0	0.023	3.8	59	0.909071	0.866365	0	
* 29	2020-12-30 09:46:52	15	1	2.69624	-0.460986	0	0.022	3.8	60	0.947998	0.744461	0	
* 30	2020-12-30 09:48:18	15	2	1.49444	-0.366973	0	0.019	3.9	60	0.910691	0.90465	0	
* 31	2020-12-30 09:50:21	16	1	1.48178	-0.174519	0	0	4	59	0.813884	0.510315	0	
* 32	2020-12-30 09:51:42	16	2	1.57345	-0.192962	0.034	0.4	4	60	0.796671	0.713673	0	
* 33	2020-12-30 09:54:39	17	1	2.43284	-0.532074	0	0	3.94	60	0.949128	0.708056	0	
* 34	2020-12-30 09:55:58	17	2	0	0	0	0	3.9	60	0	0	0	
* 35	2020-12-30 09:57:46	18	1	1.98923	-0.358495	0	0	3.8	60	0.970569	0.582765	0	
* 36	2020-12-30 09:59:05	18	2	1.50325	-0.380094	0	0	3.8	60	0.936413	0.724357	0	
* 37	2020-12-30 10:00:43	19	1	0.777034	-0.186921	0	0	3.5	60	0.752166	0.75065	0	
* 38	2020-12-30 10:02:03	19	2	0.681784	-0.127235	0	0	3.5	60	0.730805	0.639159	0	
* 39	2020-12-30 10:03:37	20	1	2.6924	-0.314163	0	0	3.4	60	0.9371	0.809013	0	
* 40	2020-12-30 10:05:39	24	1	1.00619	-0.175506	0	0	3.5	59	0.853479	0.807433	0	
* 41	2020-12-30 10:07:00	24	2	0.802613	-0.134617	0	0	3.4	60	0.805092	0.637326	0	
* 42	2020-12-30 10:08:33	21	1	0	0	0	0	3.4	59	0	0	0	
* 43	2020-12-30 10:09:53	21	2	1.18486	-0.466165	0	0	3.4	60	0.897814	0.873663	0	
* 44	2020-12-30 10:11:34	22	1	0	0	0	0	3.4	60	0	0	0	
* 45	2020-12-30 10:12:54	22	2	0.762253	-0.405815	0	0	3.4	60	0.686718	0.485991	0	
* 46	2020-12-30 10:14:27	23	1	1.29291	-0.194667	0	0	3.3	60	0.860905	0.468973	0	
* 47	2020-12-30 10:15:53	23	2	1.22473	-0.343485	0	0	3.3	60	0.87494	0.855581	0	
* 48	2020-12-30 10:17:41	25	1	1.09995	-0.180161	0	0	3.2	60	0.805778	-2.26855	0	
* 49	2020-12-30 10:19:06	25	2	0.886991	-0.151252	0	0	3.2	59	0.790175	-2.58802	0	
* 50	2020-12-30 10:20:51	28	1	3.16105	-0.197748	0	0	3.2	60	0.95343	-0.689411	0	
* 51	2020-12-30 10:22:17	28	2	0	0	0	0	3.2	60	0	0	0	
* 52	2020-12-30 10:23:52	26	1	1.05473	-0.108185	0	0	3.1	60	0.847827	-1.22177	0	
* 53	2020-12-30 10:25:18	26	2	0	0	0	0	3.1	60	0	0	0	
* 54	2020-12-30 10:26:54	27	1	1.19741	-0.0992043	0	0	3.1	60	0.898085	0.523078	0	
* 55	2020-12-30 10:28:20	27	2	1.1106	-0.0619044	0	0	3.1	60	0.866127	0.353988	0	
* 56	2020-12-30 10:30:13	30	1	1.44743	-0.158869	0	0	3	59	0.875794	0.687294	0	
* 57	2020-12-30 10:31:39	30	2	1.06407	-0.115148	0	0	3.1	60	0.845059	-1.6135	0	
* 58	2020-12-30 10:33:21	31	1	1.99074	-0.177928	0	0	3.1	60	0.914423	-27.546	0	
* 59	2020-12-30 10:34:47	31	2	1.21825	-0.0832028	0	0	3.2	60	0.878711	-0.239915	0	
* 60	2020-12-30 10:36:38	29	1	2.9239	-0.489199	0	0	3.17333	60	0.936231	0.745701	0	
* 61	2020-12-30 10:38:04	29	2	1.98157	-0.225198	0	0	3.1	60	0.947407	0.73511	0	
* 62	2020-12-30 10:39:38	32	1	1.3548	-0.124138	0	0	3.2	59	0.0579255	0.553596	0	
* 63	2020-12-30 10:41:05	32	2	0.769448	-0.139552	0	0	3.3	60	0.594296	0.586499	0	
* 64	2020-12-30 11:18:36	36	1	1.84981	-3.17822	0	0	4	59	0.912273	0.00173145	0	
* 65	2020-12-30 11:20:02	36	2	0.940675	-0.116788	0	0	4.2	60	0.832956	0.502487	0	
* 66	2020-12-30 11:22:35	35	1	0.937929	-0.0785516	0	0	4.33333	60	0.87415	0.414	0	
* 67	2020-12-30 11:24:00	35	2	0.947771	-0.134586	0	0	4.7	60	0.81554	0.501683	0	
* 68	2020-12-30 11:26:13	34	1	0	0	0	0	4.7	60	0	0	0	
* 69	2020-12-30 11:27:39	34	2	1.33916	-0.224266	0	0	4.8	60	0.91313	0.648529	0	
* 70	2020-12-30 11:29:53	33	1	0.909053	-0.142926	0	0	5	60	0.847548	0.690271	0	
* 71	2020-12-30 11:31:19	33	2	0.960434	-0.131541	0	0	5.2	59	0.889215	0.725494	0	
* 72	2020-12-30 11:33:47	37	1	1.30163	-0.182126	0	0	5.7	60	0.927837	-0.541812	0	
* 73	2020-12-30 11:35:13	37	2	1.29085	-0.193376	0	0	5.9	60	0.921567	0.473608	0	
* 74	2020-12-30 11:37:13	39	1	2.38705	-0.248913	0	0	6	60	0.966279	0.816085	0	
* 75	2020-12-30 11:38:39	39	2	0	0	0	0	6.03182	59	0	0	0	
* 76	2020-12-30 11:41:03	40	1	1.65315	-0.197597	0	0	6	60	0.959529	0.467217	0	
* 77	2020-12-30 11:42:28	40	2	0	0	0	0	6.2	59	0	0	0	
* 78	2020-12-30 11:44:20	38	1	1.16132	-0.178377	0	0	6.3	60	0.939861	0.839198	0	
* 79	2020-12-30 11:45:46	38	2	1.10098	-0.18846	0	0	6.2	60	0.938527	0.743324	0	
* 80	2020-12-30 11:48:12	43	1	2.0823	-0.754617	0	0	6.1	60	0.959862	0.848207	0	
* 81	2020-12-30 11:49:38	43	2	1.12001	-0.182273	0	0	6.42667	60	0.904834	0.810462	0	
* 82	2020-12-30 11:51:49	42	1	1.07979	-0.286494	0	0	6.5	59	0.798394	0.918775	0	
* 83	2020-12-30 11:53:15	42	2	0.968899	-0.305795	0	0	6.6	60	0.913271	0.506668	0	
* 84	2020-12-30 11:55:47	44	1	1.91368	-0.786843	0	0	6.3	60	0.836247	0.844174	0	
* 85	2020-12-30 11:57:13	44	2	0.844851	-0.162119	0	0	6.3	60	0.764352	0.431503	0	
