Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2022-06-23 13:22:08	4	1	10.6189	-0.599863	0.019	0.38	21.9	59	0.994873	0.971364	0	
* 2	2022-06-23 13:23:35	4	2	7.06168	-0.524043	0.0187273	0.382	21.7545	60	0.995728	0.663877	0	
* 3	2022-06-23 13:27:03	2	1	31.1399	-1.4794	0.007	0.054	21.3	60	0.964683	-0.919112	0	
* 4	2022-06-23 13:28:28	2	2	12.4567	-0.858523	0.025	0.424	21.1	60	0.991883	0.977946	0	
* 5	2022-06-23 13:31:24	3	1	16.6837	-1.10546	0.009	0.112	20.9	59	0.995463	0.980322	0	
* 6	2022-06-23 13:32:49	3	2	7.58873	-0.343426	0.021	0.378	20.7	59	0.9959	0.788947	0	
* 7	2022-06-23 13:35:51	1	1	15.7774	-0.53107	0.033	0.453	20.5	59	0.995535	0.834861	0	
* 8	2022-06-23 13:37:18	1	2	8.67646	-0.445259	0.034	0.451	20.5	60	0.99465	0.958764	0	
* 9	2022-06-23 13:39:53	6	1	8.48063	-0.698434	0.011	0.094	20.5	59	0.99566	0.981563	0	
* 10	2022-06-23 13:41:19	6	2	9.67533	-0.848292	0.036	0.481	20.3	59	0.997103	0.899952	0	
* 11	2022-06-23 13:43:52	7	1	8.43874	-0.527535	0.026	0.431	20.3	59	0.993289	0.741196	0	
* 12	2022-06-23 13:45:18	7	2	7.51175	-0.453599	0.026	0.434	20.1	60	0.996584	0.772841	0	
* 13	2022-06-23 13:47:21	8	1	5.46541	-0.948031	0.011	0.087	20.1	60	0.919423	0.792633	0	
* 14	2022-06-23 13:48:47	8	2	6.57462	-1.14114	0.026	0.413	20.1	60	0.843408	-2.9338	0	
* 15	2022-06-23 13:51:20	5	1	6.94131	-0.969785	0.011	0.088	19.9	60	0.965697	0.927293	0	
* 16	2022-06-23 13:52:45	5	2	8.05305	-1.05063	0.026	0.418	20.1	60	0.995301	0.989712	0	
* 17	2022-06-23 13:55:36	11	1	4.92294	-0.0360059	-0.000666667	-0.0283333	20.1	60	0.985278	-1.94324	0	
* 18	2022-06-23 13:57:01	11	2	3.18916	-0.0157391	0.054	0.525	20.1	60	0.979051	0.0359583	0	
* 19	2022-06-23 13:59:23	9	1	22.7364	-1.75985	0.012	0.103	20.1	60	0.994057	0.955545	0	
* 20	2022-06-23 14:00:49	9	2	9.38889	-0.324798	0.045	0.481	20.1	59	0.997039	0.897272	0	
* 21	2022-06-23 14:02:52	12	1	9.56878	-0.0466476	0.051	0.501	20.1	59	0.996769	0.282586	0	
* 22	2022-06-23 14:04:18	12	2	0	0	0.052	0.501	20.3	59	0	0	0	
* 23	2022-06-23 14:07:05	10	1	12.926	-1.67737	0.001	0.002	20.5	60	0.993282	0.925191	0	
* 24	2022-06-23 14:08:30	10	2	4.18272	3.28589	0.044	0.445	20.5	59	0.992263	0.0727915	0	
* 25	2022-06-23 14:12:12	13	1	24.5366	-2.36865	0.029	0.38	20.7	59	0.991628	0.985741	0	
* 26	2022-06-23 14:13:38	13	2	10.4316	-0.60659	0.03	0.392091	20.7	59	0.996298	0.893162	0	
* 27	2022-06-23 14:16:13	14	1	33.7967	-0.138125	0	0	20.7	59	0.998208	0.688098	0	
* 28	2022-06-23 14:17:40	14	2	11.1734	-0.27131	0.0396	0.4344	20.7	60	0.998406	0.499886	0	
* 29	2022-06-23 14:19:55	15	1	17.9128	-0.718944	0.059	0.528	20.5	59	0.996474	0.957186	0	
* 30	2022-06-23 14:21:21	15	2	9.4444	-0.270434	0.058	0.533	20.5	60	0.9947	-0.937946	0	
* 31	2022-06-23 14:23:34	16	1	6.17785	-0.0620343	-0.0138	-0.1348	20.5	60	0.992884	-10.5772	0	
* 32	2022-06-23 14:25:00	16	2	3.98247	-0.149206	0.046	0.47	20.5	59	0.993725	-16.828	0	
* 33	2022-06-23 14:29:39	17	1	19.3566	-0.101072	0.0306818	0.183682	20.3	59	0.987312	-1.84188	0	
* 34	2022-06-23 14:31:05	17	2	8.91934	-0.27281	0.075	0.449	20.3	59	0.995331	0.88017	0	
* 35	2022-06-23 14:33:53	18	1	15.2448	-0.967946	0.027	0.391	20.5	60	0.979235	0.960891	0	
* 36	2022-06-23 14:35:19	18	2	8.93144	-0.263988	0.027	0.397	20.5	60	0.997462	0.931009	0	
* 37	2022-06-23 14:38:23	19	1	8.06867	-0.173832	0	0	20.5	60	0.988751	0.465436	0	
* 38	2022-06-23 14:39:48	19	2	4.04722	-0.0589944	0.075	0.442	20.5	59	0.988418	-0.542808	0	
* 39	2022-06-23 14:42:05	20	1	0	0	0	0	20.5	60	0	0	0	
* 40	2022-06-23 14:43:31	20	2	5.394	0.0539637	0.065	0.45	20.5	60	0.993827	-27.9883	0	
