Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-02-26 08:39:11	4	1	1.66062	0.976354	0.003	0.216	12	59	-2.99651	-2.79728	16	
* 2	2021-02-26 08:40:37	4	2	1.79215	-0.884384	0.003	0.214	11.5	59	0.728808	0.638347	0	
* 3	2021-02-26 08:48:42	2	1	1.65801	-0.367282	0	0	8.4	59	0.882221	0.882565	0	
* 4	2021-02-26 08:50:08	2	2	2.90596	-0.655512	0	0.044	8.4	59	0.846708	0.964867	0	
* 5	2021-02-26 08:52:49	3	1	1.11226	-0.283865	0.029	0.2	7.8	60	0.854486	0.144358	0	
* 6	2021-02-26 08:54:15	3	2	1.31612	-0.320344	0.02	0.098	7.5	59	0.877195	0.870267	0	
* 7	2021-02-26 08:56:56	1	1	0.895548	-0.49752	0.0241818	0.103182	6.97273	59	0.809193	0.421713	0	
* 8	2021-02-26 08:58:22	1	2	1.11436	-0.582681	0	0.015	7	59	0.818441	0.650053	0	
* 9	2021-02-26 09:01:30	7	1	0.960645	-0.442305	0	0	6.5	59	0.842636	0.666025	0	
* 10	2021-02-26 09:02:56	7	2	0	0	0	0	6.42727	59	0	0	0	
* 11	2021-02-26 09:05:08	6	1	1.3806	-0.34173	0	0	6.1	60	0.835423	-0.103276	0	
* 12	2021-02-26 09:06:33	6	2	0	0	0	0	6.2	59	0	0	0	
* 13	2021-02-26 09:10:24	8	1	1.3237	-1.01144	0	0	5.9	59	0.886487	0.484415	0	
* 14	2021-02-26 09:11:49	8	2	1.62459	-1.24477	0	0	5.8	59	0.670902	0.716192	0	
* 15	2021-02-26 09:17:18	5	1	0	0	0	0	5.7	59	0	0	0	
* 16	2021-02-26 09:18:44	5	2	1.35543	-1.12747	0	0	5.6	60	0.885134	0.876057	0	
* 17	2021-02-26 09:22:45	10	1	3.03121	-0.328058	0	0	5.3	59	-0.00456704	0.856782	0	
* 18	2021-02-26 09:24:11	10	2	0	0	0	0	5.8	60	0	0	0	
* 19	2021-02-26 09:26:23	12	1	0.547557	-0.112219	0	0	5.7	60	0.520225	0.609085	0	
* 20	2021-02-26 09:27:49	12	2	0.814148	-0.154388	0	0	5.8	59	0.806189	0.675261	0	
* 21	2021-02-26 09:30:04	9	1	0.767073	-0.185012	0	0	5.9	59	0.286748	0.777313	0	
* 22	2021-02-26 09:31:30	9	2	1.41174	-0.333196	0	0	5.9	60	0.815665	0.887836	0	
* 23	2021-02-26 09:33:53	11	1	0.552025	-0.0785127	0	0	5.9	59	0.65763	-0.547456	0	
* 24	2021-02-26 09:35:19	11	2	0	0	0	0	5.9	59	0	0	0	
* 25	2021-02-26 09:37:56	13	1	1.27041	-0.744983	0	0	5.86364	59	0.851222	0.846487	0	
* 26	2021-02-26 09:39:22	13	2	1.73653	-0.99542	0	0	6.7	59	0.894765	0.617699	0	
* 27	2021-02-26 09:41:56	14	1	0.751719	-0.190922	0	0	6.81818	59	0.70117	0.414394	0	
* 28	2021-02-26 09:43:22	14	2	1.37544	-0.26459	0	0	7.4	60	0.897201	0.880277	0	
* 29	2021-02-26 09:45:39	15	1	0.347475	-0.16505	0	0	7.4	59	0.418586	0.688163	0	
* 30	2021-02-26 09:47:05	15	2	0.336841	-0.170373	0	0	7.5	59	0.321257	0.254195	0	
* 31	2021-02-26 09:49:34	16	1	0.803778	-0.106703	0	0	7.2	59	0.78119	0.559563	0	
* 32	2021-02-26 09:51:01	16	2	0.885188	-0.121196	0	0	7.22667	60	0.776946	0.620128	0	
* 33	2021-02-26 09:56:05	17	1	1.07207	-0.348584	0	0	7	60	0.868554	0.869974	0	
