Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-03-08 10:45:53	4	1	0	0	0.003	0.206	12.6	60	0	0	16	
* 2	2021-03-08 10:47:18	4	2	1.68951	-1.0612	0.002	0.205	12.3	59	0.165882	0.929562	0	
* 3	2021-03-08 10:50:11	2	1	4.15774	-1.02448	0.001	0.036	12	60	0.383403	0.685728	0	
* 4	2021-03-08 10:51:36	2	2	5.241	-1.42733	0.00168182	0.0882273	12.1	59	0.354124	0.377865	0	
* 5	2021-03-08 10:54:16	3	1	1.23432	-0.38797	0.002	0.096	12	60	0.831125	0.339416	0	
* 6	2021-03-08 10:55:41	3	2	1.40891	-0.444984	0.005	0.177	11.7	60	0.840562	0.877343	0	
* 7	2021-03-08 11:05:07	1	1	0.832442	-0.668071	0.017	0.101	9.9	60	-0.181976	0.73593	0	
* 8	2021-03-08 11:06:33	1	2	1.1077	-0.962758	0.0158	0.0784	10.22	60	0.0627778	0.748255	0	
* 9	2021-03-08 11:19:06	5	1	2.05852	-1.27181	0	0.002	9.2	59	0.274282	0.672598	0	
* 10	2021-03-08 11:20:31	5	2	3.85068	-1.85259	0	0.0144545	9.47727	59	0.586126	0.563589	0	
* 11	2021-03-08 11:22:53	8	1	0	0	0.011	0.03	9.8	59	0	0	0	
* 12	2021-03-08 11:24:19	8	2	1.62121	-1.49816	0.011	0.029	10.3	60	0.301141	0.756531	0	
* 13	2021-03-08 11:26:57	6	1	1.59376	-0.166044	0.016	0.047	10.6	60	-0.469875	0.348294	0	
* 14	2021-03-08 11:28:22	6	2	1.90591	-0.460477	0.015	0.05	10.6	59	0.360516	0.905689	0	
* 15	2021-03-08 11:30:12	7	1	0	0	0.013	0.06	10.4	60	0	0	0	
* 16	2021-03-08 11:31:38	7	2	1.42218	-0.954337	0	0.041	10.4	60	0.862084	0.978107	0	
* 17	2021-03-08 11:34:48	10	1	2.51395	-0.305622	0	0.055	10.1	59	0.28627	0.87106	0	
* 18	2021-03-08 11:36:14	10	2	4.7756	-0.525744	0	0.046	9.9	60	0.170621	0.542117	0	
* 19	2021-03-08 11:38:50	12	1	1.08995	-0.251672	0	0	9.9	60	0.291907	0.597172	0	
* 20	2021-03-08 11:40:16	12	2	1.29016	-0.283108	0	0.006	10.3	60	0.702189	0.135937	0	
* 21	2021-03-08 11:42:11	9	1	0.865744	-0.206826	0	0	10.6	60	0.830795	0.848267	0	
* 22	2021-03-08 11:43:36	9	2	1.28016	-0.307856	0	0.0124	10.92	60	0.908856	0.917969	0	
* 23	2021-03-08 11:45:57	11	1	0.384643	-0.112571	0.022	0.076	11.1	59	0.549677	0.661961	0	
* 24	2021-03-08 11:47:24	11	2	0.571007	-0.182171	0.019	0.073	11.2	60	0.629143	0.809606	0	
* 25	2021-03-08 11:50:44	13	1	1.19606	-0.77394	0	0	11.1	60	0.88791	0.707333	0	
* 26	2021-03-08 11:52:09	13	2	0	0	0	0.002	11.3	60	0	0	0	
* 27	2021-03-08 11:59:48	15	1	0.642967	-0.266596	0	0.009	11.7	60	0.537932	0.253214	0	
* 28	2021-03-08 12:01:13	15	2	1.37838	-0.432274	0	0.009	12	59	0.806181	0.799756	0	
* 29	2021-03-08 12:03:13	14	1	0.818977	-0.184775	0	0	12.3	60	0.645104	-1.09271	0	
* 30	2021-03-08 12:04:38	14	2	2.01905	-0.465818	0.001	0.019	12.6	60	0.881216	0.911032	0	
* 31	2021-03-08 12:07:02	16	1	0.936767	-0.149318	0	0	12.7	59	0.659358	0.211195	0	
* 32	2021-03-08 12:08:28	16	2	0.986729	-0.133442	0.001	0.0198	12.76	60	0.569357	0.524308	0	
* 33	2021-03-08 13:22:49	17a	1	-2.09147	-2.22427	0.006	0.207	12	60	0.823938	0.423559	16	
* 34	2021-03-08 13:24:14	17a	2	0.201895	-0.335563	0.006	0.204	11.7	59	-0.233354	0.436053	8	
* 35	2021-03-08 13:27:35	18	1	1.67371	-0.551401	0.003	0.151	11.5	60	0.87141	0.633703	0	
* 36	2021-03-08 13:29:01	18	2	2.45393	-0.683499	0.004	0.1632	11.32	60	0.938988	0.831681	0	
* 37	2021-03-08 13:31:38	19	1	0.460708	-0.0886468	0	0	11.1	60	0.381163	0.357551	0	
* 38	2021-03-08 13:33:03	19	2	0.730007	-0.152533	0.0178182	0.0995	11.1	59	0.441733	0.436398	0	
* 39	2021-03-08 13:35:10	20	1	0	0	0.031	0.182	11.2	60	0	0	0	
* 40	2021-03-08 13:36:36	20	2	2.31662	-0.448448	0	0.06	11.3	60	0.921338	0.898962	0	
* 41	2021-03-08 13:39:32	24	1	2.2886	-0.507289	0	0	11.2	60	0.883266	0.904371	0	
* 42	2021-03-08 13:40:57	24	2	1.99504	-0.458616	0	0.0436667	11.1667	60	0.891325	0.921602	0	
* 43	2021-03-08 13:43:19	23	1	0	0	0	0.01	11.7	60	0	0	0	
* 44	2021-03-08 13:44:44	23	2	2.80847	-0.76193	0	0.025	12.1	60	0.514958	0.669163	0	
* 45	2021-03-08 13:47:15	21	1	2.08562	-0.9229	0	0.01	13	60	0.87149	0.688099	0	
* 46	2021-03-08 13:48:40	21	2	2.76628	-1.31449	0	0.021	13.3	59	0.891935	0.915545	0	
* 47	2021-03-08 13:52:09	22	1	0.908089	-0.149259	0.001	0.124	14	59	0.649457	-0.375501	0	
* 48	2021-03-08 13:53:35	22	2	1.96307	-0.295121	0.003	0.227	13.8	60	0.884311	0.870014	0	
* 49	2021-03-08 13:56:28	26	1	1.33415	-0.177719	0.001	0.009	13	60	0.812153	0.335311	0	
* 50	2021-03-08 13:57:53	26	2	2.39226	-0.263342	0.01	0.246	12.7	60	0.913854	0.830402	0	
* 51	2021-03-08 14:00:31	28	1	1.42782	-0.223891	0.001	0.014	12.3	60	0.786407	0.655905	0	
* 52	2021-03-08 14:01:56	28	2	2.69848	-0.429303	0.00745455	0.231455	12.1909	59	0.759228	0.910806	0	
* 53	2021-03-08 14:04:33	25	1	0.748313	-0.167783	0.009	0.06	11.5	59	0.606343	-0.535078	0	
* 54	2021-03-08 14:05:59	25	2	1.48991	-0.336216	0.0094	0.1774	11.34	60	0.804048	0.777832	0	
* 55	2021-03-08 14:08:30	27	1	2.8588	-0.331647	0.006	0.162	11	60	0.391243	0.843357	0	
* 56	2021-03-08 14:09:55	27	2	5.27227	-0.527585	0.006	0.162	11.1	60	0.65422	0.954224	0	
* 57	2021-03-08 14:12:38	29	1	2.15874	-0.252038	0.002	0.037	10.7	60	0.140122	0.807029	0	
* 58	2021-03-08 14:14:03	29	2	3.66431	-0.431803	0.00833333	0.093	10.7267	60	0.786347	0.685172	0	
* 59	2021-03-08 14:16:20	30	1	2.02906	-0.226169	0.026	0.14	10.8	59	-0.045039	-0.244922	0	
* 60	2021-03-08 14:17:45	30	2	3.36482	-0.376841	0.025	0.138	10.8	59	0.875647	0.906194	0	
* 61	2021-03-08 14:20:11	31	1	3.52312	-0.579729	0	0.027	10.7	59	0.719644	0.58696	0	
* 62	2021-03-08 14:21:37	31	2	3.1931	-0.557481	0.036	0.235	10.8	60	0.781943	0.705748	0	
* 63	2021-03-08 14:23:52	32	1	1.36895	-0.174714	0	0	10.8	60	0.724828	0.687715	0	
* 64	2021-03-08 14:25:17	32	2	2.91304	-0.413869	0.033	0.219	11	59	0.591245	0.904651	0	
* 65	2021-03-08 14:28:10	36	1	1.02464	-0.139262	0	0.08	10.3	59	0.738825	0.592766	0	
* 66	2021-03-08 14:29:36	36	2	1.46467	-0.302414	0	0.069	10.2	60	0.505645	-0.0589917	0	
* 67	2021-03-08 14:31:57	34	1	0	0	0	-0.012	10.2	60	0	0	0	
* 68	2021-03-08 14:33:23	34	2	6.26474	-0.629709	0.02	0.133	9.9	60	0.451464	0.6773	0	
* 69	2021-03-08 14:35:50	35	1	3.40833	-0.195144	0.031	0.184	9.7	59	0.405162	0.716645	0	
* 70	2021-03-08 14:37:16	35	2	3.97479	-0.231082	0.021	0.115	9.3	60	0.553302	0.733991	0	
* 71	2021-03-08 14:39:24	33	1	1.31781	-0.148519	0.023	0.098	9	60	0.859961	0.589805	0	
* 72	2021-03-08 14:40:50	33	2	1.52183	-0.173567	0.028	0.128	9.1	60	0.891254	0.190346	0	
* 73	2021-03-08 14:43:23	37	1	0	0	0.025	0.087	9.3	60	0	0	0	
* 74	2021-03-08 14:44:49	37	2	0	0	0.027	0.113	9.6	60	0	0	0	
* 75	2021-03-08 14:46:30	37a	1	2.76154	-0.376144	0.032	0.163	9.6	59	0.833455	0.823146	0	
* 76	2021-03-08 14:47:57	37a	2	2.59995	-0.322683	0.0314545	0.157864	9.3	60	0.76146	0.868629	0	
* 77	2021-03-08 14:50:09	39	1	4.18631	-0.566146	0	0.016	9.2	60	0.548633	0.900043	0	
* 78	2021-03-08 14:51:34	39	2	6.99599	-1.04436	0	0.025	9.3	59	0.882911	0.907666	0	
* 79	2021-03-08 14:54:14	40	1	0.472602	-0.0444657	0	0	9.3	59	0.354177	-0.417045	0	
* 80	2021-03-08 14:55:40	40	2	0.758794	-0.0798136	0	0.005	9.6	60	0.504548	0.335849	0	
* 81	2021-03-08 14:57:44	38	1	2.33722	-0.432287	0	0.01	9.7	60	0.187266	0.883083	0	
* 82	2021-03-08 14:59:10	38	2	3.28048	-0.5443	0	0.014	9.9	60	0.322924	0.928206	0	
* 83	2021-03-08 15:01:42	43	1	1.58702	-0.271242	0	0	9.7	60	0.82806	0.764962	0	
* 84	2021-03-08 15:03:07	43	2	0	0	0	0.01	9.8	60	0	0	0	
* 85	2021-03-08 15:05:19	42	1	1.43373	-0.534956	0	0.005	10.1	59	0.816874	0.831808	0	
* 86	2021-03-08 15:06:45	42	2	1.61144	-0.540927	0	0.025	10.1	60	0.848388	0.930008	0	
* 87	2021-03-08 15:09:24	41	1	1.84875	-0.396811	0	0	9.5	59	0.894414	0.946209	0	
* 88	2021-03-08 15:10:49	41	2	1.69257	-0.373827	0	0.026	9.5	59	0.916172	0.859269	0	
* 89	2021-03-08 15:13:12	45	1	0.645351	-0.0866167	0	0.01	9.3	59	0.425623	-5.43824	0	
* 90	2021-03-08 15:14:38	45	2	0.62189	-0.103884	0	0.022	9.3	60	0.516956	0.0931857	0	
* 91	2021-03-08 15:17:02	46	1	1.05307	-0.402021	0	0.0279091	9.08182	59	0.781916	0.564572	0	
* 92	2021-03-08 15:18:28	46	2	1.92282	-0.761593	0	0.016	9.1	60	0.902762	0.561376	0	
* 93	2021-03-08 15:20:46	47	1	0.716394	-0.258088	0	0.021	9.2	60	0.654317	0.619438	0	
* 94	2021-03-08 15:22:11	47	2	0	0	0	0.014	9.3	59	0	0	0	
