Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 1	2021-07-06 09:40:58	47	1	9.0738	-0.454137	0.028	0.398	25.9	60	0.981327	-1.54373	0	
* 2	2021-07-06 09:42:24	47	2	6.60741	-0.462379	0.028	0.4	25.6	60	0.98641	0.944564	0	
* 3	2021-07-06 09:44:40	48	1	32.4213	79.8421	0.027	0.398	25.5	60	0.859172	0.763935	48	
* 4	2021-07-06 09:46:06	48	2	8.14217	-1.15761	0.032	0.398	25.1	60	0.867532	0.878343	16.5333	
* 5	2021-07-06 09:48:05	46	1	35.0391	-5.56963	0.022	0.297	25.1	60	0.976893	0.989557	0	
* 6	2021-07-06 09:49:31	46	2	38.4934	-5.71725	0.022	0.296	25.4	60	0.849551	0.898071	0	
* 7	2021-07-06 09:52:56	45	1	14.4358	-0.815567	0.032	0.395	25.6	60	0.999046	0.980442	0	
* 8	2021-07-06 09:54:21	45	2	12.0243	-0.670195	0.033	0.395	25.6	60	0.662619	0.698877	0	
* 9	2021-07-06 09:56:57	41	1	23.2175	-2.55997	0.031	0.351	25.4	60	0.868798	0.726868	0	
* 10	2021-07-06 09:58:23	41	2	0	0	0.031	0.35	25.4	60	0	0	0	
* 11	2021-07-06 10:00:38	44	1	9.04033	-0.76294	-0.0144	-0.1592	25.4	60	-2.55321	-2.59705	0	
* 12	2021-07-06 10:02:03	44	2	8.4577	-0.744913	0.037	0.398	25.6	60	-0.00981065	-0.642993	0	
* 13	2021-07-06 10:04:00	42	1	18.125	-3.14668	0.011	0.179	25.4	60	0.772276	0.856313	0	
* 14	2021-07-06 10:05:25	42	2	0	0	0.011	0.18	25.6	60	0	0	0	
* 15	2021-07-06 10:07:56	43	1	23.8011	-1.73541	0.023	0.369	25.6	60	0.896242	0.87792	0	
* 16	2021-07-06 10:09:21	43	2	28.0939	-1.94119	0.023	0.371	25.6	59	0.887776	0.876645	0	
* 17	2021-07-06 10:11:47	40	1	31.2481	-4.45855	0.021	0.331	25.6	60	0.994596	0.975829	0	
* 18	2021-07-06 10:13:12	40	2	10.9573	-0.890018	0.022	0.331	25.6	59	0.99639	0.98563	0	
* 19	2021-07-06 10:15:14	38	1	22.9802	-1.76043	0.024	0.395	25.6	60	0.978509	0.00971029	0	
* 20	2021-07-06 10:16:40	38	2	22.1403	-1.36225	0.0236667	0.397333	25.4	60	0.676974	0.851735	0	
* 21	2021-07-06 10:19:01	39	1	9.41519	-0.499853	0.037	0.45	25.1	60	0.795352	0.496574	0	
* 22	2021-07-06 10:20:26	39	2	0	0	0.036	0.454	25.1	59	0	0	0	
* 23	2021-07-06 10:22:24	37	1	45.2046	-5.29387	0.001	0	25.1	60	0.996569	0.997054	0	
* 24	2021-07-06 10:23:49	37	2	11.5097	-1.0765	0.032	0.347	25.1	59	0.996752	0.904628	0	
* 25	2021-07-06 10:26:40	33	1	28.8538	-1.96191	-0.008	-0.116333	25	60	0.805145	0.856286	0	
* 26	2021-07-06 10:28:06	33	2	34.1634	-2.41457	0.024	0.351	25.6	60	0.65477	0.642904	0	
* 27	2021-07-06 10:30:21	35	1	5.29163	1.37421	0	0	25.4	60	0.185096	0.952308	0	
* 28	2021-07-06 10:31:46	35	2	7.79396	2.47811	0.031	0.417	25.4	60	0.466566	0.899755	0	
* 29	2021-07-06 10:33:57	34	1	20.5798	-0.661226	0.032	0.413	25.4	60	0.997516	0.948637	0	
* 30	2021-07-06 10:35:23	34	2	9.63622	-0.565942	0.031	0.41	25.4	60	0.998726	0.958604	0	
* 31	2021-07-06 10:38:44	36	1	17.3474	-0.901222	0.0256	0.3852	25.52	60	0.994758	-2.12063	0	
* 32	2021-07-06 10:40:09	36	2	6.88513	-0.707949	0.022	0.369	25.6	60	0.989839	0.977142	0	
* 33	2021-07-06 10:43:54	32	1	17.1125	-0.702298	0.024	0.318	25.6	60	0.722163	0.148894	0	
* 34	2021-07-06 10:45:19	32	2	23.2615	0.641296	0.024	0.319	25.9	60	0.577673	0.408988	0	
* 35	2021-07-06 10:47:31	31	1	17.2485	-0.621548	0.024	0.319	25.6	60	0.961081	-4.5499	0	
* 36	2021-07-06 10:48:57	31	2	23.2344	-0.371518	0.027	0.415	25.6	60	0.93474	-55.214	0	
* 37	2021-07-06 10:52:41	29	1	52.8982	-2.95275	0.029	0.4282	25.36	60	0.787169	0.896958	0	
* 38	2021-07-06 10:54:07	29	2	54.2811	-2.76868	0.023	0.349	25.6	60	0.898602	0.895312	0	
* 39	2021-07-06 10:56:13	30	1	19.5686	-20.7102	0.001	0.007	25.6	60	0.939659	0.040372	0	
* 40	2021-07-06 10:57:38	30	2	14.8068	-0.400914	0.0216	0.3144	25.6	60	0.997792	0.759994	0	
* 41	2021-07-06 11:00:06	27	1	24.3541	0.520963	0.038	0.433	25.6	60	0.521452	0.957324	0	
* 42	2021-07-06 11:01:32	27	2	37.8797	1.10946	0.037	0.436	25.6	60	0.664441	0.941252	0	
* 43	2021-07-06 11:04:11	25	1	24.0597	-3.02436	0.002	0.019	25.9	60	0.897606	-4.97008	0	
* 44	2021-07-06 11:05:37	25	2	27.8513	-1.43335	0.022	0.332	26.2	60	0.973972	-2.07278	0	
* 45	2021-07-06 11:07:58	28	1	35.1754	-1.41289	0.037	0.465	26.2	59	0.484418	0.533425	0	
* 46	2021-07-06 11:09:24	28	2	54.284	-1.96014	0.037	0.465	25.9	60	0.620873	0.929625	0	
* 47	2021-07-06 11:11:24	26	1	37.4595	-0.56332	0.002	0.019	25.9	60	0.893496	0.146191	0	
* 48	2021-07-06 11:12:49	26	2	0	0	0.036	0.402	25.9	60	0	0	0	
* 49	2021-07-06 11:15:31	22	1	0	0	0.003	0.055	25.9	60	0	0	0	
* 50	2021-07-06 11:16:56	22	2	38.844	-4.53936	0.029	0.373	25.9	59	0.401413	0.981866	0	
* 51	2021-07-06 11:18:57	23	1	27.0053	-1.8653	0.021	0.357	25.9	60	0.580149	-2.91791	0	
* 52	2021-07-06 11:20:22	23	2	0	0	0.021	0.359	25.9	60	0	0	0	
* 53	2021-07-06 11:22:37	21	1	34.1518	-13.7973	0.0216667	0.373	25.9	60	0.991293	0.963941	0	
* 54	2021-07-06 11:24:02	21	2	19.7614	-3.00166	0.019	0.325	25.9	60	0.494962	0.849063	0	
* 55	2021-07-06 11:26:55	24	1	29.0719	-2.24322	0.023	0.392	25.9	60	0.828391	0.716762	0	
* 56	2021-07-06 11:28:20	24	2	0	0	0.023	0.392	25.9	60	0	0	0	
* 57	2021-07-06 11:30:52	20	1	39.7815	-2.33194	0.024	0.398	25.9	60	0.562128	0.900701	0	
* 58	2021-07-06 11:32:18	20	2	49.2377	-3.56959	0.025	0.398	25.9	60	0.565964	-0.0902778	0	
* 59	2021-07-06 11:34:21	19	1	0	0	0	0	25.9	59	0	0	0	
* 60	2021-07-06 11:35:47	19	2	12.3092	-0.753898	0.02	0.367	25.6	60	0.794798	0.963703	0	
* 61	2021-07-06 11:38:04	18	1	26.0825	-3.57905	0.022	0.376	25.6	60	0.912889	0.884729	0	
* 62	2021-07-06 11:39:30	18	2	27.3755	-3.83626	0.023	0.376	25.6	60	0.840389	0.83601	0	
* 63	2021-07-06 11:41:48	17	1	27.4686	-3.72861	0.017	0.235	25.9	60	0.99897	0.97915	0	
* 64	2021-07-06 11:43:13	17	2	20.1541	-3.64998	0.017	0.235	25.9	60	0.83715	0.951368	0	
