Item#	Date_IV	File Name	Obs#	Exp_Flux	Exp_Flux[2]	soilp_c_IV	soilp_m_IV	soilp_t_IV	Observation Length	Exp_R2	Exp_R2[2]	err_IV	
* 45	2022-06-22 16:05:51	28	1	4.57523	-0.0139887	0.008	0.114	23.9	59	0.986125	0.028944	0	
* 46	2022-06-22 16:07:17	28	2	2.7179	-0.446147	0.206	0.499	23.9	59	0.988078	0.057584	0	
* 47	2022-06-22 16:08:52	26	1	7.62623	0.668959	0.206	0.499	23.9	59	0.99591	0.954321	0	
* 48	2022-06-22 16:10:18	26	2	4.57677	0.721246	0.154	0.486	23.9	60	0.993465	0.974633	0	
* 49	2022-06-22 16:12:23	19	1	5.7573	0.251103	0.229	0.551	23.9	59	0.968484	0.791425	0	
* 50	2022-06-22 16:13:50	19	2	3.5337	0.131927	0.238	0.53	23.9	59	0.991289	0.63714	0	
* 51	2022-06-22 16:15:24	20	1	14.4556	1.69502	0.172	0.515	23.9	59	0.994575	0.987431	0	
* 52	2022-06-22 16:16:50	20	2	6.41266	0.616786	0.176	0.506	23.9	59	0.989932	0.971724	0	
* 53	2022-06-22 16:18:31	18	1	5.54544	-0.039868	0.013	0.115	24.2	59	0.988189	0.230884	0	
* 54	2022-06-22 16:19:56	18	2	4.27586	-0.0256914	0.256	0.578	24.2	59	0.989537	-8.74554	0	
* 55	2022-06-22 16:21:36	17	1	22.9499	1.36022	0.009	0.072	24.2	59	0.978869	0.822794	0	
* 56	2022-06-22 16:23:03	17	2	8.44375	0.316603	0.221	0.547	24.2	60	0.996988	0.858966	0	
* 57	2022-06-22 16:26:42	16	1	6.68533	-0.457409	0.013	0.11	24.4	59	0.993793	0.96255	0	
* 58	2022-06-22 16:28:08	16	2	8.2475	-0.551865	0.062	0.485	24.2	59	0.99804	0.138008	0	
* 59	2022-06-22 16:29:45	15	1	6.30892	-0.612275	0.062	0.485	24.2	59	0.994954	0.93035	0	
* 60	2022-06-22 16:31:11	15	2	7.28506	-0.636642	0.055	0.433	24.32	60	0.980779	0.905664	0	
* 61	2022-06-22 16:32:44	14	1	11.897	0.67094	0.055	0.429	23.9	59	0.833876	0.936597	0	
* 62	2022-06-22 16:34:10	14	2	12.2318	0.9513	0.0457273	0.377364	23.9	59	0.885302	0.99063	0	
* 63	2022-06-22 16:35:44	13	1	0	0	0.011	0.088	23.9	59	0	0	0	
* 64	2022-06-22 16:37:11	13	2	6.84323	-1.05818	0.024	0.251273	23.9	59	0.996587	0.992677	0	
* 65	2022-06-22 16:38:59	11	1	3.50422	-0.122863	0.011	0.09	23.9	59	0.990767	-1.05004	0	
* 66	2022-06-22 16:40:25	11	2	3.11066	-0.12591	0.063	0.502	23.7	59	0.991946	-10.792	0	
* 67	2022-06-22 16:42:04	9	1	13.8135	-1.32427	0.061	0.507	23.7	59	0.997823	0.864488	0	
* 68	2022-06-22 16:43:30	9	2	9.55554	-1.03896	0.042	0.349	23.7	59	0.986677	0.982284	0	
* 69	2022-06-22 16:45:06	12	1	8.32747	-0.46481	0.0417273	0.333	23.7	59	0.969884	0.876279	0	
* 70	2022-06-22 16:46:32	12	2	4.60829	-0.387642	0.045	0.434	23.7	59	0.987854	0.891887	0	
* 71	2022-06-22 16:48:08	10	1	10.1554	-0.398527	0.043	0.4436	23.7	60	0.996768	0.953195	0	
* 72	2022-06-22 16:49:33	10	2	6.36632	-0.328719	0.049	0.41	23.7	59	0.997225	0.849211	0	
* 73	2022-06-22 16:51:31	8	1	5.32539	-2.04655	0.012	0.21	23.5	59	0.961142	0.956389	0	
* 74	2022-06-22 16:52:57	8	2	7.10319	-2.53159	0.012	0.21	23.5	59	0.995699	0.944457	0	
* 75	2022-06-22 16:54:31	5	1	7.21551	-2.13494	0.019	0.235	23.5	60	0.794912	0.989819	0	
* 76	2022-06-22 16:55:57	5	2	7.93045	-2.28091	0.019	0.236	23.5	59	0.828139	0.832508	0	
* 77	2022-06-22 16:57:33	7	1	6.5055	-1.48213	0.017	0.299	23.5	59	0.94727	0.943294	0	
* 78	2022-06-22 16:58:59	7	2	0	0	0.015	0.304	23.5	59	0	0	0	
* 79	2022-06-22 17:00:40	6	1	10.2508	-2.80206	0.005	0.049	23.5	59	0.966685	0.975489	0	
* 80	2022-06-22 17:02:05	6	2	11.8937	-3.14167	0.017	0.25	23.3	59	0.918763	0.920323	0	
* 81	2022-06-22 17:04:01	1	1	13.4659	-1.65135	0.017	0.25	23.3	59	0.997604	0.891791	0	
* 82	2022-06-22 17:05:26	1	2	10.3266	-1.51886	0.022	0.294	23.5	59	0.998591	0.996476	0	
* 83	2022-06-22 17:07:00	3	1	7.47565	-1.47588	0.022	0.297	23.5	59	0.922387	0.953503	0	
* 84	2022-06-22 17:08:26	3	2	8.35778	-1.65986	0.019	0.282	23.7	59	0.863906	0.401457	0	
* 85	2022-06-22 17:10:03	2	1	9.96643	-2.62564	0.019	0.282	23.5	59	0.996321	0.753592	0	
* 86	2022-06-22 17:11:29	2	2	11.3083	-2.79348	0.014	0.21	23.7	60	0.997485	0.984049	0	
* 87	2022-06-22 17:13:24	4	1	6.97081	-1.61405	0.012	0.228	23.5	59	0.961609	0.870073	0	
* 88	2022-06-22 17:14:50	4	2	7.57222	-1.69312	0.013	0.226	23.5	59	0.911517	0.874763	0	
